x,y,w,h,Distance Bottom,Distance Top,area,Target Class
351,82,6,8,45.0,37.0,27.0,LD
407,73,10,17,45.0,28.0,65.5,LD
46,53,7,11,19.0,34.0,47.0,LD
0,39,34,51,45.0,6.0,362.5,LD
34,0,442,84,39.0,39.0,3826.5,LD
0,0,16,18,27.0,27.0,62.5,LD
105,92,16,4,48.0,44.0,31.5,LD
129,77,17,19,48.0,29.0,161.5,LD
49,48,6,13,13.0,35.0,53.0,LD
0,33,37,63,48.0,15.0,352.5,LD
429,18,37,34,4.0,14.0,885.0,LD
52,0,407,71,23.0,23.0,4602.0,LD
1,0,46,6,42.0,42.0,131.5,LD
0,16,38,47,28.0,12.0,345.0,LD
46,0,247,71,36.0,36.0,4132.0,LD
59,17,7,11,0.0,17.0,56.5,LD
0,0,55,56,28.0,28.0,425.5,LD
538,153,16,3,78.0,75.0,20.0,LD
289,150,7,6,78.0,72.0,14.0,LD
586,137,10,19,78.0,59.0,42.5,LD
66,111,6,10,43.0,68.0,35.5,LD
587,110,224,9,41.0,69.0,355.0,LD
0,98,51,58,78.0,20.0,598.0,LD
53,65,437,76,63.0,2.0,3764.5,LD
27,24,7,11,43.0,67.0,56.5,LD
0,7,23,56,15.0,22.0,224.5,LD
50,0,759,88,10.0,10.0,3938.5,LD
43,12,51,49,30.0,18.0,825.0,LD
0,12,45,50,31.0,19.0,492.5,LD
117,5,41,55,29.0,24.0,487.5,LD
172,0,33,58,27.0,27.0,943.5,LD
101,14,48,42,28.0,14.0,396.5,LD
0,12,38,39,23.0,11.0,429.5,LD
43,0,49,51,23.0,23.0,1293.5,LD
111,9,34,37,23.0,14.0,284.0,LD
64,7,31,39,23.0,16.0,270.0,LD
0,0,35,46,23.0,23.0,516.0,LD
150,18,40,41,29.0,11.0,1172.0,LD
71,14,64,46,30.0,16.0,744.0,LD
0,14,53,41,25.0,11.0,653.5,LD
0,2,22,7,21.0,23.0,62.0,LD
61,0,34,10,20.0,20.0,106.0,LD
0,4,41,51,28.0,24.0,445.0,LD
50,0,37,54,27.0,27.0,1272.5,LD
85,1,49,52,27.0,26.0,547.5,LD
0,0,46,49,23.0,23.0,489.5,LD
103,77,43,41,58.0,19.0,470.5,LD
159,76,57,42,58.0,18.0,496.0,LD
25,61,56,59,60.0,1.0,935.5,LD
90,60,22,4,4.0,56.0,39.0,LD
112,40,6,16,4.0,44.0,30.5,LD
0,26,22,10,24.0,50.0,26.5,LD
1,1,63,56,3.0,4.0,1108.5,LD
66,0,35,56,4.0,4.0,373.5,LD
218,18,45,38,27.0,9.0,361.5,LD
146,16,55,40,27.0,11.0,438.0,LD
77,15,45,42,28.0,13.0,975.0,LD
58,8,12,50,29.0,21.0,316.0,LD
146,0,25,4,25.0,25.0,48.0,LD
0,0,48,54,25.0,25.0,1464.5,LD
154,13,39,47,29.0,16.0,489.0,LD
67,11,56,49,29.0,18.0,495.0,LD
0,8,44,54,31.0,23.0,1308.0,LD
220,7,50,52,28.0,21.0,469.5,LD
292,0,8,58,27.0,27.0,266.0,LD
138,25,35,37,28.0,3.0,259.0,LD
86,8,32,54,28.0,20.0,401.0,LD
0,3,7,52,21.0,18.0,185.5,LD
32,2,33,59,27.0,25.0,498.0,LD
178,0,9,13,21.0,21.0,32.5,LD
153,0,24,9,25.0,25.0,90.0,LD
128,0,6,15,19.0,19.0,44.0,LD
94,10,47,29,20.0,10.0,406.0,LD
58,0,11,39,20.0,20.0,178.5,LD
0,0,37,39,20.0,20.0,461.5,LD
148,13,27,35,23.0,10.0,214.5,LD
102,13,40,36,24.0,11.0,265.0,LD
0,6,39,42,23.0,17.0,307.5,LD
51,0,33,50,25.0,25.0,799.5,LD
145,10,41,28,18.0,8.0,257.5,LD
103,10,27,29,19.0,9.0,538.0,LD
51,2,33,38,20.0,18.0,754.5,LD
0,0,39,40,20.0,20.0,440.0,LD
44,24,17,15,20.0,4.0,66.0,LD
87,3,49,35,19.0,16.0,393.0,LD
0,2,45,37,20.0,18.0,1245.5,LD
146,0,40,37,18.0,18.0,321.5,LD
101,6,29,37,21.0,15.0,713.0,LD
0,5,50,39,22.0,17.0,360.5,LD
54,0,44,44,22.0,22.0,580.5,LD
0,0,49,54,27.0,27.0,1767.5,LD
127,266,7,13,140.0,126.0,62.5,LD
2,247,27,32,140.0,107.0,116.5,LD
156,188,45,65,114.0,74.0,531.5,LD
255,183,31,96,140.0,43.0,416.5,LD
82,181,48,59,101.0,80.0,1313.5,LD
218,180,36,70,111.0,69.0,562.0,LD
138,121,37,45,27.0,94.0,341.0,LD
80,113,56,42,16.0,97.0,712.5,LD
2,98,70,128,87.0,11.0,2717.5,LD
102,28,96,92,19.0,47.0,1036.5,LD
35,0,41,86,53.0,53.0,469.0,LD
0,16,43,44,23.0,7.0,422.0,LD
57,0,49,75,38.0,38.0,1884.5,LD
31,1,26,37,18.0,17.0,270.5,LD
0,1,15,40,21.0,20.0,122.0,LD
123,104,68,69,87.0,17.0,697.0,LD
48,96,60,71,81.0,15.0,1469.0,LD
109,16,48,96,26.0,10.0,848.5,LD
10,4,74,70,12.0,16.0,537.5,LD
0,0,13,118,32.0,32.0,173.5,LD
71,29,37,55,33.0,4.0,596.0,LD
110,28,56,68,45.0,17.0,518.0,LD
146,0,22,6,45.0,45.0,57.5,LD
0,0,49,103,52.0,52.0,2039.5,LD
31,141,24,6,74.0,67.0,61.5,LD
153,60,42,87,74.0,14.0,2055.5,LD
55,37,67,75,39.0,2.0,632.5,LD
23,34,8,10,29.0,63.0,31.5,LD
145,33,6,48,8.0,25.0,64.5,LD
130,0,34,21,52.0,52.0,189.5,LD
0,0,83,96,23.0,23.0,788.0,LD
36,16,42,45,31.0,15.0,294.0,LD
0,0,29,48,18.0,18.0,835.0,LD
30,81,11,32,57.0,24.0,197.0,LD
39,5,43,81,30.0,25.0,532.0,LD
0,0,40,71,15.0,15.0,1331.0,LD
79,108,57,52,80.0,28.0,301.5,LD
25,85,42,45,50.0,35.0,294.0,LD
0,69,18,48,37.0,32.0,227.5,LD
146,65,43,63,48.0,17.0,398.0,LD
66,33,50,54,7.0,26.0,522.5,LD
143,0,47,15,65.0,65.0,123.0,LD
0,0,55,53,27.0,27.0,1510.0,LD
6,94,43,21,58.0,36.0,252.5,LD
94,19,45,96,58.0,39.0,771.5,LD
0,0,75,89,32.0,32.0,641.0,LD
39,127,49,10,69.0,58.0,174.5,LD
0,112,23,25,69.0,43.0,123.5,LD
0,94,27,10,36.0,58.0,121.5,LD
163,66,72,71,69.0,3.0,2518.0,LD
108,61,59,48,41.0,20.0,466.0,LD
61,28,62,63,23.0,5.0,1893.5,LD
212,0,8,36,32.0,32.0,161.5,LD
177,0,28,7,61.0,61.0,75.5,LD
0,0,73,69,1.0,1.0,517.5,LD
50,182,36,8,95.0,87.0,83.5,LD
5,154,40,36,95.0,59.0,248.0,LD
149,102,51,88,95.0,7.0,721.5,LD
70,94,49,60,59.0,35.0,524.0,LD
7,67,48,63,35.0,32.0,1600.0,LD
102,26,68,69,0.0,26.0,548.0,LD
45,2,57,62,31.0,33.0,1680.5,LD
0,0,35,55,40.0,40.0,260.5,LD
0,0,31,57,28.0,28.0,457.0,LD
0,0,73,49,25.0,25.0,2564.0,LD
0,0,65,43,22.0,22.0,467.0,LD
0,0,71,42,21.0,21.0,614.5,LD
0,0,60,74,37.0,37.0,745.5,LD
0,0,66,107,53.0,53.0,1014.5,LD
0,0,53,42,21.0,21.0,726.5,LD
0,0,53,56,28.0,28.0,541.0,LD
0,59,55,75,67.0,8.0,2079.5,LD
15,0,91,72,5.0,5.0,632.5,LD
0,45,70,94,70.0,25.0,1137.0,LD
0,0,73,52,17.0,17.0,875.0,LD
0,0,50,63,31.0,31.0,973.5,LD
0,0,69,40,20.0,20.0,519.5,LD
0,0,91,67,34.0,34.0,819.5,LD
2,0,53,41,21.0,21.0,1711.0,LD
0,0,51,69,34.0,34.0,540.0,LD
2,0,56,55,28.0,28.0,459.5,LD
0,0,102,39,20.0,20.0,2081.5,LD
0,0,133,79,40.0,40.0,1384.0,LD
0,2,38,51,27.0,25.0,562.0,LD
0,0,51,42,21.0,21.0,1354.5,LD
0,0,73,43,22.0,22.0,421.0,LD
0,2,52,88,45.0,43.0,1704.5,LD
0,25,27,44,35.0,10.0,860.5,LD
35,23,6,34,23.0,0.0,126.0,LD
54,16,25,38,20.0,4.0,372.0,LD
95,9,35,49,24.0,15.0,499.5,LD
137,5,27,42,13.0,8.0,573.5,LD
181,0,32,49,15.0,15.0,401.0,LD
6,0,5,4,30.0,30.0,11.0,LD
0,11,46,43,27.0,16.0,449.5,LD
109,9,35,37,19.0,10.0,986.0,LD
56,0,45,51,24.0,24.0,524.5,LD
0,9,36,59,34.0,25.0,674.0,LD
54,4,32,59,29.0,25.0,402.0,LD
102,0,48,62,28.0,28.0,503.5,LD
0,8,34,54,31.0,23.0,385.5,LD
50,0,48,52,21.0,21.0,505.5,LD
0,5,40,56,31.0,26.0,1481.5,LD
56,0,39,55,25.0,25.0,569.5,LD
38,0,26,48,20.0,20.0,231.5,LD
0,0,36,56,28.0,28.0,1057.5,LD
0,30,35,52,41.0,11.0,437.0,LD
65,16,24,50,25.0,9.0,783.5,LD
104,12,30,52,23.0,11.0,392.0,LD
154,0,44,49,8.0,8.0,1274.5,LD
0,0,22,10,31.0,31.0,102.5,LD
110,74,6,20,40.0,34.0,60.5,LD
129,71,27,31,48.0,23.0,333.5,LD
0,66,73,42,54.0,12.0,563.5,LD
79,56,19,44,46.0,10.0,216.5,LD
42,24,25,27,3.0,27.0,168.0,LD
82,23,7,24,7.0,30.0,66.5,LD
102,17,26,21,16.0,33.0,189.0,LD
9,17,19,40,3.0,14.0,302.0,LD
135,12,36,58,16.0,4.0,356.5,LD
186,0,48,39,15.0,15.0,500.5,LD
87,0,35,14,40.0,40.0,166.0,LD
190,204,13,8,106.0,98.0,53.0,LD
164,202,18,10,106.0,96.0,116.0,LD
41,144,43,54,92.0,52.0,737.0,LD
4,143,31,69,106.0,37.0,1508.5,LD
184,133,13,42,69.0,64.0,155.0,LD
112,133,34,64,91.0,42.0,604.0,LD
147,131,37,66,91.0,40.0,617.0,LD
4,95,10,47,36.0,59.0,227.5,LD
51,71,38,68,33.0,38.0,793.0,LD
144,68,29,55,17.0,51.0,562.5,LD
106,68,36,68,30.0,38.0,672.0,LD
184,64,24,51,9.0,55.0,384.0,LD
0,15,39,71,20.0,35.0,771.5,LD
60,12,40,57,37.0,49.0,679.5,LD
113,5,29,57,44.0,49.0,669.5,LD
162,1,11,45,60.0,61.0,177.0,LD
199,0,49,17,89.0,89.0,228.0,LD
78,0,8,12,94.0,94.0,61.0,LD
32,0,7,4,102.0,102.0,13.0,LD
0,15,23,23,14.0,1.0,191.0,LD
37,13,7,23,12.0,1.0,74.5,LD
57,0,46,49,25.0,25.0,439.5,LD
0,0,10,7,17.0,17.0,29.0,LD
116,67,6,7,37.0,30.0,14.5,LD
157,63,5,11,37.0,26.0,27.0,LD
50,13,28,61,37.0,24.0,547.0,LD
91,6,42,58,27.0,21.0,1647.5,LD
0,6,30,60,29.0,23.0,538.0,LD
135,0,38,48,11.0,11.0,340.5,LD
78,60,33,13,37.0,23.0,152.0,LD
0,13,46,60,37.0,24.0,517.5,LD
133,7,30,18,11.0,18.0,106.0,LD
41,0,73,46,10.0,10.0,649.0,LD
0,15,8,54,32.0,17.0,214.0,LD
105,2,31,68,33.0,31.0,970.5,LD
40,0,38,75,38.0,38.0,1063.5,LD
90,10,32,38,20.0,10.0,235.0,LD
0,10,32,44,26.0,16.0,1035.0,LD
47,0,45,57,29.0,29.0,742.5,LD
0,36,151,26,31.0,5.0,873.5,LD
42,0,53,45,14.0,14.0,527.5,LD
0,0,57,52,26.0,26.0,655.5,LD
0,0,46,70,35.0,35.0,706.0,LD
142,55,40,3,28.0,27.0,26.5,LD
76,52,32,6,28.0,24.0,34.5,LD
0,14,31,47,31.0,17.0,295.5,LD
110,7,6,47,24.0,17.0,175.0,LD
47,0,45,54,24.0,24.0,674.5,LD
0,3,46,67,35.0,32.0,607.0,LD
64,0,12,59,24.0,24.0,249.0,LD
65,9,53,68,39.0,30.0,792.0,LD
0,0,53,69,31.0,31.0,619.0,LD
0,63,83,4,34.0,29.0,114.5,LD
38,0,69,60,27.0,27.0,287.0,LD
0,45,118,25,35.0,10.0,654.5,LD
23,0,61,53,18.0,18.0,640.5,LD
0,0,74,52,26.0,26.0,801.5,LD
0,58,114,17,38.0,20.0,417.5,LD
25,0,48,64,27.0,27.0,734.5,LD
42,70,40,48,59.0,11.0,521.5,LD
62,7,9,52,0.0,7.0,186.5,LD
0,0,118,74,15.0,15.0,1287.5,LD
0,45,16,33,39.0,6.0,71.5,LD
36,42,113,36,39.0,3.0,563.5,LD
48,0,51,60,21.0,21.0,686.5,LD
0,0,40,43,22.0,22.0,364.5,LD
66,77,33,48,63.0,14.0,424.5,LD
19,75,33,38,51.0,24.0,365.0,LD
121,62,32,41,41.0,21.0,838.5,LD
160,59,31,49,46.0,13.0,598.5,LD
193,50,28,54,42.0,8.0,499.0,LD
111,9,32,47,6.0,15.0,511.5,LD
0,9,58,45,8.0,17.0,436.0,LD
146,7,30,39,16.0,23.0,883.0,LD
191,1,28,54,7.0,8.0,759.5,LD
62,0,43,65,3.0,3.0,734.0,LD
0,30,36,11,10.0,20.0,173.0,LD
61,0,5,62,31.0,31.0,238.5,LD
0,7,47,71,39.0,32.0,720.0,LD
234,3,28,53,17.0,14.0,682.0,LD
64,3,32,64,28.0,25.0,434.5,LD
120,2,32,63,26.0,24.0,789.5,LD
168,0,69,63,24.0,24.0,871.0,LD
4,76,5,59,68.0,8.0,228.5,LD
133,75,32,56,64.0,11.0,870.0,LD
64,69,44,66,68.0,1.0,1967.5,LD
57,11,69,59,3.0,8.0,699.0,LD
0,4,54,51,12.0,16.0,564.0,LD
144,0,40,66,1.0,1.0,2038.0,LD
0,8,50,76,42.0,34.0,664.0,LD
82,0,76,64,22.0,22.0,626.0,LD
0,0,50,76,38.0,38.0,2191.0,LD
148,18,40,50,34.0,16.0,1377.0,LD
81,16,45,47,29.0,13.0,634.0,LD
43,5,25,60,31.0,26.0,295.0,LD
0,0,46,53,19.0,19.0,428.5,LD
0,0,46,53,27.0,27.0,810.0,LD
0,1,5,15,12.0,13.0,39.0,LD
56,0,32,56,28.0,28.0,419.0,LD
5,0,37,57,29.0,29.0,492.5,LD
157,25,36,12,1.0,24.0,150.5,LD
50,12,19,44,20.0,8.0,305.5,LD
0,7,46,66,37.0,30.0,873.5,LD
170,4,34,8,24.0,28.0,168.5,LD
102,0,42,61,25.0,25.0,415.0,LD
132,46,10,15,15.0,31.0,83.0,LD
207,28,29,52,34.0,6.0,413.0,LD
159,18,34,72,44.0,26.0,1133.0,LD
72,11,46,70,35.0,24.0,873.5,LD
0,0,44,93,47.0,47.0,1326.5,LD
196,28,31,9,1.0,27.0,165.5,LD
57,15,40,50,29.0,14.0,512.5,LD
197,14,41,10,12.0,26.0,230.5,LD
125,4,47,57,25.0,21.0,713.5,LD
0,0,46,73,37.0,37.0,715.0,LD
0,100,40,54,76.0,24.0,519.5,LD
95,94,75,63,79.0,15.0,896.0,LD
57,91,44,61,74.0,17.0,461.0,LD
64,6,36,64,8.0,14.0,481.5,LD
110,4,75,91,17.0,13.0,987.0,LD
2,0,37,78,0.0,0.0,720.5,LD
0,0,50,78,39.0,39.0,624.5,LD
0,59,48,3,31.0,28.0,56.5,LD
35,54,160,3,26.0,28.0,167.0,LD
109,0,56,51,20.0,20.0,593.0,LD
31,0,31,44,13.0,13.0,675.0,LD
20,52,183,2,25.0,27.0,66.0,LD
109,5,13,44,20.0,15.0,182.0,LD
162,0,51,49,20.0,20.0,560.5,LD
19,0,37,48,19.0,19.0,295.0,LD
0,32,53,31,32.0,0.0,349.0,LD
116,6,108,55,30.0,24.0,426.5,LD
156,3,31,51,23.0,20.0,1003.5,LD
72,0,37,59,28.0,28.0,468.5,LD
95,11,21,12,25.0,36.0,13.0,LD
0,0,138,97,49.0,49.0,640.5,LD
29,0,26,30,18.0,18.0,546.5,LD
0,39,34,11,12.0,27.0,173.0,LD
83,22,40,45,29.0,7.0,1300.0,LD
140,11,39,66,39.0,28.0,458.0,LD
53,0,6,66,28.0,28.0,254.5,LD
0,6,49,68,37.0,31.0,567.5,LD
61,0,56,70,33.0,33.0,672.5,LD
0,0,39,71,36.0,36.0,1951.5,LD
0,5,21,54,27.0,22.0,211.0,LD
27,4,49,61,33.0,29.0,581.0,LD
96,0,40,54,22.0,22.0,549.0,LD
128,10,41,65,37.0,27.0,500.0,LD
69,2,35,74,38.0,36.0,1025.5,LD
0,0,36,71,33.0,33.0,587.5,LD
0,36,94,19,28.0,8.0,425.0,LD
37,0,8,41,14.0,14.0,149.0,LD
0,0,47,56,28.0,28.0,785.5,LD
0,0,96,61,31.0,31.0,1132.5,LD
6,0,16,3,27.0,27.0,13.0,LD
0,32,82,23,28.0,4.0,369.0,LD
10,0,9,43,16.0,16.0,129.5,LD
23,75,18,18,47.0,28.0,48.5,LD
85,59,42,34,47.0,12.0,547.0,LD
71,38,54,15,7.0,31.0,245.0,LD
0,37,52,42,33.0,4.0,400.5,LD
91,0,8,41,5.0,5.0,145.5,LD
0,0,39,36,18.0,18.0,305.5,LD
117,15,8,36,25.0,10.0,136.0,LD
132,4,63,46,24.0,20.0,903.0,LD
0,0,112,53,27.0,27.0,1803.5,LD
180,54,9,6,29.0,25.0,14.5,LD
74,38,5,24,31.0,7.0,72.5,LD
0,32,27,31,32.0,0.0,230.0,LD
198,28,32,32,29.0,1.0,294.0,LD
132,25,31,36,30.0,5.0,251.0,LD
163,24,29,37,30.0,6.0,337.0,LD
36,13,30,50,32.0,19.0,398.5,LD
99,8,7,54,31.0,23.0,206.0,LD
70,2,15,19,10.0,12.0,68.0,LD
115,0,22,61,30.0,30.0,382.5,LD
0,1,45,48,25.0,24.0,408.5,LD
65,0,25,5,19.0,19.0,68.0,LD
130,27,18,23,24.0,3.0,117.5,LD
121,19,14,31,24.0,5.0,130.0,LD
152,18,28,32,24.0,6.0,460.5,LD
23,16,47,36,26.0,10.0,838.5,LD
69,12,51,39,25.0,13.0,601.5,LD
183,8,44,42,24.0,16.0,338.0,LD
0,1,10,52,27.0,26.0,209.0,LD
73,51,16,7,28.0,23.0,29.5,LD
111,50,5,8,28.0,22.0,13.0,LD
27,25,58,34,29.0,4.0,1031.0,LD
120,24,32,33,27.0,3.0,329.5,LD
157,13,36,44,27.0,14.0,314.5,LD
91,6,24,52,28.0,22.0,277.0,LD
0,0,21,60,30.0,30.0,308.5,LD
1,58,22,5,32.0,26.0,58.5,LD
142,56,6,4,29.0,27.0,11.5,LD
116,56,21,7,32.0,24.0,62.5,LD
91,56,16,3,28.0,28.0,22.0,LD
191,55,7,4,28.0,27.0,16.0,LD
134,46,6,5,20.0,26.0,10.5,LD
0,46,4,7,22.0,24.0,15.0,LD
132,4,40,47,20.0,16.0,423.5,LD
33,4,87,48,21.0,17.0,1168.0,LD
174,2,51,49,20.0,18.0,877.0,LD
9,0,25,53,22.0,22.0,239.5,LD
54,24,35,35,29.0,5.0,792.0,LD
117,22,11,36,28.0,6.0,140.5,LD
158,20,72,37,27.0,7.0,978.5,LD
0,11,42,49,30.0,19.0,515.0,LD
97,8,13,47,25.0,17.0,210.5,LD
124,1,5,5,24.0,25.0,11.5,LD
130,0,20,58,28.0,28.0,323.5,LD
170,24,25,25,23.0,1.0,282.5,LD
60,23,31,28,25.0,2.0,585.5,LD
0,22,55,30,26.0,4.0,449.0,LD
201,19,54,30,23.0,4.0,220.5,LD
129,4,29,46,24.0,20.0,285.0,LD
97,0,24,47,21.0,21.0,249.0,LD
0,67,31,30,49.0,18.0,317.0,LD
4,33,27,30,15.0,18.0,631.0,LD
44,29,34,33,14.0,15.0,228.5,LD
79,23,80,38,13.0,10.0,942.0,LD
168,0,30,60,12.0,12.0,247.5,LD
0,0,50,28,14.0,14.0,282.0,LD
50,27,8,28,27.0,0.0,90.0,LD
230,22,23,30,24.0,2.0,436.0,LD
257,19,31,33,24.0,5.0,220.0,LD
75,11,38,43,26.0,15.0,229.5,LD
113,4,31,45,21.0,17.0,280.5,LD
55,4,5,13,11.0,15.0,26.0,LD
1,3,34,53,28.0,25.0,837.5,LD
193,0,27,52,24.0,24.0,595.0,LD
156,0,26,53,25.0,25.0,301.5,LD
154,39,5,5,22.0,17.0,13.0,LD
43,15,24,21,14.0,1.0,197.5,LD
98,13,5,8,1.0,14.0,20.5,LD
100,9,32,26,13.0,4.0,168.5,LD
134,8,5,26,12.0,4.0,89.0,LD
84,6,8,29,13.0,7.0,103.0,LD
10,6,21,30,14.0,8.0,186.0,LD
156,2,34,32,12.0,10.0,208.5,LD
191,0,56,34,12.0,12.0,478.5,LD
58,2,6,5,12.0,14.0,17.5,LD
9,2,37,35,18.0,16.0,349.0,LD
82,1,16,3,15.0,16.0,20.0,LD
107,0,24,38,19.0,19.0,272.0,LD
157,53,14,7,29.0,24.0,26.5,LD
323,49,8,10,28.0,21.0,21.5,LD
0,42,28,21,32.0,10.0,469.0,LD
35,36,51,26,31.0,5.0,491.5,LD
278,35,7,24,28.0,7.0,107.5,LD
227,35,42,24,28.0,7.0,319.0,LD
98,32,52,29,30.0,2.0,671.5,LD
204,27,29,32,28.0,1.0,248.0,LD
168,10,30,49,28.0,18.0,343.5,LD
307,7,33,52,28.0,21.0,371.5,LD
280,0,11,10,21.0,21.0,50.0,LD
0,11,8,22,16.0,5.0,17.5,LD
68,9,7,15,7.0,2.0,32.0,LD
15,0,52,28,11.0,11.0,147.5,LD
0,48,42,9,29.0,19.0,70.5,LD
0,1,58,51,24.0,23.0,369.5,LD
0,0,87,52,26.0,26.0,301.0,LD
0,0,76,111,56.0,56.0,1021.5,LD
19,9,4,21,15.0,6.0,20.5,LD
39,0,9,21,6.0,6.0,12.0,LD
0,50,23,3,27.0,23.0,27.5,LD
0,7,44,45,26.0,19.0,196.0,LD
12,1,17,7,18.0,19.0,14.5,LD
44,0,9,3,23.0,23.0,11.5,LD
30,0,13,4,22.0,22.0,20.0,LD
0,0,47,55,28.0,28.0,560.0,LD
18,0,29,35,18.0,18.0,83.0,LD
7,26,16,8,17.0,9.0,16.0,LD
30,0,15,31,14.0,14.0,42.0,LD
0,23,8,24,24.0,1.0,26.5,LD
21,21,20,17,15.0,6.0,20.5,LD
43,0,7,45,22.0,22.0,124.0,LD
0,0,88,50,25.0,25.0,450.0,LD
0,2,55,51,26.0,24.0,238.5,LD
43,0,17,3,24.0,24.0,12.5,LD
0,0,71,65,33.0,33.0,395.0,LD
36,28,48,41,34.0,6.0,217.5,LD
0,0,19,70,35.0,35.0,136.0,LD
0,0,79,39,19.0,19.0,1121.0,LD
33,28,25,4,14.0,14.0,15.5,LD
1,24,31,12,18.0,6.0,70.0,LD
60,23,16,7,12.0,11.0,44.5,LD
24,10,5,18,10.0,0.0,19.0,LD
0,0,23,12,6.0,6.0,32.5,LD
0,0,68,44,22.0,22.0,199.0,LD
987,130,9,3,44.0,86.0,10.5,LD
973,130,11,3,44.0,86.0,14.5,LD
960,130,10,3,44.0,86.0,17.5,LD
946,129,11,4,44.0,85.0,18.5,LD
932,129,12,4,44.0,85.0,20.0,LD
918,129,11,3,43.0,86.0,18.5,LD
904,128,12,4,43.0,85.0,18.0,LD
890,128,11,3,42.0,86.0,19.0,LD
862,127,11,3,41.0,86.0,10.5,LD
848,127,12,3,41.0,86.0,19.5,LD
835,126,11,4,41.0,85.0,14.5,LD
807,126,12,3,40.0,86.0,13.5,LD
794,126,11,3,40.0,86.0,13.0,LD
766,125,11,3,39.0,86.0,16.5,LD
258,125,30,54,90.0,35.0,228.5,LD
164,125,34,54,90.0,35.0,143.0,LD
739,124,11,3,38.0,86.0,11.0,LD
725,124,11,3,38.0,86.0,12.0,LD
711,124,11,3,38.0,86.0,17.0,LD
697,124,12,3,38.0,86.0,21.0,LD
669,124,12,3,38.0,86.0,12.0,LD
683,123,12,4,38.0,85.0,19.5,LD
655,123,12,4,38.0,85.0,13.5,LD
641,123,11,3,37.0,86.0,19.0,LD
599,122,12,3,36.0,86.0,19.0,LD
585,122,12,3,36.0,86.0,21.0,LD
571,122,11,3,36.0,86.0,17.0,LD
543,122,12,2,35.0,87.0,10.5,LD
529,121,12,3,35.0,86.0,13.5,LD
515,121,12,3,35.0,86.0,19.0,LD
488,120,11,3,34.0,86.0,11.5,LD
501,119,12,5,35.0,84.0,15.0,LD
474,119,11,4,34.0,85.0,20.5,LD
460,119,11,3,33.0,86.0,14.0,LD
447,119,10,3,33.0,86.0,16.0,LD
419,119,12,3,33.0,86.0,20.5,LD
405,119,12,3,33.0,86.0,12.0,LD
391,118,12,4,33.0,85.0,19.0,LD
72,118,54,61,90.0,28.0,1990.0,LD
379,117,10,4,32.0,85.0,18.5,LD
365,117,11,4,32.0,85.0,21.0,LD
351,117,12,4,32.0,85.0,23.5,LD
338,117,11,3,31.0,86.0,18.5,LD
324,117,12,3,31.0,86.0,20.5,LD
311,117,11,3,31.0,86.0,19.0,LD
297,117,12,3,31.0,86.0,13.0,LD
283,116,12,3,30.0,86.0,20.5,LD
270,116,11,3,30.0,86.0,19.0,LD
256,115,12,4,30.0,85.0,19.5,LD
242,115,11,4,30.0,85.0,13.5,LD
228,115,12,4,30.0,85.0,22.0,LD
215,115,11,3,29.0,86.0,19.5,LD
200,115,13,3,29.0,86.0,21.5,LD
187,114,11,4,29.0,85.0,17.0,LD
173,114,11,3,28.0,86.0,16.5,LD
131,113,13,4,28.0,85.0,21.5,LD
90,113,12,3,27.0,86.0,21.0,LD
62,112,11,3,26.0,86.0,16.5,LD
48,112,11,3,26.0,86.0,20.0,LD
34,112,12,3,26.0,86.0,21.0,LD
75,111,13,5,27.0,84.0,26.5,LD
20,111,12,4,26.0,85.0,28.0,LD
6,111,12,3,25.0,86.0,21.5,LD
757,67,9,30,8.0,59.0,19.5,LD
870,66,30,42,19.0,47.0,143.5,LD
730,64,17,46,21.0,43.0,103.0,LD
270,64,51,42,17.0,47.0,345.5,LD
481,63,48,44,18.0,45.0,1527.5,LD
792,62,28,55,28.0,34.0,194.0,LD
205,61,37,52,24.0,37.0,333.0,LD
879,59,43,4,26.0,85.0,39.5,LD
598,59,46,71,41.0,18.0,287.0,LD
98,59,5,6,24.0,83.0,13.5,LD
647,58,50,44,13.0,45.0,185.5,LD
415,54,30,69,34.0,20.0,229.5,LD
398,54,15,4,31.0,85.0,23.0,LD
343,52,34,53,16.0,36.0,173.0,LD
103,49,69,70,30.0,19.0,1042.0,LD
50,48,23,20,21.0,69.0,102.5,LD
61,32,10,12,45.0,77.0,50.0,LD
872,12,46,4,73.0,85.0,31.0,LD
660,12,6,42,35.0,47.0,123.0,LD
416,9,9,41,39.0,48.0,132.5,LD
330,6,54,42,41.0,47.0,229.5,LD
168,3,6,42,44.0,47.0,137.0,LD
114,3,9,41,45.0,48.0,118.5,LD
74,86,26,11,49.0,37.0,99.0,LD
99,41,46,42,35.0,6.0,309.0,LD
44,40,34,41,33.0,7.0,233.5,LD
28,39,12,42,33.0,6.0,124.0,LD
0,39,16,42,33.0,6.0,79.5,LD
67,28,5,8,12.0,40.0,20.5,LD
1,24,31,11,13.0,37.0,109.0,LD
788,80,161,5,27.0,53.0,82.0,LD
294,76,38,32,50.0,26.0,163.0,LD
365,75,53,41,58.0,17.0,197.0,LD
351,75,9,33,50.0,25.0,110.0,LD
215,73,46,42,57.0,16.0,309.0,LD
160,72,34,41,55.0,17.0,233.5,LD
144,71,12,42,55.0,16.0,124.0,LD
114,71,18,42,55.0,16.0,118.0,LD
183,60,5,8,10.0,50.0,20.5,LD
