x,y,w,h,Distance Bottom,Distance Top,area,Target Class
0,33,36,48,55.0,88.0,344.0,LD
62,30,47,83,23.0,53.0,1761.0,LD
140,27,18,20,89.0,116.0,177.0,LD
225,26,24,22,88.0,114.0,192.5,LD
3,18,11,11,107.0,125.0,62.0,LD
140,0,14,28,108.0,108.0,169.0,LD
0,4,42,34,19.0,15.0,249.0,LD
0,12,15,84,48.0,36.0,475.0,LD
43,0,56,87,39.0,39.0,761.5,LD
8,0,21,12,2.0,2.0,54.5,LD
0,13,27,40,27.0,14.0,313.5,LD
9,0,50,42,16.0,16.0,381.5,LD
34,125,23,11,55.0,70.0,85.0,LD
206,97,61,66,82.0,15.0,363.5,LD
0,79,43,10,8.0,71.0,172.0,LD
80,75,32,52,46.0,29.0,401.5,LD
232,37,15,9,35.0,72.0,55.0,LD
130,0,56,131,50.0,50.0,1085.5,LD
0,0,75,83,42.0,42.0,755.0,LD
59,72,47,22,44.0,28.0,194.0,LD
268,66,41,22,38.0,28.0,137.5,LD
137,54,58,46,50.0,4.0,439.0,LD
265,50,7,11,11.0,39.0,20.5,LD
56,36,33,25,11.0,25.0,96.0,LD
115,28,58,22,0.0,28.0,258.0,LD
268,19,20,20,11.0,30.0,75.5,LD
216,17,39,71,38.0,21.0,1445.0,LD
82,17,16,13,20.0,37.0,19.0,LD
0,7,41,69,26.0,19.0,484.5,LD
60,0,24,24,26.0,26.0,139.5,LD
47,28,6,9,2.0,30.0,19.0,LD
0,19,85,59,39.0,20.0,854.0,LD
110,18,43,44,23.0,5.0,518.0,LD
47,13,41,27,1.0,12.0,225.0,LD
114,3,7,11,25.0,28.0,47.0,LD
0,0,96,69,35.0,35.0,765.0,LD
1,0,47,89,45.0,45.0,2523.0,LD
0,25,40,60,41.0,16.0,736.5,LD
72,22,51,66,44.0,22.0,476.5,LD
142,9,44,53,18.0,9.0,554.5,LD
83,5,16,10,29.0,34.0,59.0,LD
200,0,57,79,35.0,35.0,3488.5,LD
4,0,7,6,38.0,38.0,28.0,LD
72,17,18,14,1.0,18.0,104.0,LD
0,2,16,62,32.0,30.0,341.5,LD
21,0,32,43,11.0,11.0,190.5,LD
72,85,70,4,45.0,40.0,23.0,LD
217,82,32,6,44.0,38.0,44.0,LD
254,76,15,11,43.0,33.0,25.5,LD
222,49,8,9,14.0,35.0,21.5,LD
215,31,6,19,6.0,25.0,31.5,LD
304,28,45,55,39.0,11.0,405.5,LD
242,24,16,31,11.0,13.0,67.0,LD
56,21,58,63,40.0,19.0,457.0,LD
131,12,8,7,25.0,37.0,20.0,LD
5,12,38,25,7.0,19.0,147.5,LD
229,10,13,10,24.0,34.0,43.5,LD
281,8,11,81,45.0,37.0,302.0,LD
293,0,9,4,40.0,40.0,15.0,LD
126,0,59,82,38.0,38.0,761.0,LD
402,84,82,4,44.0,40.0,73.0,LD
294,80,38,4,40.0,40.0,39.0,LD
151,67,12,4,27.0,40.0,23.5,LD
377,48,7,11,15.0,33.0,16.0,LD
341,44,29,28,28.0,16.0,107.5,LD
318,38,20,34,28.0,10.0,169.0,LD
153,36,27,13,5.0,31.0,83.0,LD
549,33,11,34,23.0,10.0,147.5,LD
6,31,78,54,41.0,10.0,832.0,LD
642,24,6,7,13.0,37.0,19.5,LD
393,22,7,7,15.0,37.0,20.0,LD
649,18,38,25,1.0,19.0,147.5,LD
564,16,67,72,44.0,28.0,784.0,LD
87,16,11,57,29.0,13.0,272.0,LD
401,14,64,64,34.0,20.0,1189.0,LD
210,13,37,46,15.0,2.0,312.0,LD
347,12,6,31,1.0,13.0,42.0,LD
217,8,10,14,22.0,30.0,34.0,LD
128,6,11,5,33.0,39.0,32.5,LD
89,5,205,82,43.0,38.0,688.0,LD
532,2,14,22,20.0,22.0,79.0,LD
484,0,53,76,32.0,32.0,1882.5,LD
38,14,51,40,27.0,13.0,355.0,LD
0,0,11,44,17.0,17.0,165.5,LD
125,55,26,18,35.0,20.0,129.5,LD
5,54,33,9,25.0,29.0,116.5,LD
78,53,29,19,34.0,19.0,86.0,LD
57,52,9,20,34.0,18.0,84.0,LD
58,22,22,32,16.0,6.0,273.5,LD
86,21,8,6,11.0,32.0,23.5,LD
170,17,88,57,36.0,19.0,692.0,LD
326,5,6,5,28.0,33.0,13.0,LD
0,5,23,13,20.0,25.0,91.0,LD
263,0,51,76,38.0,38.0,659.0,LD
24,61,51,12,31.0,30.0,190.5,LD
0,42,5,6,6.0,36.0,12.0,LD
159,40,10,45,43.0,3.0,139.5,LD
53,28,14,8,6.0,34.0,53.0,LD
7,18,44,42,18.0,0.0,346.5,LD
197,14,88,71,43.0,29.0,1583.0,LD
101,0,48,71,29.0,29.0,695.5,LD
217,80,14,6,42.0,38.0,12.0,LD
161,79,19,7,42.0,37.0,26.0,LD
234,72,8,14,42.0,30.0,31.5,LD
92,67,45,17,40.0,27.0,108.0,LD
190,62,16,24,42.0,20.0,96.5,LD
237,55,7,16,27.0,28.0,31.5,LD
197,45,11,14,15.0,30.0,61.5,LD
241,42,6,12,10.0,32.0,33.5,LD
296,38,12,7,1.0,37.0,30.0,LD
247,29,35,58,43.0,14.0,332.0,LD
131,29,8,13,2.0,31.0,41.5,LD
156,25,7,23,4.0,21.0,48.0,LD
98,25,5,13,6.0,31.0,10.5,LD
119,20,13,10,14.0,34.0,27.0,LD
82,13,36,26,5.0,18.0,207.5,LD
0,12,74,70,38.0,26.0,915.5,LD
359,0,24,89,45.0,45.0,456.5,LD
106,101,8,7,54.0,47.0,36.5,LD
0,94,94,5,45.0,49.0,70.0,LD
231,87,20,5,38.0,49.0,54.5,LD
95,15,154,82,43.0,28.0,1543.5,LD
0,2,87,85,33.0,31.0,3305.5,LD
56,0,26,2,52.0,52.0,18.0,LD
217,92,16,8,50.0,42.0,30.5,LD
241,83,17,5,38.0,45.0,34.0,LD
43,83,35,4,37.0,46.0,45.5,LD
174,12,101,78,40.0,28.0,588.0,LD
0,10,84,82,42.0,32.0,1120.5,LD
89,0,84,90,40.0,40.0,948.0,LD
42,11,60,55,33.0,22.0,439.5,LD
0,0,41,60,27.0,27.0,449.5,LD
58,77,18,4,41.0,36.0,20.0,LD
26,76,28,4,40.0,36.0,30.0,LD
127,49,5,9,18.0,31.0,22.0,LD
29,0,102,75,35.0,35.0,977.0,LD
55,93,17,4,49.0,44.0,25.0,LD
0,90,34,4,46.0,44.0,46.5,LD
73,71,25,18,41.0,30.0,116.0,LD
68,40,26,29,21.0,19.0,133.0,LD
63,8,28,24,16.0,24.0,77.5,LD
39,0,26,52,4.0,4.0,348.5,LD
65,92,12,7,47.0,45.0,20.5,LD
43,80,13,19,47.0,33.0,81.5,LD
0,18,47,60,26.0,8.0,315.5,LD
36,17,7,31,4.0,21.0,63.5,LD
4,6,14,9,37.0,43.0,19.0,LD
19,0,21,15,37.0,37.0,47.0,LD
298,44,31,40,41.0,3.0,372.0,LD
298,13,7,33,3.0,10.0,101.5,LD
0,11,52,76,44.0,33.0,572.5,LD
189,9,93,77,43.0,34.0,2538.0,LD
77,8,84,71,36.0,28.0,783.0,LD
117,0,8,18,25.0,25.0,55.5,LD
0,0,70,90,45.0,45.0,1883.5,LD
266,210,41,14,109.0,101.0,227.5,LD
250,210,11,10,105.0,105.0,72.5,LD
163,210,9,6,101.0,109.0,30.0,LD
462,209,39,4,98.0,111.0,44.5,LD
474,156,33,23,64.0,92.0,105.0,LD
456,155,90,53,93.0,62.0,540.5,LD
234,155,23,31,71.0,84.0,195.0,LD
222,145,69,61,91.0,54.0,549.5,LD
31,135,125,95,115.0,20.0,1111.5,LD
311,134,70,63,82.0,52.0,783.0,LD
152,134,55,73,92.0,42.0,646.0,LD
727,129,54,76,90.0,39.0,577.5,LD
502,127,168,90,102.0,25.0,916.5,LD
398,127,49,80,92.0,35.0,782.0,LD
806,126,12,62,73.0,53.0,241.5,LD
49,124,17,38,47.0,77.0,88.0,LD
425,120,10,7,12.0,108.0,35.5,LD
440,117,7,9,11.0,106.0,12.5,LD
622,114,70,71,70.0,44.0,545.5,LD
445,107,168,40,32.0,75.0,456.0,LD
636,105,10,6,4.0,109.0,22.5,LD
126,85,15,18,12.0,97.0,75.5,LD
93,65,47,29,21.0,86.0,250.0,LD
93,52,14,11,52.0,104.0,12.0,LD
114,44,15,30,41.0,85.0,125.0,LD
255,35,44,68,12.0,47.0,514.0,LD
93,25,43,39,51.0,76.0,178.0,LD
78,23,11,73,19.0,42.0,229.5,LD
455,21,36,68,26.0,47.0,372.0,LD
360,14,72,90,11.0,25.0,1887.0,LD
285,13,10,70,32.0,45.0,290.5,LD
65,12,19,33,70.0,82.0,103.0,LD
148,11,13,91,13.0,24.0,501.5,LD
490,8,23,97,10.0,18.0,534.0,LD
726,7,65,5,103.0,110.0,88.0,LD
189,3,64,85,27.0,30.0,785.5,LD
114,3,10,8,104.0,107.0,27.0,LD
93,3,4,12,100.0,103.0,16.5,LD
83,3,6,8,104.0,107.0,25.0,LD
36,1,14,3,111.0,112.0,13.0,LD
386,0,337,10,105.0,105.0,397.0,LD
139,110,15,18,64.0,46.0,75.5,LD
106,90,47,29,55.0,35.0,250.0,LD
106,77,14,11,24.0,53.0,12.0,LD
127,69,15,30,35.0,34.0,125.0,LD
268,60,44,68,64.0,4.0,514.0,LD
106,50,43,39,25.0,25.0,178.0,LD
91,48,11,73,57.0,9.0,229.5,LD
298,38,10,70,44.0,6.0,290.5,LD
78,37,19,33,6.0,31.0,103.0,LD
161,36,13,91,63.0,27.0,501.5,LD
202,28,64,85,49.0,21.0,785.5,LD
127,28,10,8,28.0,56.0,27.0,LD
106,28,4,12,24.0,52.0,16.5,LD
96,28,6,8,28.0,56.0,25.0,LD
49,26,14,3,35.0,61.0,13.0,LD
160,19,13,6,39.0,58.0,38.5,LD
104,16,10,9,39.0,55.0,34.5,LD
213,0,15,24,40.0,40.0,145.5,LD
125,53,12,19,33.0,20.0,129.0,LD
239,9,21,55,25.0,16.0,377.5,LD
153,5,65,65,31.0,26.0,813.5,LD
0,3,58,69,33.0,30.0,573.5,LD
77,0,57,56,17.0,17.0,2248.0,LD
0,16,18,38,27.0,11.0,256.5,LD
14,4,33,38,15.0,11.0,432.5,LD
54,0,29,48,21.0,21.0,314.0,LD
98,71,46,26,44.0,27.0,277.5,LD
98,60,6,10,17.0,43.0,29.5,LD
68,39,67,19,5.0,34.0,277.0,LD
0,38,59,69,54.0,16.0,688.5,LD
101,29,9,7,17.0,46.0,32.0,LD
51,0,193,98,45.0,45.0,1337.5,LD
202,83,27,4,44.0,39.0,32.0,LD
13,67,12,18,42.0,25.0,99.5,LD
120,13,44,47,17.0,4.0,360.0,LD
71,12,36,60,29.0,17.0,409.0,LD
173,3,54,79,39.0,36.0,1263.5,LD
0,0,42,66,23.0,23.0,1760.5,LD
76,14,9,18,16.0,2.0,68.5,LD
76,3,6,9,4.0,7.0,24.0,LD
0,0,41,21,5.0,5.0,139.0,LD
74,73,33,19,46.0,27.0,122.0,LD
150,66,6,4,24.0,42.0,12.5,LD
5,66,13,20,40.0,26.0,103.0,LD
55,65,33,7,26.0,39.0,87.0,LD
137,16,50,46,16.0,0.0,1067.5,LD
0,1,48,61,16.0,15.0,405.0,LD
50,0,62,61,15.0,15.0,555.5,LD
159,77,43,18,48.0,29.0,137.0,LD
157,0,52,73,26.0,26.0,1956.0,LD
70,99,8,13,56.0,43.0,43.5,LD
0,96,35,10,50.0,46.0,75.5,LD
250,89,35,16,49.0,40.0,130.0,LD
70,88,6,9,41.0,47.0,24.0,LD
142,86,14,26,56.0,30.0,158.5,LD
45,71,100,12,27.0,44.0,263.5,LD
194,42,37,42,28.0,14.0,303.5,LD
67,37,51,32,13.0,24.0,148.5,LD
128,36,49,17,3.0,39.0,204.0,LD
0,34,49,46,24.0,10.0,1097.0,LD
239,30,18,54,28.0,2.0,338.5,LD
323,25,53,29,2.0,27.0,169.5,LD
284,20,22,45,9.0,11.0,259.5,LD
310,2,58,24,30.0,32.0,248.0,LD
287,0,11,6,50.0,50.0,36.0,LD
0,0,49,68,34.0,34.0,1507.5,LD
18,83,44,9,46.0,37.0,99.5,LD
201,68,27,12,34.0,34.0,77.0,LD
0,24,46,56,34.0,10.0,391.5,LD
154,17,66,63,34.0,17.0,1794.5,LD
324,16,51,53,23.0,7.0,464.0,LD
150,13,16,8,25.0,38.0,73.5,LD
228,11,65,69,34.0,23.0,687.5,LD
73,7,57,73,34.0,27.0,2334.5,LD
396,0,38,63,17.0,17.0,414.5,LD
246,82,51,18,48.0,34.0,213.0,LD
184,81,28,4,33.0,48.0,46.0,LD
85,81,17,3,32.0,49.0,15.0,LD
22,81,26,23,52.0,29.0,80.0,LD
211,68,13,10,26.0,42.0,27.0,LD
73,62,15,16,26.0,36.0,94.0,LD
246,60,37,18,26.0,34.0,176.0,LD
141,26,20,52,26.0,0.0,309.5,LD
246,16,32,36,0.0,16.0,160.0,LD
178,15,54,63,26.0,11.0,564.0,LD
63,6,55,72,26.0,20.0,767.5,LD
133,5,13,8,39.0,44.0,53.0,LD
0,0,51,78,26.0,26.0,557.0,LD
0,0,51,81,41.0,41.0,2030.5,LD
0,0,69,69,35.0,35.0,1207.0,LD
216,195,10,7,101.0,94.0,42.0,LD
456,192,19,3,94.0,98.0,16.5,LD
376,134,59,58,91.0,43.0,1957.0,LD
217,128,11,64,91.0,37.0,357.5,LD
324,122,41,62,83.0,39.0,486.5,LD
252,113,12,74,86.0,27.0,318.0,LD
449,104,62,86,89.0,15.0,1100.5,LD
32,104,67,65,68.0,36.0,627.0,LD
267,99,49,96,94.0,5.0,2389.5,LD
214,99,21,21,19.0,80.0,105.5,LD
319,91,48,30,20.0,71.0,259.0,LD
176,91,14,10,0.0,91.0,64.5,LD
128,91,62,83,73.0,18.0,1083.0,LD
127,79,7,7,15.0,94.0,23.0,LD
409,69,42,19,13.0,82.0,162.0,LD
115,17,63,70,14.0,31.0,774.5,LD
406,15,63,53,33.0,48.0,1692.0,LD
31,15,21,67,19.0,34.0,540.5,LD
492,10,53,76,15.0,25.0,694.5,LD
222,6,71,69,26.0,32.0,1223.0,LD
335,0,43,87,14.0,14.0,817.5,LD
389,62,13,5,22.0,40.0,22.0,LD
422,58,21,7,20.0,38.0,38.0,LD
137,52,18,16,23.0,29.0,31.5,LD
184,45,42,33,33.0,12.0,228.5,LD
250,28,52,42,25.0,3.0,664.5,LD
162,24,20,44,23.0,1.0,257.0,LD
394,20,63,70,45.0,25.0,867.0,LD
327,12,51,70,37.0,25.0,617.0,LD
70,4,29,48,7.0,3.0,228.0,LD
0,0,65,70,25.0,25.0,1198.0,LD
335,93,22,3,48.0,45.0,28.0,LD
329,83,12,6,41.0,42.0,29.0,LD
367,72,18,17,41.0,31.0,88.0,LD
326,71,8,10,33.0,38.0,40.5,LD
326,65,6,4,21.0,44.0,10.5,LD
496,52,7,5,9.0,43.0,12.5,LD
325,52,7,11,15.0,37.0,35.5,LD
239,14,61,75,41.0,27.0,465.0,LD
399,13,80,75,40.0,27.0,3616.5,LD
304,9,96,42,3.0,6.0,422.0,LD
521,7,61,81,40.0,33.0,569.0,LD
143,7,79,83,42.0,35.0,4577.5,LD
62,0,90,92,44.0,44.0,4027.0,LD
0,0,88,65,33.0,33.0,1325.0,LD
5,11,11,16,9.0,20.0,43.0,LD
43,0,96,72,36.0,36.0,1656.0,LD
3,95,10,5,47.0,48.0,13.5,LD
66,94,22,13,54.0,40.0,71.0,LD
55,94,10,6,47.0,47.0,12.5,LD
22,94,24,13,54.0,40.0,40.5,LD
0,84,5,6,37.0,47.0,14.0,LD
0,29,56,61,37.0,8.0,503.5,LD
26,13,9,14,26.0,39.0,42.5,LD
15,4,13,7,42.0,46.0,36.0,LD
89,0,55,88,35.0,35.0,725.0,LD
0,49,5,22,36.0,13.0,62.0,LD
24,39,17,29,33.0,6.0,234.0,LD
21,24,7,13,2.0,22.0,48.0,LD
38,13,33,44,22.0,9.0,292.0,LD
12,7,14,15,13.0,20.0,65.0,LD
8,0,43,4,31.0,31.0,47.0,LD
0,0,89,63,31.0,31.0,847.0,LD
60,62,35,9,36.0,26.0,100.0,LD
50,52,11,7,24.0,28.0,33.5,LD
92,30,10,28,23.0,7.0,130.0,LD
0,0,56,51,16.0,16.0,649.5,LD
18,55,6,6,28.0,27.0,22.0,LD
88,44,10,17,28.0,16.0,81.5,LD
37,43,15,14,24.0,19.0,91.0,LD
92,0,45,43,10.0,10.0,422.0,LD
0,0,43,54,21.0,21.0,624.5,LD
0,0,75,60,30.0,30.0,920.5,LD
30,37,9,8,9.0,28.0,22.5,LD
0,1,51,71,36.0,35.0,655.0,LD
2,31,6,8,16.0,15.0,14.0,LD
0,12,12,17,6.0,6.0,59.0,LD
45,10,10,16,3.0,7.0,46.0,LD
29,0,9,5,18.0,18.0,11.5,LD
37,20,13,10,10.0,10.0,19.5,LD
18,17,13,4,1.0,16.0,17.0,LD
0,10,10,26,16.0,6.0,56.5,LD
184,99,17,3,48.0,51.0,18.0,LD
172,98,11,3,47.0,51.0,11.5,LD
80,94,15,3,43.0,51.0,15.0,LD
155,81,18,15,42.0,39.0,50.0,LD
24,78,15,7,31.0,47.0,26.0,LD
51,74,27,24,44.0,30.0,112.5,LD
212,65,13,30,41.0,24.0,79.5,LD
227,63,58,45,54.0,9.0,181.5,LD
95,58,29,37,41.0,17.0,163.5,LD
51,57,6,13,16.0,41.0,29.0,LD
151,53,8,26,25.0,28.0,44.5,LD
226,46,5,10,2.0,44.0,12.0,LD
152,39,8,13,2.0,41.0,33.5,LD
218,33,10,11,10.0,43.0,26.0,LD
0,33,22,47,26.0,7.0,132.5,LD
201,18,19,14,22.0,40.0,39.0,LD
162,15,38,20,19.0,34.0,139.0,LD
9,5,18,15,34.0,39.0,31.0,LD
36,0,29,34,20.0,20.0,173.5,LD
229,152,86,5,77.0,75.0,172.0,LD
217,152,11,4,76.0,76.0,19.0,LD
811,151,21,4,75.0,76.0,45.0,LD
107,151,105,6,77.0,74.0,164.5,LD
748,143,10,4,67.0,76.0,15.0,LD
76,134,8,10,64.0,70.0,36.5,LD
600,133,17,3,56.0,77.0,18.0,LD
191,133,23,12,65.0,68.0,50.0,LD
588,132,11,3,55.0,77.0,11.5,LD
744,131,12,12,63.0,68.0,68.5,LD
496,128,15,3,51.0,77.0,15.0,LD
743,115,8,15,50.0,65.0,46.0,LD
571,115,18,15,50.0,65.0,50.0,LD
440,112,15,7,39.0,73.0,26.0,LD
772,109,29,21,50.0,59.0,85.5,LD
467,108,27,24,52.0,56.0,112.5,LD
628,99,13,30,49.0,50.0,79.5,LD
643,97,58,45,62.0,35.0,181.5,LD
511,92,29,37,49.0,43.0,163.5,LD
467,91,6,13,24.0,67.0,29.0,LD
567,87,8,26,33.0,54.0,44.5,LD
642,80,5,10,10.0,70.0,12.0,LD
297,75,84,86,81.0,6.0,985.0,LD
568,73,8,13,6.0,67.0,33.5,LD
786,69,11,17,6.0,63.0,38.5,LD
348,68,17,24,12.0,56.0,62.0,LD
634,67,10,11,2.0,69.0,26.0,LD
414,67,24,47,34.0,33.0,151.0,LD
61,60,19,74,54.0,6.0,347.5,LD
772,59,13,10,11.0,70.0,19.5,LD
753,56,13,4,20.0,76.0,17.0,LD
617,52,19,14,14.0,66.0,39.0,LD
330,52,19,16,12.0,64.0,37.0,LD
153,50,83,95,65.0,15.0,907.5,LD
733,49,12,26,5.0,54.0,60.0,LD
578,49,38,20,11.0,60.0,139.0,LD
425,39,18,15,26.0,65.0,31.0,LD
308,36,22,38,6.0,42.0,215.0,LD
452,34,29,34,12.0,46.0,173.5,LD
581,24,8,6,50.0,74.0,23.0,LD
311,13,97,22,45.0,58.0,263.5,LD
289,13,16,4,63.0,76.0,27.0,LD
264,13,24,4,63.0,76.0,32.0,LD
725,12,36,4,64.0,76.0,51.0,LD
619,12,105,5,63.0,75.0,175.5,LD
462,12,55,5,63.0,75.0,120.5,LD
518,8,99,15,57.0,65.0,239.0,LD
415,8,39,8,64.0,72.0,72.5,LD
761,7,69,11,62.0,69.0,138.5,LD
66,7,9,5,68.0,75.0,19.5,LD
0,16,4,8,10.0,6.0,11.5,LD
0,4,7,11,1.0,3.0,34.0,LD
29,0,29,19,5.0,5.0,63.5,LD
6,63,7,8,36.0,27.0,17.5,LD
4,45,9,17,27.0,18.0,58.0,LD
3,17,9,24,6.0,11.0,81.5,LD
41,4,12,7,24.0,28.0,13.0,LD
38,56,7,5,31.0,25.0,14.0,LD
47,44,10,14,28.0,16.0,39.5,LD
54,24,5,16,10.0,14.0,22.0,LD
8,5,19,7,18.0,23.0,28.0,LD
35,0,24,23,7.0,7.0,82.0,LD
24,38,27,19,29.0,9.0,164.0,LD
60,29,5,10,11.0,18.0,11.0,LD
61,19,5,9,0.0,19.0,15.5,LD
17,0,41,19,9.0,9.0,151.0,LD
66,30,10,15,21.0,9.0,26.5,LD
11,11,25,37,24.0,13.0,111.5,LD
20,2,8,8,14.0,16.0,11.0,LD
124,53,5,11,21.0,32.0,26.0,LD
63,40,6,5,2.0,38.0,10.5,LD
116,17,11,13,13.0,30.0,17.0,LD
108,12,8,5,26.0,38.0,17.5,LD
73,8,34,16,19.0,27.0,118.0,LD
0,0,46,80,37.0,37.0,398.5,LD
11,90,11,8,49.0,41.0,44.0,LD
42,73,14,13,37.0,36.0,29.0,LD
2,51,10,21,23.0,28.0,40.5,LD
38,39,16,11,1.0,38.0,41.0,LD
93,36,17,10,3.0,39.0,38.5,LD
2,32,19,12,5.0,37.0,51.0,LD
80,0,28,88,39.0,39.0,389.5,LD
39,58,11,13,33.0,25.0,28.0,LD
41,7,24,50,19.0,12.0,241.0,LD
0,0,39,76,38.0,38.0,678.0,LD
28,0,26,79,40.0,40.0,323.5,LD
11,68,8,25,46.0,22.0,51.0,LD
26,14,21,29,4.0,18.0,69.5,LD
0,11,10,31,5.0,16.0,77.0,LD
9,0,16,15,32.0,32.0,64.5,LD
12,81,11,20,51.0,30.0,66.0,LD
0,54,12,18,22.0,32.0,72.5,LD
3,0,59,60,10.0,10.0,334.0,LD
43,70,18,11,19.0,51.0,45.5,LD
0,5,15,119,62.0,57.0,578.5,LD
28,0,38,63,1.0,1.0,204.0,LD
0,20,50,62,41.0,21.0,315.0,LD
9,4,32,15,22.0,26.0,107.5,LD
0,142,29,5,74.0,68.0,82.5,LD
221,125,24,18,70.0,55.0,93.5,LD
221,101,14,22,50.0,51.0,101.5,LD
236,96,13,6,29.0,67.0,22.0,LD
31,30,41,113,70.0,40.0,739.5,LD
124,27,29,102,56.0,29.0,561.5,LD
234,26,31,62,15.0,11.0,245.5,LD
172,20,23,101,48.0,28.0,614.5,LD
67,12,24,51,10.0,22.0,213.0,LD
245,11,20,14,48.0,59.0,88.0,LD
59,7,10,4,62.0,69.0,19.5,LD
48,6,10,4,63.0,69.0,18.0,LD
31,4,17,18,51.0,55.0,104.0,LD
15,80,25,6,43.0,37.0,64.0,LD
4,80,10,6,43.0,37.0,23.5,LD
1,68,15,10,35.0,33.0,85.5,LD
0,0,64,67,24.0,24.0,585.0,LD
0,0,54,59,30.0,30.0,612.0,LD
1,79,6,5,42.0,37.0,15.5,LD
93,63,9,14,35.0,28.0,22.0,LD
0,63,5,14,35.0,28.0,32.5,LD
118,62,8,7,27.0,35.0,18.5,LD
105,62,8,9,29.0,33.0,27.0,LD
0,39,4,20,17.0,22.0,25.0,LD
93,32,47,13,3.0,29.0,183.5,LD
12,26,46,44,28.0,2.0,402.5,LD
43,14,7,12,16.0,30.0,23.0,LD
47,2,8,12,28.0,30.0,33.0,LD
0,0,32,37,5.0,5.0,187.0,LD
0,0,66,89,45.0,45.0,852.5,LD
53,90,19,6,48.0,42.0,28.5,LD
3,73,16,19,44.0,29.0,107.5,LD
141,72,9,7,31.0,41.0,15.5,LD
167,71,27,7,30.0,41.0,59.5,LD
93,30,46,51,33.0,3.0,265.0,LD
0,23,17,49,24.0,1.0,229.0,LD
25,11,35,65,28.0,17.0,468.0,LD
97,5,27,25,18.0,23.0,113.0,LD
125,0,44,70,22.0,22.0,445.0,LD
100,23,39,52,22.0,1.0,185.5,LD
110,5,15,15,33.0,38.0,44.5,LD
0,5,76,102,54.0,49.0,1317.5,LD
126,1,98,83,31.0,30.0,596.0,LD
27,87,14,4,45.0,42.0,16.5,LD
69,71,45,21,46.0,25.0,144.0,LD
51,46,13,38,38.0,8.0,114.5,LD
15,24,19,10,12.0,36.0,25.5,LD
0,24,26,65,43.0,19.0,286.0,LD
37,5,12,11,30.0,35.0,30.0,LD
0,5,11,18,23.0,28.0,36.0,LD
8,0,30,4,42.0,42.0,31.5,LD
544,120,8,5,60.0,60.0,22.5,LD
511,119,9,5,59.0,60.0,21.5,LD
431,119,12,12,66.0,53.0,72.5,LD
292,114,45,4,53.0,61.0,90.0,LD
256,114,35,4,53.0,61.0,43.0,LD
169,114,85,4,53.0,61.0,123.5,LD
512,97,9,18,50.0,47.0,87.5,LD
332,96,8,8,39.0,57.0,38.0,LD
234,95,39,11,41.0,54.0,124.0,LD
316,86,10,5,26.0,60.0,17.5,LD
268,81,13,13,29.0,52.0,48.0,LD
358,80,28,14,29.0,51.0,83.0,LD
384,67,4,14,16.0,51.0,24.5,LD
521,39,10,10,16.0,55.0,58.5,LD
242,34,8,6,25.0,59.0,30.5,LD
508,31,11,64,30.0,1.0,334.5,LD
535,29,56,87,51.0,22.0,2604.5,LD
0,26,105,66,27.0,1.0,963.0,LD
328,23,60,72,30.0,7.0,580.5,LD
411,13,74,102,50.0,37.0,4537.0,LD
282,2,6,13,50.0,52.0,14.5,LD
508,0,12,6,59.0,59.0,22.5,LD
228,0,62,70,5.0,5.0,648.5,LD
125,0,74,85,20.0,20.0,1012.5,LD
83,116,8,6,61.0,55.0,31.5,LD
157,94,39,10,43.0,51.0,135.5,LD
82,94,10,19,52.0,42.0,117.0,LD
244,81,22,13,33.0,48.0,74.5,LD
193,81,15,12,32.0,49.0,49.0,LD
155,70,6,23,32.0,38.0,54.5,LD
0,53,16,38,30.0,23.0,173.0,LD
36,48,24,42,29.0,19.0,324.5,LD
120,33,6,5,23.0,56.0,12.5,LD
134,32,12,15,14.0,46.0,65.0,LD
148,29,17,12,20.0,49.0,65.0,LD
241,21,14,17,23.0,44.0,49.0,LD
144,19,53,52,10.0,9.0,329.5,LD
161,9,26,11,41.0,50.0,55.0,LD
64,9,29,84,32.0,23.0,553.5,LD
16,0,27,54,7.0,7.0,440.5,LD
145,72,60,18,45.0,27.0,174.0,LD
17,63,6,7,25.0,38.0,14.5,LD
30,39,48,31,25.0,14.0,189.5,LD
0,11,79,79,45.0,34.0,526.5,LD
138,0,68,82,37.0,37.0,653.5,LD
46,86,25,6,43.0,43.0,40.0,LD
69,75,12,9,35.0,40.0,27.0,LD
143,74,6,8,33.0,41.0,14.0,LD
30,74,8,10,35.0,39.0,50.5,LD
139,55,14,17,23.0,32.0,70.5,LD
186,53,10,16,20.0,33.0,46.0,LD
170,43,9,5,1.0,44.0,11.5,LD
25,43,11,29,23.0,20.0,91.0,LD
52,29,36,44,24.0,5.0,197.0,LD
140,25,4,10,14.0,39.0,18.0,LD
25,20,24,22,7.0,27.0,116.0,LD
141,1,6,23,25.0,26.0,43.5,LD
27,0,5,13,36.0,36.0,10.5,LD
9,74,10,4,39.0,35.0,15.0,LD
5,62,12,12,35.0,27.0,68.5,LD
4,46,8,15,22.0,24.0,46.0,LD
33,40,29,21,22.0,18.0,85.5,LD
47,0,11,17,22.0,22.0,38.5,LD
53,80,14,11,46.0,34.0,51.5,LD
53,58,8,20,33.0,25.0,68.0,LD
71,52,4,14,21.0,31.0,26.5,LD
59,30,12,17,2.0,28.0,26.5,LD
13,0,48,78,33.0,33.0,584.5,LD
36,83,23,12,48.0,35.0,50.0,LD
