curvature,target_class
0.36160124,0
0.009196143,0
0.007512318,0
0.072904928,0
0.002928589,0
0.018963571,0
0.029615266,0
0.025987175,0
0.232287139,0
0.002844296,0
0.140125156,0
0.001166296,0
0.016074543,0
0.006468041,0
0.020523001,0
0.050747473,0
0.040178721,0
0.022043213,0
0.002580176,0
0.055088562,0
0.005797921,0
0.005320383,0
0.000267539,0
0.000822231,0
0.02584873,0
0.001106346,0
0.033363927,0
0.017082285,0
0.012932155,0
0.143554676,0
0.007617887,0
0.006497046,0
0.226663946,0
0.006843647,0
0.008436422,0
0.003594895,0
0.009900889,0
0.003163321,0
0.009767867,0
0.001453848,0
0.0061895,0
0.001100313,0
0.005963416,0
0.282005868,0
0.00188412,0
0.001634245,0
0.000477035,0
0,0
0.00435017,0
0.006509892,0
0.013158735,0
0.00944763,0
0.00478055,0
0.013056948,0
0.059674388,0
0.009627257,0
0.004077208,0
0.002568885,0
0.002087916,0
0.026786345,0
0.004938511,0
0.007290351,0
0.004490823,0
0.005879544,0
0.003125338,0
0.005546676,0
0.004555557,0
0.007892264,0
0.020690111,0
0.000547096,0
0.167884513,0
0.00430181,0
0.020236277,0
0.010860182,0
0.026950605,0
0,0
0.001256468,0
0.016944742,0
0.000776007,0
0,0
0.08558918,0
0,0
0.000734506,0
0.013182162,0
0.036970864,0
0.039279608,0
0.015739666,0
0.033016882,0
0.084921286,0
0.057071394,0
0.005196244,0
0.010832596,0
0.014086522,0
0.010758393,0
0.010775913,0
0,0
0.004120859,0
0.004167628,0
0.013396431,0
0.002459644,0
0.008474028,0
0.004440582,0
0.022866239,0
0.030081508,0
0.006071566,0
0,0
0.017056227,0
0.003085914,0
0.001157774,0
0.016709279,0
0.001151205,0
0.013862584,0
0.027512542,0
0.021995381,0
0.008185271,0
0.006393027,0
0,0
0.004054517,0
0.000508675,0
0.001613966,0
0.01819612,0
0.006096365,0
0,0
0.00708045,0
3.57E-05,0
0.00148155,0
0.004763176,0
0.040438327,0
0.010185518,0
0.001068615,0
0.003416672,0
0.002746936,0
0.014670435,0
0.003616851,0
0.001558871,0
0.000298245,0
0.010976544,0
0.012147139,0
0.003373402,0
0.016383026,0
0.001107974,0
0.001060094,0
0.001273432,0
0.002486783,0
0,0
0.025089153,0
0.021016097,0
0,0
0.006457838,0
0,0
0.010106023,0
0.03423675,0
0.014287614,0
0.0039601,0
0.007323639,0
0,0
0.001800034,0
0.021509805,0
0.00103394,0
0.001511991,0
0.05594061,0
0.002470927,0
0.001556076,0
0.010061953,0
0.036643842,0
0,0
0.01274246,0
0.000759205,0
0.016942512,0
0.008662111,0
0.006401929,0
0.01097854,0
0.017279662,0
0.014378333,0
0.043321316,0
0.012658288,0
0.010904649,0
0.019867667,0
0.001590079,0
0.000637035,0
0.006356147,0
0.006889019,0
0.007257651,0
0.021881997,0
0.002112958,0
0.008396021,0
0.06357962,0
0.007359119,0
0.001739738,0
0.008163271,0
0.04520079,0
0.04294883,0
0.003184905,0
0.002279916,0
0.055262382,0
0.00022169,0
0.005855469,0
0.001570762,0
0.012421369,0
0.008517993,0
0.004528316,0
0.002098677,0
0.010847226,0
0.004428345,0
0.001555446,0
0.00087238,0
0.095646187,0
0.005607738,0
0.000688335,0
0.01749754,0
0.00747965,0
0.000903004,0
0.045125097,0
0.001180038,0
0.031622352,0
0.017715673,0
0,0
0.005167354,0
0.005205499,0
0.027590144,0
0.006322503,0
0.002591418,0
0.01097362,0
0.004012803,0
0.005888375,0
0.003984692,0
0.005543618,0
0.001111532,0
0.245678452,0
0.022201454,0
0.03129766,0
0.003073855,0
0,0
0.000773908,0
0.003287516,0
0.00824529,0
0.002981352,0
0.015474862,0
0.009163208,0
0.005350623,0
0.0087112,0
0.020235547,0
0.014730938,0
0.00831737,0
0.008084549,0
0.037768564,0
0.053901209,0
0.01479328,0
0.00125649,0
0.00516081,0
0.005920501,0
0.142382775,0
0.039884423,0
0.00096437,0
0.012693554,0
0.023445799,0
0.005088822,0
0.029934562,0
0.010784969,0
0.001687173,0
0.019245527,0
0.046454949,0
0.234017213,0
0.01527723,0
0.00771647,0
0.006596331,0
0.007229093,0
0.015534842,0
0.002790733,0
0.011229419,0
0.009512093,0
0.033340446,0
0.022685556,0
0.010835667,0
0.085085007,0
0.001844634,0
0.026750464,0
0.001176143,0
0.008632928,0
0.01249356,0
0.053661338,0
0.002352684,0
0.004410715,0
0.128704675,0
0.008825109,0
0.057531834,0
0.010158345,0
0.003313576,0
0.019250432,0
0.008239832,0
0.01307219,0
0.007345636,0
0.022917522,0
0,0
0.0094352,0
0.030690431,0
0.005861366,0
0.008316558,0
0.047870807,0
0.061671181,0
0.005012345,0
0.041120485,0
0.073121328,0
0,0
0.010718275,0
0,0
0.025853372,0
0.013225498,0
0.000682004,0
0.002024237,0
0.042477907,0
0.00511767,0
0.004691748,0
0.00775946,0
0.00535543,0
0.049678653,0
0,0
0.006360875,0
0,0
0,0
0.020076551,0
0.005704153,0
0.004583241,0
0.012577441,0
0.006340073,0
0.007540387,0
0.015383892,0
0,0
0.010618786,0
0.010441334,0
0.015363092,0
0.011451882,0
0.005910883,0
0.028699854,0
0.003583442,0
0.019181418,0
0.001613146,0
0.011121168,0
0,0
0.00730249,0
0.307357481,0
0.009655413,0
0.005023415,0
0.061064318,0
0.008422064,0
0.092671336,0
0.000582894,0
0.17313421,0
0,0
0.085933321,0
0.079942848,0
0.276227093,0
0.402171705,0
0.0076195,0
0.057664645,0
0.373893424,0
0.022452412,0
0.011037402,0
0.007011034,0
0.006580319,0
0.002483324,0
0.007253701,0
0.005109115,0
0.002953009,0
0.006412788,0
0.006912348,0
0.00522617,0
0.352272663,0
0.003881609,0
0.009533346,0
0.389039196,0
0.011161813,0
0.005008624,0
0.004611794,0
0.054893807,0
0.001900695,0
0.006071566,0
0.009827503,0
0.010396726,0
0.27451269,0
0.004836448,0
0.003016584,0
0.180072502,0
0.014904372,0
0.368436073,0
0.092125288,0
0.000373507,0
0.000556978,0
0.001156104,0
0.002894905,0
0.000227196,0
0.001321085,0
0.0134935,0
0.019967007,0
0.015333254,0
0.000437971,0
0.378517367,0
0.005058584,0
0.447231464,0
0.008210493,0
0.001184859,0
0.38236876,0
0.175755742,0
0.004501143,0
0.029114236,0
0.001664903,0
0.005299922,0
0.00869815,0
0.005603654,0
0.012653419,0
0.368407588,0
0.006376394,0
0.23952056,0
0.00311053,0
0.024493122,0
0.111346888,0
0.008670569,0
0.003542787,0
0.012174116,0
0.004214746,0
0.131199764,0
0.005275128,0
0.003714708,0
0.002579957,0
0.000760767,0
0.234683345,0
0.000306153,0
0.252130049,0
0.002246193,0
0.002874384,0
0.005881219,0
0.007295333,0
0.001484925,0
0.003743602,0
0.069454129,0
0.006247203,0
0.398181278,0
0.001174331,0
0.031479175,0
0.000341025,0
0.361153354,0
0.460812829,0
0.000753116,0
0.243119227,0
0.0097603,0
0.008275997,0
0.109786664,0
0.378986168,0
0.007779033,0
0.166807725,0
0.03248613,0
0.010119014,0
0.002859301,0
0.000635183,0
0.508429903,0
0.007617975,0
0.002572708,0
0.309483345,0
0.005885791,0
0.002017015,0
0.000459826,0
0.383666545,0
0.278693611,0
0.008233939,0
0.344746495,0
0.011907229,0
0.00137185,0
0.70985313,0
0.011779111,0
0.397270047,0
0.005015236,0
0.012642551,0
0.362107672,0
0.312728689,0
0.001896351,0
0.010846942,0
0.002758738,0
0.007605113,0
0.068886405,0
0.012202057,0
0.00314813,0
0.002230493,0
0.003553978,0
0.004237434,0
4.82E-05,0
0,0
0.002428242,0
0.591988589,0
0.652059511,0
0.200771744,0
0.003005192,0
0.001752724,0
0.006742462,0
0.202060305,0
0.408387468,0
0.263558451,0
0.009040023,0
0.539158154,0
0.000850322,0
0.003022914,0
0.029559879,0
0.001006117,0
0.314487451,0
0.375829215,0
0.092625297,0
0.003224901,0
8.95E-05,0
0.018394359,0
0.004239938,0
0.554506674,0
0.026953934,0
0.001454753,0
0.003038592,0
0.000610101,0
0.002629831,0
0.002640419,0
0.075329866,0
0.001149806,0
0.008814638,0
0.023749939,0
0.530303469,0
0.003384592,0
0.553508771,0
0.002248476,0
0.232928447,0
0.407317307,0
0.003585957,0
0.362843881,0
0.40487319,0
0.003240956,0
0.000115326,0
0.004694107,0
0.008164228,0
0.006520504,0
0.006943857,0
0.001422827,0
0.487915259,0
0.39140366,0
0.594935246,0
0.004005803,0
0.446289924,0
0.017558867,0
0.270716672,0
0.443482033,0
0.338969608,0
0.007197273,0
0.000456553,0
0.007459407,0
0.002887036,0
0.0140063,0
0,0
0.004874691,0
0.45399614,0
0.018439638,0
0.010790402,0
0.445640907,0
0.299132106,0
0.005391758,0
0.019999453,0
0.026739683,0
0.001324532,0
0.190766372,0
0.371289869,0
0.009799576,0
0.27168813,0
0.005914356,0
0.465257158,0
0.001427359,0
0.009142833,0
0.047162244,0
0.008691811,0
0.000934814,0
0.416567416,0
0.005247986,0
0.271807511,0
0.009213139,0
0.270045181,0
0.000747361,0
0.003637729,0
0.008883991,0
0.392450175,0
0.005461116,0
0.396164853,0
0.017610066,0
0.000623137,0
0.001278098,0
0.300226757,0
0.474822419,0
0.007985543,0
0.003112044,0
0.387631572,0
0.003852961,0
0.009799885,0
0.00215207,0
0.015398979,0
0.376311453,0
0.016469627,0
0.616857245,0
0.00109617,0
0.023766416,0
0.000810406,0
0.000956902,0
0.00241233,0
0.458979315,0
0.010951076,0
0.361217063,0
0.634923212,0
0.005575366,0
0.003235148,0
0.006460394,0
0.475962745,0
0.002151273,0
0.619275646,0
0.39589756,0
0.344731817,0
0.010800856,0
0.551584825,0
0.003832371,0
0.009204275,0
0.009079103,0
0.036706855,0
0.330405088,0
0.276786724,0
0.006255539,0
0.00680556,0
0.018598333,0
0.386057248,0
0.000312225,0
0.010375504,0
0.023119964,0
0.005875276,0
0.010237162,0
0.009835,0
0.002393689,0
0.009682874,0
0.006993813,0
0.004555343,0
0.001068889,0
0.506870437,0
0.000606126,0
0.007239817,0
0.002803306,0
0.510757901,0
0.001729829,0
0.007678545,0
0.003392939,0
0.062589802,0
0.00166864,0
0.002728189,0
0.007611907,0
0.438128512,0
0.000817787,0
0.001564649,0
0.312217697,0
0.014905371,0
0.000482911,0
0.254524939,0
0.0042345,0
0.407700701,0
0.447516513,0
0.002823179,0
0.009896265,0
0.002148149,0
0.303999602,0
0.123040468,0
0.014841305,0
0.283216397,0
0.428178716,0
0.040941301,0
0.005028481,0
0.428107671,0
0.003658058,0
0.276427258,0
0.326681902,0
0.212055437,0
0.004555554,0
0.000663407,0
0.006599911,0
0.009676504,0
0.357939536,0
0.336536187,0
0.00344262,0
0.000620766,0
0.001993503,0
0.046239927,0
0.295986286,0
0.011557617,0
0.000256234,0
0.001821993,0
0.11267416,0
0.004429688,0
0.022076866,0
0.00434216,0
0.00670103,0
0.000819767,0
0.008085127,0
0.000665782,0
0.006079997,0
0.010404147,0
0.005613284,0
0.330403918,0
0.39991887,0
0.530058901,0
0.315706007,0
0.009553354,0
0.017376265,1
0.004161249,1
8.01E-05,1
0.002556851,1
0.012096266,1
0.020706018,1
0.002245112,1
0.007702662,1
0.00686224,1
0.011491705,1
0.014905952,1
0.009928774,1
0.003680646,1
0.002524093,1
0.037999685,1
0.02150757,1
0.030778387,1
0.007796255,1
0.283551079,1
0.001528511,1
0.059184023,1
0.010281108,1
0.010638576,1
0.005848688,1
0.006997295,1
0.0024392,1
0.002135161,1
0.007923295,1
0.017998765,1
0.007219093,1
0.26169265,1
0.461175016,1
8.81E-05,1
0.000498425,1
0.007398882,1
0.004595586,1
0.293651968,1
0.017360606,1
0.004449931,1
0.013709418,1
0.200749888,1
0.221269342,1
0.009130003,1
0.00876495,1
0.015766853,1
0.013518828,1
0.006305796,1
0.242435178,1
0.006723243,1
0.012386386,1
0.005219033,1
0.008019861,1
0.388792887,1
0.015556477,1
0.016729349,1
0.347678247,1
0.017614933,1
0.010439548,1
0.009715678,1
0.00520859,1
0.002334078,1
0.039216356,1
0.001066408,1
0.019026648,1
0.017165153,1
0.005343633,1
0.00455286,1
0.007956853,1
0.014521335,1
0.005664135,1
0.040170143,1
0.007647731,1
0.277150853,1
0.017322026,1
0.015945113,1
0.002692442,1
0.004396163,1
0.018912542,1
0.009246507,1
0.009783038,1
0.001041232,1
0.00354687,1
0.022883373,1
0.011446609,1
0.011797791,1
0.00656364,1
0.008531901,1
0.010237477,1
0.004260315,1
0.230717111,1
0.007206974,1
0.025059741,1
0.002624663,1
0.007033899,1
0.011296833,1
0.009484738,1
0.004689046,1
0.007127897,1
0.005000713,1
0.001938544,1
0.00976271,1
0.070842617,1
0.018467176,1
0.36199234,1
0.005780195,1
0.016741898,1
0.00599122,1
0.003418828,1
0.359029587,1
0.012525186,1
0.00563229,1
0.339970002,1
0,1
0.006088817,1
0.354530264,1
0.010632656,1
0.010555809,1
0.024343617,1
0.016697515,1
0.347588705,1
0.009417582,1
0.003448785,1
0.009453381,1
0.014111268,1
0.000137776,1
0.015741833,1
0.336987049,1
0.035610249,1
0.365994143,1
0.036428277,1
0.005991438,1
0.009141793,1
0.040849247,1
0.005178371,1
0.010918942,1
0.002192591,1
0.019557359,1
0.002646369,1
0.025946906,1
0.012622659,1
0.009178525,1
0.002982908,1
0.01116103,1
0.015693058,1
0.004581298,1
0.028057107,1
0.040830905,1
0.03073597,1
0.013298519,1
0.285225749,1
0,1
0.001876676,1
0.00216836,1
0.002857507,1
0.482257743,1
0.025177383,1
0.006527629,1
0.010919991,1
0.004267096,1
0.263257361,1
0.010521511,1
0.001193181,1
0.00578411,1
0.004947061,1
0.003383243,1
0.006551699,1
0.020021676,1
0.299946821,1
0.037840526,1
0.022545315,1
0.000365986,1
0.343507405,1
0.00119892,1
0.005046893,1
0.001845065,1
0.007469823,1
0.262316118,1
0.016955203,1
0.257142259,1
0.264518484,1
0.009932797,1
0.002381234,1
0.414406209,1
0.000396716,1
0.003877575,1
0.009761356,1
0.18931201,1
0.233017625,1
0.007086645,1
0.000226579,1
0.006447497,1
0.000197771,1
0.003273661,1
0.426309498,1
0.569569082,1
0.460826658,1
0.000309479,1
0.002507767,1
0.224300545,1
0.004589928,1
0.005291682,1
0.000471941,1
0.00934745,1
0.355626607,1
0.001922597,1
0.015427416,1
0.011749981,1
0.00082499,1
0.00781367,1
0.295421982,1
0.000389459,1
0.304193047,1
0.228793343,1
0.004806589,1
0.013550595,1
0.450141941,1
0.005044129,1
0.286472779,1
0.001834177,1
0.455680484,1
0.012740648,1
0.001338032,1
0.001291344,1
0.000899449,1
0.542822217,1
0.274245358,1
0.007037433,1
0.001810753,1
0.421403087,1
0.013236267,1
0.006761127,1
0.006815078,1
0.009103689,1
0.012857246,1
0.001006851,1
0.339448992,1
0,1
0.296149389,1
0.01671867,1
0.007307615,1
0.302020502,1
0.241452729,1
0.334718538,1
0.399490286,1
0.00189209,1
0,1
0.003388106,1
0.004598663,1
0.016307694,1
0.557799989,1
0.409602258,1
0.003205433,1
0.003467405,1
0.007192788,1
0.000777274,1
0.002690893,1
0.004076378,1
0.000573939,1
0.32277251,1
0.001062406,1
0.01029322,1
0.008357813,1
0.318778185,1
0.000268361,1
0.005873559,1
0.008539544,1
0.003145977,1
0.006926192,1
0.002143023,1
0.314800458,1
0.429402463,1
0.006003411,1
0.000868496,1
0.024237838,1
0.007445553,1
0.137488174,1
0.361506783,1
0.020896179,1
0.026927217,1
0.355087468,1
0.007541138,1
0.016607478,1
0.002837865,1
0.415134263,1
0.008154004,1
0.010541158,1
0.006431394,1
0.061737269,1
0.364413113,1
0.01801144,1
0.423803338,1
0.022971797,1
0.003829483,1
0.578474548,1
0.005374474,1
0.334504055,1
0.0172992,1
0.005614692,1
0.001884626,1
0.458904042,1
0.004288649,1
0.023302641,1
0,1
0.015004129,1
0.001429334,1
0.009714496,1
0.44705672,1
0.400885322,1
0.010067563,1
0.011610451,1
0.001496412,1
0.030885081,1
0.355924887,1
0.271085406,1
0.002514856,1
0.268726954,1
0.00570207,1
0.006617041,1
0.338287745,1
0.013342003,1
0.001852237,1
0.027544155,1
0.235945042,1
0.031720809,1
0.008827477,1
0.005175985,1
0.001105493,1
0.003631963,1
0.008306175,1
0.014071304,1
0.014512023,1
0.006742739,1
0.338205117,1
0.006966683,1
0.015117414,1
0.002326938,1
0.464395664,1
0.001263477,1
0.00241371,1
0.001922105,1
0.327338298,1
0.013872122,1
0.265936198,1
0.005331244,1
0.386445191,1
0.008378149,1
0.005993987,1
0.00043856,1
0.008999716,1
0.057165536,1
0.006039736,1
0.008253911,1
0.000889702,1
0.013167987,1
0.161337472,1
0.006717494,1
0.006138183,1
0.00385732,1
0.00100253,1
0.005116877,1
0.006401315,1
0.004224461,1
0.004280957,1
0.006228487,1
0.015123523,1
0.007775101,1
0.006099061,1
0.001410248,1
0.005325036,1
0.006509653,1
0.005660497,1
0.28106025,1
0.001028763,1
0.007700786,1
0.016489197,1
0.023764437,1
0.003999685,1
0.010078334,1
0.004896426,1
0.003870764,1
0.001217908,1
0.345414291,1
0.382873869,1
0.354967548,1
0.002240036,1
0.000823476,1
0.00602604,1
0.393178762,1
0.009394185,1
0.002217068,1
0.006916356,1
0.002121668,1
0.001388849,1
0.003596729,1
0.001924734,1
0.012569277,1
0.003862088,1
0.008441724,1
0.002006313,1
0.007671747,1
0.003308409,1
0.003301506,1
0.006271979,1
0.004247048,1
0.282693956,1
0.001112756,1
0.275647998,1
0.533784324,1
0.000126297,1
0.011503992,1
0.374319215,1
0.000878162,1
0,1
0.009242384,1
0.046813888,1
0.007284876,1
0.00263756,1
0.145729325,1
0.532637937,1
0.006071566,1
0.005925445,1
0.012513087,1
0.002699401,1
0.000769961,1
0.010361766,1
0,1
0.453246239,1
0.017787557,1
0.013287287,1
0.556170489,1
0.013973092,1
0.195489418,1
0.004233991,1
0.359897245,1
0.189786481,1
0.006092572,1
0.00556038,1
0.004970477,1
0.003509676,1
0.409571533,1
0.006883319,1
0.001206242,1
0.403138407,1
0.001167208,1
0.008861317,1
0,1
0,1
0.007128228,1
0.222354913,1
0.019723087,1
0.001801945,1
0.017186514,1
0.30330203,1
0.316233877,1
0.016368427,1
0.002405287,1
0.006245601,1
0.015804529,1
0.016525302,1
0.000761063,1
0.000589997,1
0.006276262,1
0.016058936,1
0.00476887,1
0,1
0.000424817,1
0.004442081,1
0.00172308,1
0.00753508,1
0.005972488,1
0.008366652,1
0.026299688,1
0.035657224,1
0.007771008,1
0.01428891,1
0.003382468,1
0.013864561,1
0.017940551,1
0.003015491,1
0,1
0.004688289,1
0.003743979,1
0.011736919,1
0.021147529,1
0.013654558,1
0.002351059,1
0.00431848,1
0.029802105,1
0.004663893,1
0.233800118,1
0.004431468,1
0.003379141,1
0.002669406,1
0.01696354,1
0.002387041,1
0.18776441,1
0.001137603,1
0.00028457,1
0.17027288,1
0.238373296,1
0.006978328,1
0.00525378,1
0.01347486,1
0.008994143,1
0.067613092,1
0.006167488,1
0.01029054,1
0.004600621,1
0.218673194,1
0.002649404,1
0.011877526,1
0.011768966,1
0.011877075,1
0.007555397,1
0.003417665,1
0.008520031,1
0.015718243,1
0.007927813,1
0.011810267,1
0.015676159,1
0.384975376,1
0.294039209,1
0.013090437,1
0.013366616,1
0.01562982,1
0.017859356,1
0.004498033,1
0.005606168,1
0.276716358,1
0.017913267,1
0.197503799,1
0.001441044,1
0.348862381,1
0.004611568,1
0.000179447,1
0.000251361,1
0.29274915,1
0.194667784,1
0.006900191,1
0.266666395,1
0.010829632,1
0.006088325,1
0.000986824,1
0.361982085,1
0.004173393,1
0.286573462,1
0.010313275,1
0.004784141,1
0.014823914,1
0.218667379,1
0.010188588,1
0.406282338,1
0.017823638,1
0.004033804,1
0.004598912,1
0.015266473,1
0.001300455,1
0.006802089,1
0.002347485,1
0.009792255,1
0.009594219,1
0.007675662,1
0.004161824,1
0.028598357,1
0.0088587,1
0.012820846,1
0.004091645,1
0.020463831,1
0.241494606,1
0.143170183,1
0.007719611,1
0.000468712,1
0.005723589,1
0.005170062,1
0.040775848,1
0.0034855,1
0.007937232,1
0.010636942,1
0.005282044,1
0.024188699,1
0.017668733,1
0.001213223,1
0.007277702,1
0.009602828,1
0.019877458,1
0.007236889,1
0.015748142,1
0.022616768,1
0.009725699,1
0.007943186,1
0.005151042,1
0.008544284,1
0.006578361,1
0.100002554,1
0.003037148,1
0.021992107,1
0.010812875,1
0.011445594,1
0.021049666,1
0.044553707,1
0.016787093,1
0.026850282,1
0.318855185,1
0.028859589,1
0.020204611,1
0.00329098,1
0.027171533,1
0.017330435,1
0.014976139,1
0.004820147,1
0.177693348,1
0.018414837,1
0.033522847,1
0.008605997,1
0.022113403,1
0.158155201,1
0.008384162,1
0.103039145,1
0.028768613,1
0.264247312,1
0.021554227,1
0.342128369,1
0.007349525,1
0.004065005,1
0.098591421,1
0.00491328,1
0.008108499,1
0.011392967,1
0.036649757,1
0.041997684,1
0.049855119,1
0.026612929,1
0.232596616,1
0.014100538,1
0.004902734,1
0.030342463,1
0.000810903,1
0.105373216,1
0.172594378,1
0.002283623,1
0.062878108,1
0.004395759,1
0.007210562,1
0.006438932,1
0.121709769,1
0.189828299,1
0.012737723,1
0.074044572,1
0.007832338,1
0.001674765,1
0.006247068,1
0.024336379,1
0.000896901,1
0.001833374,1
0.001874719,1
0.011793034,1
0.017428117,1
0.004501198,1
0.00067739,1
0.062828522,1
0,1
0.012243099,1
0.277519228,1
0.000846173,1
0.009637126,1
0.117336596,1
0.027103159,1
0.002570095,1
0.016735278,1
0.014226077,1
0.019069769,1
0.010549344,1
0.001112611,1
0.003369377,1
0.077001727,1
0.026792863,1
0.003390853,1
0.001703739,1
0,1
0.214941629,1
0.007914757,1
0.005020253,1
0.155822997,1
0.026432706,1
0.008070419,1
0.002625625,1
0.004411318,1
0.045116268,1
0.005211276,1
0.008970073,1
0.023465319,1
0.019838674,1
0.003114705,1
0.003159006,1
0.002576153,1
0.007459302,1
0.089766366,1
0.014518096,1
0.005002861,1
0.100660972,1
0.001449914,1
0,1
0.001993288,1
0.068579031,1
0.031786192,1
0.00362082,1
0.009723803,1
0.002781156,1
0.006707601,1
0.010341544,1
0.001666031,1
0.188606148,1
0.008797587,1
0.007569264,1
0.11765535,1
0.006170956,1
0.219430919,1
0.016253159,1
0.058174279,1
0,1
0.035700316,1
0.051794344,1
0.020613085,1
0.02318665,1
0.015948262,1
0.263527584,1
0.002918985,1
0.007324746,1
0.00697115,1
0.00821317,1
0.006937222,1
0.02985113,1
0.107433943,1
0.012261581,1
0.004928439,1
0.014598095,1
0.282257867,1
0.004731415,1
0.014765372,1
0.003632734,1
0.16101682,1
0.004204505,1
0.003594465,1
0.476468169,1
0.011399665,1
0.002253607,1
0.005148776,1
0.00533581,1
0.001936325,1
0.009794177,1
0.002735339,1
0.010039751,1
0.091958748,1
0.003440023,1
0.002101495,1
0.01481381,1
0.003294044,1
0.025956782,1
0.004377665,1
0.001164365,1
0.016450607,1
0.029316654,1
0.014711595,1
0.012086719,1
0.01288034,1
0.0197088,1
0.010925538,1
0.01921663,1
0.015849143,1
0.010133486,1
0.010301577,1
0.117927116,1
0.006287915,1
0.096024953,1
0.011337038,1
0.009430771,1
0.002368774,1
0.005152508,1
0.003873761,1
0.015921837,1
0.014625151,1
0.009753368,1
0.003885345,1
0.056067686,1
0.005273099,1
0.003095376,1
0.029923202,1
0.003408289,1
0.013762258,1
0.041686891,1
0.032766829,1
0.017860839,1
0.024876387,1
0.004559545,1
0.007086009,1
0.005359616,1
0.034994622,1
0.000451074,1
0.008432026,1
0.005782404,1
0.006533742,1
0.041731445,1
0.001302454,1
0.004352124,1
0.031298107,1
