x,y,w,h,distance,class
11,0,9,33,53,neurotypical
0,0,14,93,23,neurotypical
0,0,52,88,0,neurotypical
0,0,62,97,0,neurotypical
0,0,43,58,0,neurotypical
0,0,43,126,0,neurotypical
0,0,85,71,0,neurotypical
0,0,57,89,0,neurotypical
0,0,59,107,0,neurotypical
0,0,75,118,12,neurotypical
0,0,62,90,0,neurotypical
0,0,73,98,0,neurotypical
96,0,53,102,18,neurotypical
0,0,56,70,0,neurotypical
0,0,53,59,81,neurotypical
0,0,90,122,0,neurotypical
0,0,97,86,11,neurotypical
,,,,,
,,,,,
,,,,,
66,0,48,87,12,neurotypical
0,0,89,71,0,neurotypical
0,0,68,99,0,neurotypical
0,0,87,117,0,neurotypical
