density,target_class
68.5546875,1
18.91015625,1
47.0390625,1
242.2851563,1
33.26953125,1
13.53515625,1
22.6875,1
13.60546875,1
24.84375,1
71.1875,1
16.859375,1
22.1015625,1
17.0546875,1
17.609375,1
25.34765625,1
67.859375,1
39.046875,1
45.20703125,1
67.29296875,1
35.25,1
49.28125,1
58.578125,1
12.30078125,1
48.2578125,1
49.3203125,1
49.234375,1
108.3515625,1
73.828125,1
48.0703125,1
70.3125,1
45.3515625,1
56.8671875,1
51.7578125,1
42.65625,1
106.4726563,1
47.4375,1
44.3203125,1
89.515625,1
42.65625,1
37.71875,1
16.203125,1
21.984375,1
13.40625,1
18.3515625,1
91.65234375,1
68.2265625,1
61.7578125,1
51.40625,1
42.40625,1
7.96875,1
26.15625,1
22.640625,1
32.921875,1
179.6132813,1
26.015625,1
118.625,1
25.265625,1
94.75,1
43.9140625,1
36.81640625,1
20.625,1
65.625,1
15.0546875,1
28.65234375,1
27.12109375,1
38.96875,1
34.2109375,1
15.29296875,1
40.078125,1
40.1015625,1
26.82421875,1
27.734375,1
37.171875,1
30.99609375,1
18.83984375,1
17.53125,1
11.4375,1
26.5078125,1
18.125,1
18.3515625,1
63.53125,1
32.07421875,1
24.3359375,1
8.625,1
24.375,1
21.19921875,1
24.99609375,1
16.50390625,1
16.25390625,1
55.06640625,1
14.9765625,1
16.03125,1
25.390625,1
20.9375,1
20.5,1
20.625,1
20.9296875,1
33.76953125,1
15.28515625,1
114.890625,1
59.4609375,1
51.57421875,1
20.7421875,1
46.015625,1
27.75390625,1
47.0390625,1
45.546875,1
92.1875,1
59.09375,1
46.3125,1
62.78125,1
29.7421875,1
47.8046875,1
41.63671875,1
50.703125,1
58.3984375,1
80.3671875,1
64.5703125,1
60.125,1
18.421875,1
61.8515625,1
37.109375,1
48.62890625,1
65.53125,1
83.671875,1
78.22265625,1
22.96875,1
51.2109375,1
24.78515625,1
11.67578125,1
12.26171875,1
128,1
10.5625,1
43.39453125,1
39.71875,1
174.3046875,1
46.7578125,1
141.5976563,1
31.171875,1
58.45703125,1
74.51171875,1
133.6289063,1
32.34375,1
28.79296875,1
35.8359375,1
74.5078125,1
40.33203125,1
77.4375,1
39.08203125,1
62.765625,1
50.6953125,1
78.93359375,1
37.578125,1
78.671875,1
40.375,1
34,1
124.8398438,1
44.5625,1
42.625,1
24.0703125,1
37.6875,1
37,1
64.125,1
146.9726563,1
39.51953125,1
29.55078125,1
22.171875,1
37.984375,1
36.84375,1
14.2734375,1
45.20703125,1
25.94921875,1
48.234375,1
51.22265625,1
27.28125,1
51.64453125,1
33.36328125,1
58.75390625,1
36.71875,1
39.703125,1
55.078125,1
30.75,1
30.46875,1
58.7578125,1
26.25,1
11.19921875,1
17.2265625,1
33.25,1
26.94140625,1
26.43359375,1
44.47265625,1
35.15625,1
121.6992188,1
58.296875,1
35.625,1
83.5625,1
28.30078125,1
23.84375,1
25.2578125,1
38.78125,1
198.5546875,1
30,1
15.8203125,1
25.3359375,1
14.4375,1
9.0703125,1
38.5078125,1
54.56640625,1
57.6640625,1
22.265625,1
28.18359375,1
8.4375,1
11.515625,1
100.2539063,1
31.171875,1
68.296875,1
27.37109375,1
98.328125,1
23.625,1
47.8125,1
29.8046875,1
23.828125,1
23.4140625,1
12.484375,1
353.5351563,1
168.046875,1
187.125,1
81.81640625,1
14.875,1
494.203125,1
50.1328125,1
33.03125,1
26.4140625,1
45,1
19.12109375,1
28.15625,1
102.1875,1
60.0390625,1
73.140625,1
50.203125,1
21.78515625,1
34.5703125,1
29.375,1
28.640625,1
22.6875,1
10.7578125,1
313.875,1
31.640625,1
12.01171875,1
130.4257813,1
67.59375,1
113.1210938,1
19.0625,1
37.078125,1
119.375,1
65.13671875,1
126.8320313,1
149.921875,1
7.14453125,1
14.35546875,1
11.25390625,1
13.125,1
17.921875,1
28.1015625,1
9.0234375,1
12.03125,1
56.53125,1
40.72265625,1
12.6953125,1
11.09375,1
24.33984375,1
8.80859375,1
14.14453125,1
12.4609375,1
15.84375,1
41.66015625,1
7.8671875,1
8.6953125,1
12.59765625,1
18.28125,1
57.94921875,1
30.796875,1
40.375,1
24.21875,1
23.11328125,1
14.4375,1
64.0625,1
99.5625,1
207.03125,1
20.09765625,1
50.5859375,1
47.05078125,1
40.4296875,1
27.609375,1
37.0546875,1
11.984375,1
13.125,1
43.84375,1
21.328125,1
36.09375,1
28.52734375,1
32.8125,1
15.4375,1
33.984375,1
55.3125,1
46.0078125,1
7.0546875,1
108.8867188,1
16.46875,1
80.4375,1
98.0859375,1
52.5,1
15.4375,1
50.46875,1
9.9375,1
20.0390625,1
58.7421875,1
90.8203125,1
68.4375,1
114.6835938,1
15.84375,1
47.7109375,1
54.6015625,1
55.6171875,1
53.046875,1
54.44140625,1
34.3984375,1
11.37109375,1
35.0390625,1
50.765625,1
20.625,1
10.71875,1
23.3515625,1
18.046875,1
46.13671875,1
5.765625,1
40.78515625,1
57.09375,1
17.609375,1
47.41015625,1
45.703125,1
55.86328125,1
54.375,1
52.203125,1
75.78125,1
5.6875,1
63.4375,1
42.796875,1
19.7421875,1
84.1640625,1
10.2265625,1
13.359375,1
18.42578125,1
33.8203125,1
5.859375,1
11.38671875,1
10.52734375,1
7.3828125,1
6.2421875,1
9.546875,1
17.578125,1
13.3203125,1
18.53515625,1
23.8515625,1
12.65625,1
10.96875,1
12.03125,1
699.9179688,1
55.69921875,1
453.578125,1
477.0390625,1
11.29296875,1
28.30078125,1
473.1289063,1
24.4453125,1
4.484375,1
13.3203125,1
8.25,1
9.953125,1
56.640625,1
39.35546875,1
25.05078125,1
6.3984375,1
52.171875,1
23.5546875,1
15.625,1
54.35546875,1
26.90625,1
134.1328125,1
43.7890625,1
36.15625,1
32.421875,1
102.5390625,1
42.44140625,1
111.8671875,1
47.8125,1
21.671875,1
72.87109375,1
140.2734375,1
35.875,1
25.13671875,1
7.3671875,1
36.5625,1
81.80859375,1
69.92578125,1
310.7421875,1
8.4375,1
20.91796875,1
95.4140625,1
28.875,1
120.5039063,1
35.5546875,1
153.8671875,1
34.6875,1
32.453125,1
18.5625,1
18.5859375,1
17.96875,1
7.90625,1
20.34375,1
48.2421875,1
10.78125,1
19.6171875,1
14.6484375,1
29.65625,1
86.125,1
30.75,1
8.53125,1
8.984375,1
9.0703125,1
15.640625,1
28.75,1
71.15625,1
19,1
35.6484375,1
18.046875,1
76.53125,1
5.77734375,1
26.25,1
40.81640625,1
46.2265625,1
14.609375,1
25.671875,1
137.859375,1
19.296875,1
9.1796875,1
35.3203125,1
50.7578125,1
76.0703125,1
106.5625,1
16.5625,1
16.75,1
27.125,1
58.578125,1
15.3125,1
12.0078125,1
44.6875,1
34.28515625,1
13.40625,1
5.6875,1
11.1796875,1
9.36328125,1
50.23046875,1
33.2578125,1
42.75,1
103.6875,1
21.72265625,1
74.35546875,1
93.75,1
57.44921875,1
11.171875,1
15.33984375,1
5.60546875,1
16.875,1
13.4765625,1
66.203125,1
9.5390625,1
38.0625,1
60.84375,1
25,1
34.8046875,1
27.5625,1
28.640625,1
148.828125,1
70.359375,1
16.36328125,1
46.921875,1
68.0625,1
83.25,1
40.21875,1
36.3671875,1
325.125,1
334.6875,1
14.6953125,1
163.8710938,1
299.5,1
26.28125,1
43.6484375,1
67.3828125,1
32.171875,1
83.26171875,1
23.25,1
113.8984375,1
236.7109375,1
10.078125,1
55.125,1
65.16796875,1
83.359375,1
82.0625,1
88.69921875,1
54.140625,1
90.09375,1
41.34375,1
60.265625,1
63.5625,1
42.796875,1
46.16796875,1
52.9296875,1
45.03515625,1
75.515625,1
27.125,1
52.03125,1
52.171875,1
78.1328125,1
96.8203125,1
27.890625,1
25.56640625,1
29.55078125,1
13.40625,1
32.296875,1
25.6484375,1
27.38671875,1
13.58984375,1
27.5625,1
13.26171875,1
15.734375,1
36.94140625,1
11.25390625,1
17.15625,1
34.06640625,1
63.87109375,1
22.8203125,1
38.9375,1
6.796875,1
27,1
25.13671875,1
22.84375,0
24.96875,0
29.68359375,0
14.109375,0
34.453125,0
9.9609375,0
36.7109375,0
38.37109375,0
15.99609375,0
23.90625,0
4.4296875,0
10.984375,0
15.9453125,0
8.89453125,0
20.9296875,0
36.25,0
14.4453125,0
12.171875,0
18.3515625,0
49.546875,0
14.765625,0
24.50390625,0
16.1328125,0
11.09375,0
27.5390625,0
72,0
30.84375,0
18.03515625,0
17.58984375,0
26.29296875,0
27.38671875,0
15.8203125,0
27.34375,0
50.25,0
33.078125,0
6.46875,0
10.421875,0
14.1015625,0
14.87109375,0
23.92578125,0
19.3359375,0
10.75,0
18.69140625,0
14.94140625,0
16.6015625,0
20.05078125,0
41.22265625,0
17.390625,0
34.9453125,0
26.25,0
14.73828125,0
15.234375,0
9.5625,0
7.84765625,0
43.86328125,0
14.953125,0
74.953125,0
24.78515625,0
53.5,0
25.30078125,0
101.96875,0
43.875,0
47.55078125,0
122.7890625,0
49.95703125,0
33.0859375,0
6.40625,0
58.015625,0
41.1484375,0
42.77734375,0
42.1875,0
8.9609375,0
41.8671875,0
53.3671875,0
47.28515625,0
55.5,0
48.7265625,0
32.265625,0
47.87109375,0
44.3359375,0
96.6875,0
54.90625,0
56.109375,0
75.078125,0
24.921875,0
46.19140625,0
24.90234375,0
22.75,0
22.96875,0
46.4453125,0
16.171875,0
20.671875,0
14.8125,0
52.59375,0
22.93359375,0
42.44140625,0
55.0703125,0
37.734375,0
50.2421875,0
49.1484375,0
44.078125,0
66.5625,0
27.5,0
24.890625,0
29.6484375,0
14.82421875,0
15.9375,0
12.9609375,0
25.46484375,0
92.70703125,0
65.9375,0
39.9609375,0
70.875,0
88.3046875,0
110.859375,0
97,0
81.36328125,0
16.0859375,0
13.875,0
17.0546875,0
17.0703125,0
14.89453125,0
10.3125,0
17.30078125,0
7.734375,0
14.14453125,0
6.296875,0
20.125,0
8.98828125,0
49,0
19.96875,0
25.3125,0
22.3984375,0
21.4609375,0
19.3125,0
25.3046875,0
28.30078125,0
12.6875,0
31.796875,0
14.765625,0
67.265625,0
24.75,0
3.5234375,0
16.65234375,0
25.13671875,0
23.80859375,0
18.078125,0
56.46875,0
21.0703125,0
72.84375,0
29.8828125,0
30.43359375,0
24.2578125,0
14.94140625,0
12.9140625,0
23.90625,0
34.2890625,0
11.89453125,0
24.375,0
30.671875,0
14.609375,0
9.76953125,0
8.09375,0
10.3125,0
5.9765625,0
15.984375,0
11.8828125,0
12.375,0
36.09375,0
31.8828125,0
10.83203125,0
11.07421875,0
16.69921875,0
8.125,0
19.5,0
9.5625,0
10.0546875,0
14.546875,0
8.59375,0
18.8984375,0
34,0
17.4453125,0
9.53125,0
24.12109375,0
12.71484375,0
13.25,0
10.5,0
9.59765625,0
22.4609375,0
19.09375,0
24.4375,0
27.67578125,0
39.41015625,0
54.5625,0
35.234375,0
28.7109375,0
30.625,0
20.109375,0
67.6875,0
67.8125,0
43.4765625,0
80.05078125,0
33.046875,0
34.8046875,0
29.046875,0
45.9375,0
74.12109375,0
43.83203125,0
38.5078125,0
35.03125,0
21.3828125,0
33.78125,0
53.125,0
57.75,0
78.421875,0
35.921875,0
20.7421875,0
27.4921875,0
15.5859375,0
15.7890625,0
14.5546875,0
17.8125,0
12.3046875,0
16.9921875,0
9.609375,0
12.65625,0
28.5546875,0
37.79296875,0
23.91796875,0
33.359375,0
21.40625,0
22.8515625,0
31.75,0
19.8203125,0
435.6171875,0
167.6835938,0
179.5078125,0
164.5585938,0
130.40625,0
571.5585938,0
300.328125,0
442.8632813,0
351.2109375,0
219.796875,0
54.828125,0
120.984375,0
274.4726563,0
34.5703125,0
172.265625,0
423.3320313,0
91.0234375,0
94.3359375,0
95.15625,0
129.8007813,0
432.1484375,0
170.625,0
63.96875,0
67.96875,0
48.515625,0
64.28125,0
56.3203125,0
201.375,0
169.9414063,0
164.53125,0
84.609375,0
90.5625,0
224.1210938,0
298.7460938,0
262.96875,0
384.1875,0
223.4375,0
221.1328125,0
160.8359375,0
235.40625,0
843.9414063,0
325.5,0
290.5078125,0
95.9765625,0
61.859375,0
73.4765625,0
255.0234375,0
425.03125,0
258.5625,0
336.9375,0
195.6328125,0
185.0429688,0
248.0234375,0
119.375,0
227.6367188,0
174.65625,0
303.515625,0
173.390625,0
127.875,0
44.47265625,0
255.5,0
17.359375,0
51.41015625,0
86.0625,0
103.125,0
56.71875,0
72.82421875,0
20.0625,0
48.2109375,0
139.5390625,0
52.20703125,0
65.9296875,0
202.5,0
134.1210938,0
151.734375,0
129.765625,0
132.703125,0
116.90625,0
58.875,0
614.765625,0
87.5859375,0
114.4296875,0
121.4296875,0
567.734375,0
151.03125,0
113.3359375,0
364.6875,0
118.671875,0
155.359375,0
16.65234375,0
23.7890625,0
21.19921875,0
9.31640625,0
12.4921875,0
17.71875,0
9.34375,0
20.5859375,0
21.95703125,0
12.65234375,0
18.6875,0
8.7890625,0
16.171875,0
15.50390625,0
15.52734375,0
11.69140625,0
20.8125,0
8.68359375,0
20.12109375,0
6.79296875,0
12.28515625,0
14.6484375,0
15.0390625,0
63.75,0
16.75,0
46.265625,0
40.5,0
99.234375,0
17.1953125,0
37.6484375,0
19.25,0
19.921875,0
110,0
47.90625,0
21.078125,0
95.625,0
62.2265625,0
49.0078125,0
20.15625,0
21,0
16.53515625,0
114.3125,0
28.5546875,0
85.1875,0
18.5625,0
24.25,0
10.1953125,0
22.1484375,0
24.12890625,0
20.51171875,0
25.49609375,0
66.015625,0
22.5,0
28.7109375,0
70.78125,0
15.859375,0
95.703125,0
43.84375,0
70.09765625,0
34.59375,0
76.5,0
41.4140625,0
72.31640625,0
25.23828125,0
27.0703125,0
40.67578125,0
150.078125,0
