curvature,strokewidth,density,x,y,w,h,distance,letterReversal,curvature_LogValue,strokewidth_LogValue,distance_LogValue,density_LogValue,class
0.115160289,5.811462695,1.40625,0,0,17,19,1,0,-2.161430304,1.759832294,0,0.340926587,1
0.00249571,35.04783594,6.5390625,0,0,17,92,1,0,-5.993182021,3.556713869,0,1.877793807,1
0.005416734,56.29387178,4.0078125,0,0,17,56,1,0,-5.218262228,4.03058568,0,1.388245581,1
0.004785438,18.33681095,1.265625,0,0,17,17,1,0,-5.342177722,2.908910567,0,0.235566071,1
0.004261467,26.28210164,3.515625,0,0,17,49,1,0,-5.458141812,3.268888161,0,1.257217319,1
0.004073507,21.44875986,3.4453125,0,0,17,48,1,0,-5.50325098,3.065666828,0,1.237014612,1
0.034122495,8.837901197,0.984375,0,0,17,14,0,0,-3.377798435,2.179049427,#NAME?,-0.015748357,1
0.064229968,17.24409665,1.125,0,0,17,15,1,0,-2.745285386,2.847469862,0,0.117783036,1
0.040692858,18.39334251,2.671875,0,0,17,37,1,0,-3.201702681,2.911988779,0,0.982780473,1
0.51810686,21.01916547,2.3203125,0,0,17,32,1,0,-0.657573765,3.045434663,0,0.841701875,1
0.003536648,27.14002669,3.7265625,0,0,17,52,1,0,-5.644575893,3.301009638,0,1.315486227,1
0.373476258,12.91352673,2.0390625,0,0,17,28,1,0,-0.984900843,2.558275346,0,0.712490143,1
0.27060531,13.0966915,1.7578125,0,0,17,25,0,0,-1.30709394,2.572359641,#NAME?,0.564070138,1
0.002787848,26.84646193,2.953125,0,0,17,41,1,0,-5.882485307,3.290134041,0,1.082863932,1
0.320076974,27.20092228,4.1484375,0,0,17,58,1,0,-1.139193768,3.30325088,0,1.422731757,1
0.01310525,28.42621658,2.671875,0,0,17,37,1,0,-4.334742366,3.347311838,0,0.982780473,1
0.188464884,17.21994292,2.8125,0,0,17,39,1,0,-1.668843581,2.846068184,0,1.034073768,1
0.003205956,32.89581808,3.234375,0,0,17,45,1,0,-5.742744949,3.49334554,0,1.17383571,1
0.23531739,8.399670074,1.6875,0,0,17,23,1,0,-1.44682008,2.128192428,0,0.523248144,1
0.186159884,11.96803662,2.6015625,0,0,17,36,1,0,-1.681149383,2.482239481,0,0.956112226,1
0.369199749,12.66990094,1.6171875,0,0,17,22,1,0,-0.996417456,2.539229176,0,0.480688529,1
0.012185289,17.73627483,2.109375,0,0,17,29,1,0,-4.407525875,2.875611968,0,0.746391695,1
0.110644665,20.75544868,4.1484375,0,0,17,58,1,0,-2.201431429,3.032808799,0,1.422731757,1
0.417057353,14.34786518,2.1796875,0,0,17,30,1,0,-0.874531529,2.663601163,0,0.779181518,1
0.008981864,28.79425484,2.6015625,0,0,17,36,1,0,-4.712547846,3.360175883,0,0.956112226,1
0.02679195,28.0169382,3.234375,0,0,17,46,0,0,-3.61965381,3.332809263,#NAME?,1.17383571,1
0.023393237,13.60826953,2.1796875,0,0,17,30,1,0,-3.755308315,2.610677662,0,0.779181518,1
0.029503575,11.82480246,2.0390625,0,0,17,28,1,0,-3.523243837,2.470199229,0,0.712490143,1
0.050331969,19.7749428,1.3359375,0,0,17,18,1,0,-2.989114837,2.984415621,0,0.289633293,1
0.020556346,13.07020479,1.40625,0,0,17,20,0,0,-3.884585578,2.570335196,#NAME?,0.340926587,1
0.007867698,34.84689666,2.390625,0,0,17,34,0,0,-4.844989763,3.550964085,#NAME?,0.871554838,1
0.016880205,44.10215414,3.234375,0,0,17,45,1,0,-4.081613645,3.786508628,0,1.17383571,1
0.009154016,38.01338719,3.0234375,0,0,17,42,1,0,-4.693562589,3.637938392,0,1.106394429,1
0.269838019,24.34214355,3.4453125,0,0,17,48,1,0,-1.30993343,3.192209151,0,1.237014612,1
0.009913445,36.69591108,2.53125,0,0,17,36,0,0,-4.613863362,3.602665334,#NAME?,0.928713252,1
0.028785693,18.41648784,0.9140625,0,0,17,12,1,0,-3.547876786,2.913246342,0,-0.089856329,1
0.020537118,26.81049017,3.9375,0,0,17,56,0,0,-3.885521396,3.288793235,#NAME?,1.370546004,1
0.0039379,47.80167361,3.375,0,0,17,47,1,0,-5.537107693,3.867060652,0,1.216395324,1
0.021185372,18.84943324,1.1953125,0,0,17,16,1,0,-3.854444335,2.936482847,0,0.178407657,1
0.015777431,13.91352748,0.9140625,0,0,17,12,1,0,-4.149174778,2.632861567,0,-0.089856329,1
0.006965663,14.32513944,1.40625,0,0,17,19,1,0,-4.966762486,2.662015997,0,0.340926587,1
0.006478601,23.59501809,2.6015625,0,0,17,37,0,1,-5.039250687,3.161035592,#NAME?,0.956112226,1
0.064359064,5.053808051,0.84375,0,0,17,11,1,1,-2.7432775,1.620142029,0,-0.169899037,1
0.314466228,9.404681229,1.40625,0,0,17,19,1,1,-1.156878592,2.241207568,0,0.340926587,1
0.3237443,20.92912469,2.8125,0,0,17,39,1,1,-1.127801272,3.041141715,0,1.034073768,1
0.110198453,19.43251264,3.8671875,0,0,17,54,1,1,-2.20547242,2.966947573,0,1.352527499,1
0.070302994,17.4659723,1.125,0,0,17,16,0,1,-2.654940892,2.860254548,#NAME?,0.117783036,1
0.065027299,18.46795281,1.3359375,0,0,17,18,1,1,-2.732948113,2.916036949,0,0.289633293,1
0.007195975,27.88376699,2.0390625,0,0,17,28,1,0,-4.934233437,3.328044691,0,0.712490143,1
0.011612986,20.89952815,2.25,0,0,17,31,1,0,-4.455631324,3.039726582,0,0.810930216,1
0.025312699,11.28163436,0.84375,0,0,17,11,1,0,-3.676449072,2.423176126,0,-0.169899037,1
0.155200854,10.35942906,1.546875,0,0,17,21,1,0,-1.863035169,2.337897125,0,0.436236767,1
0.002589291,39.70514682,3.796875,0,0,17,54,0,0,-5.956371186,3.681480822,#NAME?,1.33417836,1
0.005145417,19,1.0546875,0,0,17,14,1,0,-5.269648863,2.944438979,0,0.053244515,0
0.471775886,10.19550852,1.125,0,0,17,15,1,0,-0.751251224,2.321947282,0,0.117783036,0
0.048984892,16.00864119,1.125,0,0,17,15,1,0,-3.016243355,2.773128651,0,0.117783036,0
0.009924486,18.43908891,1.125,0,0,17,15,1,0,-4.612750242,2.914472809,0,0.117783036,0
0.00760978,17.4642492,1.125,0,0,17,15,1,0,-4.878321017,2.860155888,0,0.117783036,0
0.031306709,21.9317122,1.1953125,0,0,17,16,1,0,-3.463922859,3.087933635,0,0.178407657,0
0.010277297,11.18033989,1.265625,0,0,17,18,0,0,-4.577817991,2.414156869,#NAME?,0.235566071,0
0.03844997,14.83563412,1.265625,0,0,17,17,1,0,-3.258397363,2.697031998,0,0.235566071,0
0.051342785,12.00304851,1.40625,0,0,17,19,1,0,-2.969230859,2.48516066,0,0.340926587,0
0.005806207,26.20294102,1.6875,0,0,17,23,1,0,-5.148827761,3.265871657,0,0.523248144,0
0.063471476,16.51832719,1.7578125,0,0,17,24,1,0,-2.757164671,2.804470503,0,0.564070138,0
0.019524016,17.8718801,1.7578125,0,0,17,24,1,0,-3.936109981,2.883228533,0,0.564070138,0
0.103875804,17.06162512,1.8984375,0,0,17,26,1,0,-2.264559286,2.836831797,0,0.641031179,0
0.006003809,25.12666557,1.96875,0,0,17,28,0,0,-5.115361178,3.223929656,#NAME?,0.677398824,0
0.004804901,27.20294102,1.96875,0,0,17,27,1,0,-5.33811884,3.303325093,0,0.677398824,0
0.767412056,23.96539788,1.96875,0,0,17,27,1,0,-0.264731391,3.176611035,0,0.677398824,0
0.028648682,20.63005194,2.0390625,0,0,17,28,1,0,-3.55264784,3.026748845,0,0.712490143,0
0.025956126,21.25657536,2.0390625,0,0,17,28,1,0,-3.651347628,3.056666276,0,0.712490143,0
0.000763529,21.01226651,2.4609375,0,0,17,34,1,0,-7.177559451,3.045106387,0,0.900542375,0
0.004422817,35.12077014,2.53125,0,0,17,36,0,0,-5.420978456,3.558792697,#NAME?,0.928713252,0
0,36.04678412,2.6015625,0,0,17,37,0,0,#NAME?,3.584817654,#NAME?,0.956112226,0
0.035790986,27.78442362,2.953125,0,0,17,41,1,0,-3.330059205,3.324475562,0,1.082863932,0
0.010374084,32.27469895,3.0234375,0,0,17,42,1,0,-4.568444506,3.474283609,0,1.106394429,0
0.002128283,44.14748011,3.1640625,0,0,17,44,1,0,-6.152439728,3.78753585,0,1.151856803,0
0.000383486,48.27007354,3.4453125,0,0,17,48,1,0,-7.866207444,3.876811773,0,1.237014612,0
0.002036234,48.51005336,3.5859375,0,0,17,50,1,0,-6.196653256,3.881771062,0,1.277019946,0
0.013975177,41.81569953,4.21875,0,0,17,59,1,0,-4.270472595,3.733271856,0,1.439538876,0
0.011221426,25.08897233,2.89453125,0,0,18,39,0,0,-4.489930292,3.2224284,#NAME?,1.062823181,1
0,15.93524387,1.85546875,0,0,18,25,0,0,#NAME?,2.768533252,#NAME?,0.61813736,1
0.000799779,46.45292985,4.15625,0,0,18,55,1,0,-7.131175118,3.838439539,0,1.424613225,1
0.005910864,20.47091055,1.55859375,0,0,18,20,1,0,-5.130963265,3.019004881,0,0.443783972,1
0.016839228,18.43908891,1.0390625,0,0,18,13,1,0,-4.084044114,2.914472809,0,0.038318864,1
0.001243716,63.41885577,4.75,0,0,18,64,0,0,-6.689651607,4.149761227,#NAME?,1.558144618,1
0.001310766,36.67424164,2.59765625,0,0,18,34,1,0,-6.63714358,3.602074646,0,0.954609596,1
0.166407909,10.29805177,2.89453125,0,0,18,39,0,0,-1.793313222,2.331954729,#NAME?,1.062823181,1
0.011358184,10.62389092,1.70703125,0,0,18,22,1,0,-4.477816738,2.363105325,0,0.534755751,1
0.001472351,12.7880831,1.1875,0,0,18,15,1,0,-6.520894836,2.548513729,0,0.171850257,1
0.008917693,14.26751838,1.6328125,0,0,18,21,1,0,-4.719717998,2.657985512,0,0.490303988,1
0.004042291,10.06300421,1.26171875,0,0,18,16,1,0,-5.510943669,2.308865749,0,0.232474879,1
0.002574151,11.00721156,1.484375,0,0,18,19,1,0,-5.962235508,2.398550654,0,0.394993808,1
0.008160214,13.2209713,1.9296875,0,0,18,26,0,0,-4.808484885,2.581804304,#NAME?,0.657358073,1
0.00828872,8.339019158,0.96484375,0,0,18,12,1,0,-4.792859725,2.120945602,0,-0.035789108,1
0.019943494,8.713772367,0.96484375,0,0,18,12,1,0,-3.914852304,2.164904805,0,-0.035789108,1
0.018938265,8.207945024,1.1875,0,0,18,15,1,0,-3.9665708,2.105102591,0,0.171850257,1
0.017954847,11.94223301,0.890625,0,0,18,11,1,0,-4.019895173,2.48008111,0,-0.115831816,1
0.003254756,23.47497814,3.7109375,0,0,18,49,1,0,-5.727637968,3.155935094,0,1.31128454,1
0.029486099,9.795740869,0.81640625,0,0,18,10,1,0,-3.523836347,2.281947686,0,-0.202843193,1
0.026269261,19.80865205,1.0390625,0,0,18,13,1,0,-3.639355807,2.986118814,0,0.038318864,1
0.666811468,19.34016062,1.484375,0,0,18,19,1,0,-0.40524793,2.962183795,0,0.394993808,1
0.317321191,15.30244377,2.96875,0,0,18,39,1,0,-1.147840797,2.728012539,0,1.088140989,1
0.007597844,21.26029163,1.484375,0,0,18,19,1,0,-4.879890756,3.05684109,0,0.394993808,1
0.025138858,14.00940655,1.55859375,0,0,18,20,1,0,-3.683340502,2.639729,0,0.443783972,1
0.011380825,12.81038196,1.11328125,0,0,18,14,1,0,-4.475825357,2.550255933,0,0.107311736,1
0.009673732,32.62711435,2.8203125,0,0,18,38,0,0,-4.638341108,3.485143671,#NAME?,1.036847694,1
0.055296169,34.72333817,4.15625,0,0,18,55,1,0,-2.89505165,3.547412031,0,1.424613225,1
0.010411795,16.72674364,2.74609375,0,0,18,36,1,0,-4.564815981,2.817008854,0,1.010179447,1
0.008408086,15.28802233,3.1171875,0,0,18,41,1,0,-4.778561417,2.727069668,0,1.136931153,1
0.010003948,16.4642492,0.81640625,0,0,18,10,1,0,-4.604775464,2.801191315,0,-0.202843193,1
0.034847292,18.08242558,1.3359375,0,0,18,17,1,0,-3.356779849,2.894940504,0,0.289633293,1
0.006694802,23.28481785,2.671875,0,0,18,35,1,0,-5.006423875,3.147801554,0,0.982780473,1
0.010382438,16.00340294,3.04296875,0,0,18,40,1,0,-4.567639554,2.772801383,0,1.112833601,1
0.438655222,10.44160523,1.484375,0,0,18,19,1,0,-0.824041546,2.345798328,0,0.394993808,1
0.004505927,15.68310157,2.59765625,0,0,18,34,1,0,-5.402361638,2.7525838,0,0.954609596,1
0.008706577,19.58419287,2.2265625,0,0,18,29,1,0,-4.743676562,2.974722755,0,0.800458916,1
0.039393927,11.86378544,1.78125,0,0,18,24,0,0,-3.234143612,2.47349052,#NAME?,0.577315365,1
0.009127744,18.96646618,1.70703125,0,0,18,23,0,0,-4.696436712,2.942672482,#NAME?,0.534755751,1
0.011093134,10.37889346,1.11328125,0,0,18,14,1,0,-4.501428921,2.339774269,0,0.107311736,1
0.270887516,12.49389161,2.2265625,0,0,18,29,1,0,-1.306051614,2.525239854,0,0.800458916,1
0.04566194,21.05581816,1.9296875,0,0,18,25,1,0,-3.086490151,3.047176919,0,0.657358073,1
0.435880052,24.1957384,3.63671875,0,0,18,48,1,0,-0.830388184,3.186176518,0,1.291081833,1
0.017237905,13.97117224,1.78125,0,0,18,23,1,0,-4.060644541,2.636996081,0,0.577315365,1
0.007597604,33.96594402,3.33984375,0,0,18,44,1,0,-4.879922345,3.525358376,0,1.205924024,1
0.02340935,13.25651888,1.26171875,0,0,18,16,1,0,-3.754619764,2.584489422,0,0.232474879,1
0.026529311,14.21221258,1.11328125,0,0,18,14,1,0,-3.629505082,2.654101636,0,0.107311736,1
0.024395412,12.43492224,1.41015625,0,0,18,18,1,0,-3.713360197,2.520508824,0,0.343700514,1
0.035749554,15.52675432,1.78125,0,0,18,24,0,0,-3.331217485,2.742564621,#NAME?,0.577315365,1
0.000840753,20.75634636,3.19140625,0,0,18,43,0,0,-7.081212639,3.032852049,#NAME?,1.16046165,1
0.007428911,36.12142239,2.59765625,0,0,18,34,1,0,-4.902375999,3.586886107,0,0.954609596,1
0.005238858,19.86127568,1.9296875,0,0,18,25,1,0,-5.251651743,2.98877189,0,0.657358073,1
0.441652743,14.25844358,2.078125,0,0,18,27,1,0,-0.817231355,2.657349263,0,0.731466045,1
0.008802843,25.02996409,1.85546875,0,0,18,25,0,0,-4.732680541,3.220073671,#NAME?,0.61813736,1
0.000101278,54.23098745,4.15625,0,0,18,55,1,0,-9.197641347,3.993252469,0,1.424613225,1
0.001136577,31.20094863,3.33984375,0,0,18,44,1,0,-6.779734165,3.440448499,0,1.205924024,1
0.417207353,22.57916899,2.671875,0,0,18,35,1,0,-0.874171931,3.117027755,0,0.982780473,1
0.001801182,42.72001873,3.1171875,0,0,18,41,1,0,-6.319312163,3.754667633,0,1.136931153,1
0.022185946,17.38977081,2.2265625,0,0,18,29,1,0,-3.808296254,2.855882149,0,0.800458916,1
0.005664496,39.74174826,4.15625,0,0,18,55,1,0,-5.173537356,3.682402229,0,1.424613225,1
0.003591018,25.05027466,3.93359375,0,0,18,53,0,0,-5.629319551,3.220884792,#NAME?,1.369553448,1
0.025314458,25.7503876,3.19140625,0,0,18,42,1,0,-3.676379584,3.248449679,0,1.16046165,1
0.012656099,19.90645932,2.15234375,0,0,18,28,1,0,-4.369616046,2.991044268,0,0.766557365,1
0.38303658,22.45259107,3.78515625,0,0,18,50,1,0,-0.959624785,3.111406023,0,1.331087167,1
0.021992734,12.46456949,1.41015625,0,0,18,18,1,0,-3.817043153,2.522890179,0,0.343700514,1
0.250218182,11.82666193,1.85546875,0,0,18,24,1,0,-1.385422014,2.470356468,0,0.61813736,1
0.456056045,17.85241044,2.8203125,0,0,18,37,1,0,-0.785139571,2.882138538,0,1.036847694,1
0.412898226,18.71480108,1.9296875,0,0,18,25,1,0,-0.884554143,2.929314712,0,0.657358073,1
0.02086627,25.54389312,3.1171875,0,0,18,41,1,0,-3.869621299,3.240398271,0,1.136931153,1
0.062999023,28.0675311,4.08203125,0,0,18,55,0,0,-2.764636061,3.334613431,#NAME?,1.40659472,1
0.408267964,18.60582468,2.078125,0,0,18,27,1,0,-0.895831546,2.923474687,0,0.731466045,1
0.013507425,28.4124775,3.7109375,0,0,18,49,1,0,-4.304515745,3.346828397,0,1.31128454,1
0.063885387,19.74765726,1.41015625,0,0,18,19,0,0,-2.750664629,2.983034865,#NAME?,0.343700514,1
0.003629954,25.40075756,1.78125,0,0,18,23,1,0,-5.618535303,3.234778999,0,0.577315365,1
0.019523481,26.32487063,1.9296875,0,0,18,25,1,0,-3.936137384,3.270514144,0,0.657358073,1
0.02374394,21.02271555,1.26171875,0,0,18,16,1,0,-3.740427939,3.045603546,0,0.232474879,1
0.036905764,14.0822922,2.89453125,0,0,18,38,1,0,-3.299387534,2.644918136,0,1.062823181,1
0,5.099215022,2.15234375,0,0,18,28,1,0,#NAME?,1.629086611,0,0.766557365,1
0.00706623,48.64876635,3.63671875,0,0,18,48,1,0,-4.95242818,3.884626451,0,1.291081833,1
0.032589466,13.30229932,1.1953125,0,0,18,16,1,0,-3.423766172,2.587936901,0,0.178407657,1
0.003579527,18.43908891,1.0390625,0,0,18,13,1,1,-5.63252461,2.914472809,0,0.038318864,1
0.244958799,9.980421622,1.6328125,0,0,18,21,1,1,-1.40666525,2.300625336,0,0.490303988,1
0.281359007,9.601253895,1.0390625,0,0,18,13,1,1,-1.26812382,2.261893704,0,0.038318864,1
0.087788178,10.36633984,1.0390625,0,0,18,13,1,1,-2.432828434,2.338564003,0,0.038318864,1
0.326482925,19.02278637,2.8203125,0,0,18,37,1,1,-1.119377629,2.945637543,0,1.036847694,1
0.217732219,25.7660749,2.59765625,0,0,18,34,1,1,-1.524489324,3.2490587,0,0.954609596,1
0.009049591,21.26329571,1.78125,0,0,18,23,1,1,-4.705035716,3.05698238,0,0.577315365,1
0.000383236,25.92884901,4.15625,0,0,18,55,1,1,-7.866859571,3.25535621,0,1.424613225,1
0.054917132,15.26568766,2.00390625,0,0,18,26,1,1,-2.901929921,2.725607673,0,0.695098401,1
0.003691606,33.53917635,3.63671875,0,0,18,48,1,0,-5.601693685,3.512714199,0,1.291081833,1
0.006755891,27.21415291,3.48828125,0,0,18,46,1,0,-4.997340414,3.303737166,0,1.249409136,1
0.003354201,10.71646375,1.3359375,0,0,18,17,1,0,-5.697541689,2.371781227,0,0.289633293,1
0.201179699,18.50488388,2.078125,0,0,18,28,0,0,-1.603556745,2.918034691,#NAME?,0.731466045,1
0.025572166,24.27875,3.1171875,0,0,18,41,1,0,-3.666250785,3.189601482,0,1.136931153,1
0.016543155,16.34261992,2.00390625,0,0,18,26,1,0,-4.101782858,2.793776414,0,0.695098401,1
0.000848621,31.69556545,2.30078125,0,0,18,31,0,0,-7.071897879,3.45617678,#NAME?,0.833248739,1
0.013396431,14.29140767,0.81640625,0,0,18,10,1,0,-4.312766951,2.659658494,0,-0.202843193,0
0.032367192,7.52371849,1.0390625,0,0,18,13,1,0,-3.430609962,2.018060496,0,0.038318864,0
0.095292609,9.150875353,1.11328125,0,0,18,14,1,0,-2.350803026,2.213849542,0,0.107311736,0
0.004532639,16.98079924,1.11328125,0,0,18,14,1,0,-5.396450948,2.832083249,0,0.107311736,0
0.017136558,17.67695865,1.41015625,0,0,18,18,1,0,-4.066541203,2.87226202,0,0.343700514,0
0.023927165,20.52918571,1.55859375,0,0,18,21,0,0,-3.732740855,3.021847567,#NAME?,0.443783972,0
0.010649144,22.20360331,1.55859375,0,0,18,20,1,0,-4.542275766,3.100254587,0,0.443783972,0
0.008254941,22.95507125,1.78125,0,0,18,23,1,0,-4.796943349,3.133538882,0,0.577315365,0
0.006515838,24.59674775,1.78125,0,0,18,23,1,0,-5.03351945,3.202614229,0,0.577315365,0
0.01202587,16.51201879,1.85546875,0,0,18,24,1,0,-4.420695116,2.804088527,0,0.61813736,0
0.032899056,22.50095938,1.85546875,0,0,18,24,1,0,-3.414311315,3.113557947,0,0.61813736,0
0.009216575,16.22999647,1.9296875,0,0,18,26,0,0,-4.686751785,2.786861164,#NAME?,0.657358073,0
0.00557701,19.5091803,2.15234375,0,0,18,29,0,0,-5.189102488,2.970885139,#NAME?,0.766557365,0
0.021986747,23.77159771,2.30078125,0,0,18,30,1,0,-3.817315416,3.168491495,0,0.833248739,0
0.002711146,30.14962686,2.30078125,0,0,18,31,0,0,-5.910383855,3.406172547,#NAME?,0.833248739,0
0.005400859,31.32091953,2.375,0,0,18,31,1,0,-5.221197264,3.44428623,0,0.864997437,0
0.001793391,17.85563197,2.59765625,0,0,18,34,1,0,-6.323647038,2.882318975,0,0.954609596,0
0.002351086,28.53895431,2.96875,0,0,18,39,1,0,-6.05287793,3.351269972,0,1.088140989,0
0.023032716,21.42108031,3.33984375,0,0,18,45,0,0,-3.770839639,3.064375498,#NAME?,1.205924024,0
0.000342626,23.65437569,3.33984375,0,0,18,44,1,0,-7.978871085,3.163548116,0,1.205924024,0
0.001432545,47.67598976,3.63671875,0,0,18,48,1,0,-6.548302696,3.864427912,0,1.291081833,0
0.001330022,75.8827223,6.30859375,0,0,18,84,1,0,-6.622559796,4.329189021,0,1.841912791,0
0.270862523,19.98714723,3.125,0,0,19,39,1,0,-1.306143882,2.995089428,0,1.139434283,1
0.000692451,45.88027899,3.515625,0,0,19,44,1,0,-7.275273081,3.826035373,0,1.257217319,1
0.00059418,48.46648326,3.671875,0,0,19,46,1,0,-7.428328254,3.880872492,0,1.300702431,1
0.023023815,24.60081838,1.875,0,0,19,24,0,0,-3.771226164,3.20277971,#NAME?,0.628608659,1
0.274813229,9.281194427,1.640625,0,0,19,20,1,0,-1.291663579,2.227990248,0,0.495077267,1
0.012828312,6.70434066,1.953125,0,0,19,24,1,0,-4.356100676,1.902755176,0,0.669430654,1
0.139098567,24.04278639,2.8125,0,0,19,35,1,0,-1.972572482,3.179835009,0,1.034073768,1
0.020669449,12.51504292,2.578125,0,0,19,32,1,0,-3.879098563,2.526931354,0,0.947062391,1
0.084613369,10.66517744,1.71875,0,0,19,21,1,0,-2.469662999,2.366983989,0,0.541597282,1
0.007770688,12.53438178,1.5625,0,0,19,19,1,0,-4.857396573,2.528475411,0,0.446287103,1
0.091501351,10.66639196,1.25,0,0,19,15,1,0,-2.391401542,2.36709786,0,0.223143551,1
0.012972792,13.73391602,1.09375,0,0,19,13,1,0,-4.344901038,2.619868395,0,0.089612159,1
0.003974116,8.265816307,1.5625,0,0,19,19,1,0,-5.527952946,2.112128493,0,0.446287103,1
0.009017943,10.60334513,1.875,0,0,19,23,1,0,-4.70853902,2.36116953,0,0.628608659,1
0.009729235,13.5638,2.03125,0,0,19,25,1,0,-4.632620009,2.607404479,0,0.708651367,1
0.069265961,6.974983448,1.09375,0,0,19,13,1,0,-2.669801677,1.942329955,0,0.089612159,1
0.012745634,8.640069286,1.171875,0,0,19,14,1,0,-4.362566497,2.156410602,0,0.15860503,1
0.012214869,11.22674407,1.015625,0,0,19,12,1,0,-4.405101299,2.418298795,0,0.015504187,1
0.007273709,10.90720534,1.25,0,0,19,15,1,0,-4.923488939,2.389423611,0,0.223143551,1
0.001706853,6.671662123,1.328125,0,0,19,16,1,0,-6.373103955,1.897869023,0,0.283768173,1
0.000589652,10.54764471,1.5625,0,0,19,19,1,0,-7.435978026,2.355902585,0,0.446287103,1
0.025326875,7.70510585,1.25,0,0,19,15,1,0,-3.675889194,2.041883207,0,0.223143551,1
0.010879634,24.93725456,2.1875,0,0,19,27,1,0,-4.520862678,3.216362852,0,0.782759339,1
0.020097793,27.21728637,3.59375,0,0,19,45,1,0,-3.907145271,3.3038523,0,1.279196226,1
0.066112656,15.30262746,1.953125,0,0,19,24,1,0,-2.716395083,2.728024543,0,0.669430654,1
0.012462897,46.57252409,3.671875,0,0,19,46,1,0,-4.384999289,3.841010755,0,1.300702431,1
0.023069606,23.67925798,3.203125,0,0,19,40,1,0,-3.769239285,3.164599474,0,1.164126896,1
0.044638629,20.34602616,1.328125,0,0,19,16,1,0,-3.109155674,3.012885618,0,0.283768173,1
0.056451461,16.8435541,2.03125,0,0,19,25,1,0,-2.874374107,2.823968038,0,0.708651367,1
0.008078742,18.43908891,1.09375,0,0,19,13,1,0,-4.818519112,2.914472809,0,0.089612159,1
0.001233411,35.48552402,5.46875,0,0,19,69,1,0,-6.697971777,3.569124839,0,1.699050071,1
0.060886508,13.35355448,1.71875,0,0,19,22,0,0,-2.798743672,2.591782603,#NAME?,0.541597282,1
0.018792316,26.41199679,2.03125,0,0,19,25,1,0,-3.974307216,3.273818331,0,0.708651367,1
0.006030406,28.8473012,4.296875,0,0,19,54,1,0,-5.11094094,3.362016443,0,1.457888014,1
0.016837108,17.48587695,2.578125,0,0,19,33,0,0,-4.084170019,2.861393524,#NAME?,0.947062391,1
0.075195066,19.00965194,2.890625,0,0,19,36,1,0,-2.587669662,2.944946847,0,1.061472742,1
0.007417106,14.9805931,3.4375,0,0,19,44,0,0,-4.903966325,2.70675557,#NAME?,1.234744463,1
0.01326102,16.84332912,1.5625,0,0,19,20,0,0,-4.322926374,2.82395468,#NAME?,0.446287103,1
0.014186746,17.97812889,1.640625,0,0,19,21,0,0,-4.255447131,2.889155957,#NAME?,0.495077267,1
0.450336689,20.36055293,3.671875,0,0,19,46,1,0,-0.797759778,3.013599349,0,1.300702431,1
0.012165088,13.6722492,1.25,0,0,19,15,1,0,-4.409185069,2.615368173,0,0.223143551,1
0.052810561,15.21493274,1.875,0,0,19,23,1,0,-2.941044089,2.722277363,0,0.628608659,1
0.018346929,17.9649859,1.796875,0,0,19,22,1,0,-3.998293075,2.888424636,0,0.586049045,1
0.2734641,10.60575376,1.953125,0,0,19,25,0,0,-1.296584927,2.361396661,#NAME?,0.669430654,1
0.000160245,59.68249325,4.765625,0,0,19,60,1,0,-8.738806664,4.089038732,0,1.561428693,1
0.013243883,20.17922581,2.734375,0,0,19,34,1,0,-4.324219494,3.00465365,0,1.005902891,1
0.014425551,19.67448909,3.671875,0,0,19,46,1,0,-4.23875427,2.979322826,0,1.300702431,1
0,27.12248725,2.96875,0,0,19,38,0,0,#NAME?,3.300363172,#NAME?,1.088140989,1
0.061375634,16.81211921,2.109375,0,0,19,26,1,0,-2.790742363,2.822100008,0,0.746391695,1
0.046294192,22.59387107,3.515625,0,0,19,45,0,0,-3.072738769,3.117678678,#NAME?,1.257217319,1
0.008826935,32.79503668,3.75,0,0,19,47,1,0,-4.729947437,3.490277183,0,1.32175584,1
0.024372087,16.11982051,2.03125,0,0,19,25,1,0,-3.714316777,2.780049602,0,0.708651367,1
0.443385281,14.1228021,2.1875,0,0,19,28,0,0,-0.813316178,2.647790661,#NAME?,0.782759339,1
0.020024057,11.12998489,2.03125,0,0,19,25,1,0,-3.910820878,2.409642808,0,0.708651367,1
0.014407284,24.69033276,2.65625,0,0,19,33,1,0,-4.240021367,3.206411781,0,0.976915354,1
0.251401516,8.295926222,1.640625,0,0,19,20,1,0,-1.380703953,2.115764578,0,0.495077267,1
0.00110531,59.48108943,4.609375,0,0,19,58,1,0,-6.80762944,4.085658437,0,1.528092273,1
0.053422199,14.63921754,2.1875,0,0,19,27,1,0,-2.929528908,2.68370406,0,0.782759339,1
0.023827069,13.21038274,2.109375,0,0,19,27,0,0,-3.736932992,2.581003092,#NAME?,0.746391695,1
0.017915573,18.963521,3.203125,0,0,19,41,0,0,-4.022084944,2.942517186,#NAME?,1.164126896,1
0.008450676,25.25277335,3.828125,0,0,19,48,1,0,-4.773508841,3.228935985,0,1.342375127,1
0.048144913,16.66483776,2.578125,0,0,19,32,1,0,-3.033539795,2.813300976,0,0.947062391,1
0.000982794,66.30639862,7.421875,0,0,19,95,0,0,-6.925111022,4.194286403,#NAME?,2.004431721,1
0.004321871,20.86501774,4.140625,0,0,19,53,0,0,-5.444066869,3.038073964,#NAME?,1.420846743,1
