curvature,strokewidth,density,x,y,w,h,distance,letterReversal,class
0.441030264,33.45063899,6.1171875,0,0,28,53,1,1,1
0.341022909,16.87213958,3.171875,0,0,28,27,1,,1
0.000758326,24.7096039,2.71875,0,0,28,23,1,,1
0.011230013,11.89179613,4.64453125,0,0,28,40,1,,1
0.010900448,14.60278042,1.01953125,0,0,28,9,0,,1
0.005309106,24.46423802,3.05859375,0,0,28,26,1,,1
0.006065181,13.8939684,2.0390625,0,0,28,18,0,,1
0.000800608,54.58937626,5.6640625,0,0,28,49,1,,1
0.010965997,25.42426227,4.3046875,0,0,28,37,1,,1
0.266602559,25.50581521,4.41796875,0,0,28,38,1,,1
0.010494894,19.02638832,3.171875,0,0,28,28,0,,1
0.153613807,18.72396928,3.3984375,0,0,28,30,0,,1
0.014093018,13.761386,3.3984375,0,0,28,30,0,,1
0.009084605,16.68872533,0.79296875,0,0,28,6,1,,0
0.024023325,14.15050872,1.359375,0,0,28,12,0,,0
0.007554132,14.64953328,1.47265625,0,0,28,13,0,,0
0.030708466,16.23687646,1.69921875,0,0,28,15,0,,0
0.013912566,24.7450421,1.8125,0,0,28,15,1,,0
0.014659141,17.58063768,2.0390625,0,0,28,17,1,,0
0.036285962,19.96502449,2.60546875,0,0,28,22,1,,0
0.01958268,24.43200984,2.83203125,0,0,28,25,0,,0
0.452558223,19.31822213,2.83203125,0,0,28,24,1,,0
0.001832082,23.38865357,2.9453125,0,0,28,25,1,,0
0.006347061,28.35689963,3.05859375,0,0,28,26,1,,0
0.432269779,12.49943635,3.171875,0,0,28,27,1,,0
0.358113345,13.97489906,3.3984375,0,0,28,29,1,,0
0.042497345,15.2354524,3.625,0,0,28,31,1,,0
0.011150867,29.8281801,3.73828125,0,0,28,32,1,,0
0.005398891,27.11444188,3.8515625,0,0,28,33,1,,0
0.010272822,29.11335724,3.96484375,0,0,28,34,1,,0
0.000930705,38.94868419,3.96484375,0,0,28,34,1,,0
0.520295317,20.24065631,4.078125,0,0,28,35,1,,0
0.034365518,22.6281928,4.19140625,0,0,28,36,1,,0
0.030395435,26.20260465,4.3046875,0,0,28,38,0,,0
0.001294935,22.78715764,4.41796875,0,0,28,39,0,,0
0.552171372,17.94278504,4.41796875,0,0,28,38,1,,0
0.043393625,26.40532752,4.53125,0,0,28,40,0,,0
0.586927566,15.58439213,4.53125,0,0,28,39,1,,0
0.001040623,26.97727676,4.64453125,0,0,28,41,0,,0
0.161823537,11.33485303,4.64453125,0,0,28,40,1,,0
0.007503376,32.4263102,4.64453125,0,0,28,40,1,,0
0.002205701,24.66884156,4.984375,0,0,28,43,1,,0
0.000599806,32.62911827,4.984375,0,0,28,43,1,,0
0.00328669,48.12960588,5.09765625,0,0,28,45,0,,0
0.010171274,43.28972164,5.09765625,0,0,28,44,1,,0
0.020014449,17.75719316,5.09765625,0,0,28,44,1,,0
0.003626353,47.25051658,5.55078125,0,0,28,49,0,,0
0.00789509,50.33209287,6.45703125,0,0,28,56,1,,0
0.006966088,47.56895279,6.68359375,0,0,28,58,1,,0
0.006669489,28.70392727,6.796875,0,0,28,59,1,,0
0.037574056,42.07765467,8.49609375,0,0,28,74,1,,0
0.002692105,44.2299557,8.609375,0,0,28,75,1,,0
0.021530202,43.24983718,8.94921875,0,0,28,78,1,,0
0.005611648,33.01052393,9.17578125,0,0,28,80,1,,0
0.008725125,61.6604412,9.17578125,0,0,28,80,1,,0
0.00065022,43.66578595,9.96875,0,0,28,87,1,,0
0.055385197,14.45238298,1.40625,0,0,29,12,0,0,1
0.016372112,14.98033012,1.640625,0,0,29,14,0,0,1
0.01961557,18.78995702,1.171875,0,0,29,10,0,0,1
0.010929472,30.11080235,4.453125,0,0,29,37,1,0,1
0.000193241,23.0683069,4.453125,0,0,29,37,1,0,1
0.009504818,24.74299013,5.625,0,0,29,48,0,0,1
0.006918507,45.46588304,5.0390625,0,0,29,43,0,0,1
0.044207659,13.48803418,1.0546875,0,0,29,9,0,0,1
0.003057465,28.01785145,1.171875,0,0,29,9,1,0,1
0.021579303,27.82663068,3.984375,0,0,29,33,1,0,1
0.010224556,20.32692769,2.34375,0,0,29,19,1,0,1
0.006361219,31.30495168,1.9921875,0,0,29,16,1,0,1
0.003704175,43.38814455,6.2109375,0,0,29,52,1,0,1
0.037990709,33.65567389,6.2109375,0,0,29,52,1,0,1
0.004224137,68.24954212,8.0859375,0,0,29,68,1,0,1
0.409193712,30.70144824,5.390625,0,0,29,45,1,0,1
0.004307585,69.35940289,8.0859375,0,0,29,68,1,0,1
0.020463003,11.11271545,1.5234375,0,0,29,13,0,0,1
0.173678396,26.33849341,7.3828125,0,0,29,62,1,0,1
0.003944231,58.87274412,6.6796875,0,0,29,56,1,0,1
0.0094138,41.91990903,7.3828125,0,0,29,62,1,0,1
0.015205325,20.68017569,2.9296875,0,0,29,24,1,0,1
0.15640914,11.12135318,0.9375,0,0,29,7,1,0,1
0.011290842,45.71013347,8.0859375,0,0,29,68,1,0,1
0.478851257,21.67399224,3.1640625,0,0,29,26,1,0,1
0.008943728,40.6239015,6.796875,0,0,29,57,1,0,1
0.003213338,35,3.6328125,0,0,29,30,1,0,1
0.033074312,23.18101925,2.109375,0,0,29,17,1,0,1
0.007757366,28.28427125,1.7578125,0,0,29,14,1,0,1
0.024319233,22.65584488,2.34375,0,0,29,20,0,0,1
0.012520789,23.73013424,4.6875,0,0,29,39,1,0,1
0.139245828,17.34315741,4.8046875,0,0,29,40,1,0,1
0.002941694,25.54138127,4.921875,0,0,29,41,1,0,1
0.020788565,22.2854652,4.1015625,0,0,29,35,0,0,1
0.01270736,34.50048869,6.328125,0,0,29,54,0,0,1
0.017142642,21.4376286,2.34375,0,0,29,19,1,0,1
0.03842771,18.48393473,2.6953125,0,0,29,23,0,0,1
0.276910319,30.83238099,7.734375,0,0,29,66,0,0,1
0.014678461,41.23105626,4.6875,0,0,29,39,1,0,1
0.009239475,28.28427125,0.9375,0,0,29,7,1,0,1
0.002269636,22.18161811,3.28125,0,0,29,28,0,0,1
0.004108221,22.26095039,2.8125,0,0,29,23,1,0,1
0.002473688,29.57301241,4.8046875,0,0,29,40,1,0,1
0.027674374,27.34043709,5.7421875,0,0,29,48,1,0,1
0.011860748,31.30495168,2.4609375,0,0,29,20,1,0,1
0.445372653,41.52639505,8.3203125,0,0,29,70,1,0,1
0.082129007,27.81316506,7.1484375,0,0,29,61,0,0,1
0.002563269,21.24148003,2.4609375,0,0,29,21,0,0,1
0.299371706,26.88434324,5.7421875,0,0,29,48,1,0,1
0.261012415,45.50474504,9.84375,0,0,29,84,0,0,1
0.001798514,61.36764806,7.1484375,0,0,29,61,0,0,1
0.017221248,20.81437029,3.3984375,0,0,29,29,0,0,1
0.038931925,40.73461147,7.03125,0,0,29,59,1,0,1
0.011646249,23.23534084,3.046875,0,0,29,25,1,0,1
0.28365092,19.28282526,3.8671875,0,0,29,32,1,0,1
0.033566295,14.89579946,3.28125,0,0,29,27,1,0,1
0.327998838,16.8376403,3.28125,0,0,29,27,1,0,1
0.005163815,40.31394344,5.859375,0,0,29,50,0,0,1
0.001277727,66.24260845,8.4375,0,0,29,71,1,0,1
0.427877053,18.86334952,5.2734375,0,0,29,44,1,0,1
0.398404738,25.45821623,6.09375,0,0,29,51,1,0,1
0.145023394,20.60461153,3.28125,0,0,29,27,1,0,1
0.005904628,86.82296416,11.6015625,0,0,29,99,0,0,1
0.336805759,19.41352119,3.75,0,0,29,31,1,0,1
0.014439925,42.62261896,7.6171875,0,0,29,64,1,0,1
0.271053408,17.81362427,3.3984375,0,0,29,28,1,0,1
0.437567156,16.73506084,3.8671875,0,0,29,32,1,0,1
0.009587523,18.66420724,3.3984375,0,0,29,29,0,0,1
0.406056429,17.10764934,3.28125,0,0,29,27,1,0,1
0.246946322,17.37246924,4.6875,0,0,29,40,0,0,1
0.302624588,28.45979434,4.453125,0,0,29,37,1,0,1
0.012020911,33.76333661,6.6796875,0,0,29,56,1,0,1
0.005138433,38.97992049,6.796875,0,0,29,57,1,0,1
0.012046527,32.98475694,6.2109375,0,0,29,52,1,0,1
0.000747657,16.63520767,4.1015625,0,0,29,34,1,0,1
0.054395124,25.88591731,5.7421875,0,0,29,49,0,0,1
0.063830914,25.29511771,10.6640625,0,0,29,90,1,0,1
0.131142944,19.54741381,5.7421875,0,0,29,48,1,0,1
0.002785157,18.44609261,2.6953125,0,0,29,22,1,0,1
0.312695531,16.48502995,5.2734375,0,0,29,44,1,0,1
0.364784278,16.55666848,2.9296875,0,0,29,24,1,0,1
0.339865642,33.51494525,6.4453125,0,0,29,54,1,1,1
0.034056989,26.13366083,2.109375,0,0,29,18,0,1,1
0.030329095,14.41049258,3.046875,0,0,29,25,1,1,1
0.003624177,46.32498483,5.2734375,0,0,29,44,1,1,1
0.023173289,13.81656428,2.9296875,0,0,29,25,0,1,1
0.009771189,26.56527927,5.15625,0,0,29,44,0,1,1
0.13096795,16.7732867,1.7578125,0,0,29,15,0,1,1
0.010801502,36.21777097,3.984375,0,0,29,33,1,1,1
0.005373946,48.38388161,5.625,0,0,29,47,1,1,1
0.002767805,30.8058436,3.1640625,0,0,29,26,1,1,1
0.021066566,20.40027725,4.6875,0,0,29,39,1,1,1
0.433531745,17.00454944,4.21875,0,0,29,35,1,1,1
0.002716339,20.78038527,7.265625,0,0,29,62,0,1,1
0.43378026,32.20034165,5.7421875,0,0,29,48,1,1,1
0.028062494,38.43555933,4.6875,0,0,29,39,1,1,1
0.003003525,49.71350834,5.859375,0,0,29,50,0,1,1
0.364784278,16.55666848,2.9296875,0,0,29,24,1,1,1
0.00175209,26.48206971,3.8671875,0,0,29,32,1,,1
0,18.21784605,2.4609375,0,0,29,21,0,,1
0.016369765,27.4343632,4.21875,0,0,29,35,1,,1
0.452432168,26.30148146,3.8671875,0,0,29,32,1,,1
0.069075582,24.4351869,5.5078125,0,0,29,46,1,,1
0.017058132,23.68502453,2.34375,0,0,29,19,1,,1
0.009000686,34.38017308,6.328125,0,0,29,53,1,,1
0.007882408,34.3251954,5.625,0,0,29,47,1,,1
0.016264083,31.56835658,4.453125,0,0,29,37,1,,1
0.021865667,20.18248713,3.28125,0,0,29,27,1,,1
0.037727905,17.17626661,3.046875,0,0,29,25,1,,1
0.387774847,22.90850106,5.2734375,0,0,29,44,1,,1
0.019996854,32.53271122,7.1484375,0,0,29,61,0,,1
0.006347807,30.00528886,4.5703125,0,0,29,38,1,,1
0.012756465,19.73230557,0.9375,0,0,29,7,1,,0
0.011402737,28.44292531,1.0546875,0,0,29,8,1,,0
0.016027218,19.44344521,1.9921875,0,0,29,17,0,,0
0.335606382,12.16031264,2.34375,0,0,29,20,0,,0
0.031898656,13.61450622,2.4609375,0,0,29,20,1,,0
0.019947964,18.78112492,2.4609375,0,0,29,20,1,,0
0.03094598,18.58564818,2.578125,0,0,29,21,1,,0
0.454128334,19.7298748,2.9296875,0,0,29,24,1,,0
0.013901965,15.17334273,3.046875,0,0,29,25,1,,0
0.001544079,31.30495168,3.1640625,0,0,29,26,1,,0
0.379752174,16.19385286,3.1640625,0,0,29,27,0,,0
0.008503663,16.55688271,3.1640625,0,0,29,26,1,,0
0.324496327,18.8777211,3.28125,0,0,29,28,0,,0
0.030593952,20.35451613,3.28125,0,0,29,27,1,,0
0.014316407,25.14770395,3.28125,0,0,29,28,0,,0
0.017173127,21.26069082,3.3984375,0,0,29,29,0,,0
0.009752022,30.69432566,3.6328125,0,0,29,30,1,,0
0.002948139,36.79673899,3.75,0,0,29,31,1,,0
0.025435914,23.32693872,3.8671875,0,0,29,32,1,,0
0.009242367,22.10370637,3.8671875,0,0,29,32,1,,0
0.001097019,42.43819035,4.3359375,0,0,29,36,1,,0
0.006513436,25.12034479,4.3359375,0,0,29,36,1,,0
0.003458766,28.82901662,4.3359375,0,0,29,37,0,,0
0.264850302,19.22748089,4.453125,0,0,29,38,0,,0
0.027618618,20.95603551,4.6875,0,0,29,40,0,,0
0.026366745,23.68951025,4.6875,0,0,29,40,0,,0
0.016229959,26.7989678,4.6875,0,0,29,39,1,,0
0.025183455,34.5169669,4.8046875,0,0,29,40,1,,0
0.008395316,29.6465739,4.8046875,0,0,29,40,1,,0
0.377735607,23.70832459,5.0390625,0,0,29,43,0,,0
0.016344818,22.0198629,5.0390625,0,0,29,42,1,,0
0.006780446,40.71916275,5.2734375,0,0,29,44,1,,0
0.381203492,24.19032409,5.2734375,0,0,29,45,0,,0
0.00606853,34.43719637,5.625,0,0,29,47,1,,0
0.285902492,27.81402986,5.859375,0,0,29,50,0,,0
0.468542901,29.94808416,6.09375,0,0,29,51,1,,0
0.010226191,50.88488851,6.328125,0,0,29,53,1,,0
0.008881285,44.43298508,7.03125,0,0,29,59,1,,0
0.006680234,28.48858991,7.265625,0,0,29,61,1,,0
0.415263453,41.65487538,9.140625,0,0,29,77,1,,0
0.295759636,46.21094188,10.546875,0,0,29,89,1,,0
0.269969026,45.80590062,10.8984375,0,0,29,92,1,,0
0.14023625,17.30530988,3.6328125,0,0,30,30,0,0,1
0.0156365,17.36042487,2.05859375,0,0,30,17,0,0,1
0.015498089,26.53251324,3.1484375,0,0,30,26,0,0,1
0.371406056,18.0219096,3.26953125,0,0,30,27,0,0,1
0.001023665,25.78873299,5.44921875,0,0,30,44,1,0,1
0.002025852,23.77427156,1.08984375,0,0,30,8,1,0,1
0.003356518,58.77868618,10.8984375,0,0,30,89,1,0,1
0.074924268,16.03127029,1.33203125,0,0,30,11,0,0,1
0.003463598,21.70834898,1.08984375,0,0,30,8,1,0,1
0.001406164,80.14445828,10.05078125,0,0,30,82,1,0,1
0.0152294,46.48202766,5.44921875,0,0,30,44,1,0,1
0.034828026,11.93822381,1.0546875,0,0,30,8,1,0,1
0.005418141,28.00508236,6.78125,0,0,30,56,0,0,1
0.020449222,20.72447361,4.72265625,0,0,30,38,1,0,1
0.013041192,41.63801121,4.359375,0,0,30,35,1,0,1
0.007588599,22.30276459,4.23828125,0,0,30,34,1,0,1
0.20710226,15.17209504,8.83984375,0,0,30,72,1,0,1
0.014471451,31.58070857,5.93359375,0,0,30,48,1,0,1
0.023613027,32.40251379,2.78515625,0,0,30,22,1,0,1
0.008712649,37.46407355,8.59765625,0,0,30,70,1,0,1
0.085224487,24.20535146,3.875,0,0,30,32,0,0,1
0.012579245,48.75641254,5.5703125,0,0,30,45,1,0,1
0.002373563,35.95087291,4.84375,0,0,30,39,1,0,1
0.008898042,31.5186011,3.75390625,0,0,30,30,1,0,1
0.001872275,22.71545893,2.54296875,0,0,30,20,1,0,1
0.004559279,35.86265154,4.48046875,0,0,30,36,1,0,1
0.014951249,32.34241035,3.02734375,0,0,30,24,1,0,1
0.30346892,16.50956744,3.1484375,0,0,30,26,0,0,1
0.000918998,36.56089094,4.96484375,0,0,30,40,1,0,1
0.002750008,40.48011175,6.0546875,0,0,30,49,1,0,1
0.015240141,17.58691857,5.8125,0,0,30,48,0,0,1
0.011431005,37.92828676,5.69140625,0,0,30,47,0,0,1
0.004401152,43.97339134,5.44921875,0,0,30,45,0,0,1
0.003185522,38.01315562,4.48046875,0,0,30,36,1,0,1
0.007648572,39.05425181,4.6015625,0,0,30,37,1,0,1
0.00230069,49.3266891,5.93359375,0,0,30,48,1,0,1
0,37.17907989,4.96484375,0,0,30,40,1,0,1
0.375582068,35.10144971,5.69140625,0,0,30,46,1,0,1
0.33926241,28.01642,1.33203125,0,0,30,10,1,0,1
0.004068642,24.60648791,5.0859375,0,0,30,42,0,0,1
0.036895474,19.77328379,3.02734375,0,0,30,25,0,0,1
0.001930106,32.93648728,5.69140625,0,0,30,47,0,0,1
0.53891084,24.25308863,4.1171875,0,0,30,33,1,0,1
0.003291823,34.77564468,5.8125,0,0,30,47,1,0,1
0.03646577,26.13248777,5.5703125,0,0,30,45,1,0,1
0.00264712,21.74431307,3.51171875,0,0,30,29,0,0,1
0.011584384,34.76048397,5.8125,0,0,30,47,1,0,1
0.227705201,16.2010019,3.26953125,0,0,30,26,1,0,1
0.004029668,44.26932169,5.5703125,0,0,30,46,0,0,1
0.015508915,20.21585303,3.02734375,0,0,30,24,1,0,1
0.017284725,23.15092401,2.1796875,0,0,30,17,1,0,1
0.014441677,36.20878221,4.23828125,0,0,30,34,1,0,1
0.000110226,40.37795261,5.0859375,0,0,30,42,0,0,1
0.006122691,31.06446604,3.75390625,0,0,30,30,1,0,1
0.147310861,47.91230382,11.98828125,0,0,30,99,0,0,1
0.252522436,31.08171988,6.5390625,0,0,30,53,1,0,1
0.003961602,36.80750251,8.4765625,0,0,30,70,0,0,1
0.002035989,27.06509548,6.0546875,0,0,30,49,1,0,1
0.364006047,26.21068037,10.4140625,0,0,30,86,0,0,1
0.324353348,21.40892248,4.6015625,0,0,30,37,1,0,1
0.004766203,33.30165161,3.6328125,0,0,30,29,1,0,1
0.275998403,29.91420472,7.14453125,0,0,30,58,1,0,1
0.348656318,19.08211813,3.51171875,0,0,30,28,1,0,1
0.006553392,20.80980224,3.6328125,0,0,30,29,1,0,1
0.001480457,42.75535172,6.0546875,0,0,30,49,1,0,1
0.013886316,36.916088,4.6015625,0,0,30,37,1,0,1
0.005978515,35.71549361,4.6015625,0,0,30,38,0,0,1
0.001069829,25.90739551,5.20703125,0,0,30,42,1,0,1
0.293413419,19.94998005,3.6328125,0,0,30,29,1,0,1
0.322902745,17.73376122,4.48046875,0,0,30,37,0,0,1
0.002501283,35.65524289,5.20703125,0,0,30,42,1,0,1
0.017058543,23.52706127,4.23828125,0,0,30,34,1,0,1
0.004691753,55.36244214,6.66015625,0,0,30,54,1,0,1
0.000854244,28.96653479,8.71875,0,0,30,71,1,0,1
0.006650651,35.04751933,6.41796875,0,0,30,52,1,0,1
0.012570084,40.31396374,7.62890625,0,0,30,62,1,0,1
0.002286159,41.31656027,5.93359375,0,0,30,48,1,0,1
0.004892691,50.80354318,6.296875,0,0,30,51,1,0,1
0.025599627,33.89907136,4.23828125,0,0,30,34,1,0,1
0.007593249,29.83286778,1.453125,0,0,30,11,1,0,1
0.004006134,46.60625559,5.5703125,0,0,30,45,1,0,1
0.016050262,41.0617368,6.296875,0,0,30,51,1,0,1
0.005357305,14.98730492,7.5078125,0,0,30,61,1,0,1
0.018172016,29.02996612,6.41796875,0,0,30,52,1,0,1
0.008915265,41.88769113,6.41796875,0,0,30,52,1,1,1
0.005074025,37.87451597,6.296875,0,0,30,51,1,1,1
0.007414291,49.74419747,8.11328125,0,0,30,66,1,1,1
0.00300542,25.98143168,3.75390625,0,0,30,30,1,1,1
0.022272049,21.73910893,2.6640625,0,0,30,21,1,1,1
0.003397038,83.19855768,9.9296875,0,0,30,82,0,1,1
0.019823431,40.25217883,6.90234375,0,0,30,56,1,1,1
0.399552311,28.0067672,4.84375,0,0,30,39,1,,1
0.004848727,19.3761531,5.69140625,0,0,30,46,1,,1
0.00397782,19.60354038,2.90625,0,0,30,23,1,,1
0.009764059,35.10970124,6.296875,0,0,30,52,0,,1
0.005713429,44.83968738,5.20703125,0,0,30,42,1,,1
0.350663191,18.72229137,3.1484375,0,0,30,25,1,,1
0.007747495,27.61278698,5.69140625,0,0,30,47,0,,1
0.007092922,22.53888035,4.359375,0,0,30,36,0,,1
0.010993103,24.15082581,3.02734375,0,0,30,24,1,,1
0.00376868,35.4681056,7.62890625,0,0,30,63,0,,1
0.021558132,11.34656494,3.6328125,0,0,30,29,1,,1
0.35673989,26.5267943,4.6015625,0,0,30,38,0,,1
0.007724009,29.27456234,0.96875,0,0,30,7,1,,0
0.003341584,23.77645646,2.05859375,0,0,30,16,1,,0
0.008929292,19.19872399,2.54296875,0,0,30,20,1,,0
0.003070545,27.93482839,2.78515625,0,0,30,22,1,,0
0.005343488,30.75913166,2.78515625,0,0,30,23,0,,0
0.028837374,20.95721513,2.78515625,0,0,30,23,0,,0
0.36274237,15.13866902,2.78515625,0,0,30,22,1,,0
0.037259882,8.604027037,2.90625,0,0,30,24,0,,0
0.002323494,29.15475947,2.90625,0,0,30,23,1,,0
0.448624278,19.81413863,3.1484375,0,0,30,25,1,,0
0.021246408,22.30672141,3.26953125,0,0,30,27,0,,0
0.350634423,21.47521984,3.75390625,0,0,30,31,0,,0
0.009685015,24.92632089,3.75390625,0,0,30,31,0,,0
0.609933067,21.80391104,3.875,0,0,30,31,1,,0
0.470168883,23.39867684,3.875,0,0,30,31,1,,0
0.211544403,15.01563954,3.875,0,0,30,31,1,,0
0.022307218,37.71680157,3.99609375,0,0,30,32,1,,0
0.000239299,28.55096312,3.99609375,0,0,30,32,1,,0
0.00470939,33.02775638,3.99609375,0,0,30,33,0,,0
0.16470361,18.56207062,3.99609375,0,0,30,32,1,,0
0.007907727,43.41658669,4.359375,0,0,30,35,1,,0
0.434448736,21.16396255,4.48046875,0,0,30,37,0,,0
0.217294822,19.39789776,4.6015625,0,0,30,37,1,,0
0.010527642,24.31230605,4.6015625,0,0,30,37,1,,0
0.007907099,40.40369175,4.96484375,0,0,30,41,0,,0
0.35057868,23.23935753,4.96484375,0,0,30,41,0,,0
0.007651311,28.66079223,5.0859375,0,0,30,41,1,,0
0.002432241,50.47771786,5.328125,0,0,30,43,1,,0
0.485040707,19.69369055,5.328125,0,0,30,43,1,,0
0.000878443,43.1649218,5.44921875,0,0,30,44,1,,0
0,33.15479109,5.5703125,0,0,30,46,0,,0
0.401619859,27.86127524,5.93359375,0,0,30,48,1,,0
0.012619208,55.47071299,6.17578125,0,0,30,50,1,,0
0.315134112,25.19580788,6.41796875,0,0,30,53,0,,0
0.001897081,76.04722786,11.50390625,0,0,30,94,1,,0
0.408535927,29.30211351,4.875,0,0,31,38,1,0,1
0.014276068,19.35160269,4.375,0,0,31,34,1,0,1
0.002771546,43.46195622,7.625,0,0,31,60,1,0,1
0.012107275,81.85000191,10.5,0,0,31,83,1,0,1
0.032134271,19.62988326,2.5,0,0,31,20,0,0,1
0.01758652,22.44686291,3,0,0,31,24,0,0,1
0.006333604,37.17465476,5.375,0,0,31,43,0,0,1
0.008368297,22.68303169,1.25,0,0,31,9,1,0,1
0.015951765,30.41381265,3.125,0,0,31,24,1,0,1
0.005819544,36.14021943,6.875,0,0,31,55,0,0,1
0,28.85425039,1.08984375,0,0,31,8,1,0,1
0.429482601,29.04882094,6.75,0,0,31,53,1,0,1
0.004132049,30.06659276,0.875,0,0,31,6,1,0,1
0.023258214,25.44563889,5.5,0,0,31,44,0,0,1
0.35971791,30.74457035,8.25,0,0,31,65,1,0,1
0.010655324,27.29705854,2.625,0,0,31,20,1,0,1
0.528638241,32.32696836,8,0,0,31,63,1,0,1
0.362209323,23.17898279,7.9921875,0,0,31,65,1,0,1
0.003728503,30.14962686,0.875,0,0,31,6,1,0,1
0.023570303,18.44558745,8.125,0,0,31,64,1,0,1
0.003728222,62.24146528,7.75,0,0,31,61,1,0,1
0.01333663,38.96391961,8.75,0,0,31,69,1,0,1
0.00882501,31.8077324,2.875,0,0,31,22,1,0,1
0.008011252,27.15906263,5.25,0,0,31,41,1,0,1
0.042371761,31.344719,6.625,0,0,31,52,1,0,1
0.002709695,14.04126097,3.25,0,0,31,25,1,0,1
0.021645726,22.22105654,3.625,0,0,31,28,1,0,1
0.007724014,35.61183314,3.625,0,0,31,28,1,0,1
0.069126583,22.87940184,3.25,0,0,31,25,1,0,1
0.002841577,30.2654919,1,0,0,31,7,1,0,1
0.019239852,35.43782356,4.625,0,0,31,36,1,0,1
0.378698321,34.18893662,6.875,0,0,31,54,1,0,1
0.008390133,38.969296,4.375,0,0,31,35,0,0,1
0.006087022,19.5710038,4.25,0,0,31,33,1,0,1
0.019628096,34.03098262,6,0,0,31,47,1,0,1
0.013674006,21.45100589,3.875,0,0,31,30,1,0,1
0.295374014,22.82416043,5.125,0,0,31,41,0,0,1
0.002898601,29.77001502,5.5,0,0,31,43,1,0,1
0.008157859,35,3.5,0,0,31,27,1,0,1
0.482485594,19.58749078,4.75,0,0,31,37,1,0,1
0.314484421,22.21701863,4.875,0,0,31,38,1,0,1
0.189879345,24.6380872,8.125,0,0,31,64,1,0,1
0.01550019,38.04390146,6,0,0,31,47,1,0,1
0.013678711,60.84694197,7.75,0,0,31,61,1,0,1
0.004001985,53.37537303,6.875,0,0,31,54,1,0,1
0.015001169,38.12104038,5.875,0,0,31,46,1,0,1
0.001460636,22.2053621,4.125,0,0,31,32,1,0,1
0.02045869,30.10436994,3.375,0,0,31,26,1,0,1
0.030328095,21.29972901,3.25,0,0,31,26,0,0,1
0.469297047,28.11778816,7.375,0,0,31,59,0,0,1
0.009127849,40.1614042,7.875,0,0,31,63,0,0,1
0.008585738,49.24428901,6.25,0,0,31,49,1,0,1
0.007127225,30.2654919,1.125,0,0,31,8,1,0,1
0.039230489,14.13900748,4.125,0,0,31,33,0,0,1
0.002088904,54.38897132,6.375,0,0,31,50,1,0,1
0.411494156,25.74295399,3.5,0,0,31,28,0,0,1
0.408177406,16.40806401,3.5,0,0,31,27,1,0,1
0.002912256,30.66754239,4.875,0,0,31,38,1,0,1
0.367025197,27.83849013,8.25,0,0,31,66,0,0,1
0,21.60541889,5.375,0,0,31,42,1,0,1
0.003163939,54.22499137,8.75,0,0,31,69,1,0,1
0.27636659,22.4640611,5.125,0,0,31,40,1,0,1
0.003312481,29.62055167,5,0,0,31,39,1,0,1
0.35596055,19.20326047,4.25,0,0,31,33,1,0,1
0.078829751,17.40213635,4.375,0,0,31,34,1,0,1
0.001207331,39.70262612,6.125,0,0,31,48,1,0,1
0.001309458,28.09696435,5.875,0,0,31,47,0,0,1
0.002197329,54.23468898,9.25,0,0,31,73,1,0,1
0.006885254,63.73434515,12.375,0,0,31,99,0,0,1
0.045857403,20.21098428,6.125,0,0,31,49,0,0,1
0.001823856,23.7863268,4.875,0,0,31,39,0,0,1
0.027559704,37.11003731,7.0234375,0,0,31,57,1,0,1
0.472213148,32.77590471,8.625,0,0,31,69,0,0,1
0.014145781,29.98994012,2.5,0,0,31,19,1,0,1
0.411463553,35.30659588,8.625,0,0,31,68,1,0,1
0.007359522,31.64261295,6,0,0,31,48,0,0,1
0.359091699,26.05538058,5,0,0,31,39,1,0,1
0.001174925,27.56844686,1.25,0,0,31,9,1,0,1
0.001727668,38.94052216,6.375,0,0,31,51,0,0,1
0.002264818,43.42042017,4.75,0,0,31,37,1,0,1
0.117500675,15.1904363,3.75,0,0,31,30,0,0,1
0.046314429,37.17167623,7.75,0,0,31,61,1,0,1
0.007146133,27.22056966,5.875,0,0,31,46,1,0,1
0.020492667,22.16661061,1.5,0,0,31,11,1,0,1
0.55514793,23.89965266,6.25,0,0,31,49,1,0,1
0.005394741,31.50093978,5.875,0,0,31,47,0,0,1
0.261678671,24.8580401,6.375,0,0,31,51,0,0,1
0.049985955,11.15843126,4,0,0,31,32,0,0,1
0.023597207,46.82903483,8.625,0,0,31,69,0,0,1
0.008955999,41.71851837,5,0,0,31,39,1,0,1
0.339844143,26.93776205,4.625,0,0,31,37,0,0,1
0.275527868,17.89891279,3.5,0,0,31,27,1,0,1
0.072489434,37.89966969,7.375,0,0,31,59,0,0,1
0.005832924,56.88352649,7.125,0,0,31,57,0,0,1
0.000454481,38.94868419,3.875,0,0,31,30,1,0,1
0.255574901,19.22029728,3,0,0,31,23,1,0,1
0.262114975,20.40386305,3.125,0,0,31,24,1,0,1
0.42867281,40.62558194,7.625,0,0,31,60,1,1,1
0.176750916,29.21909246,8.25,0,0,31,66,0,1,1
0.012898749,24.5991238,4.5,0,0,31,36,0,1,1
0.008337609,21.96463593,4.625,0,0,31,36,1,1,1
0.200757972,35.42700042,8.125,0,0,31,64,1,1,1
0.386531584,34.36829416,5.625,0,0,31,44,1,1,1
0.330843595,28.16209786,3.75,0,0,31,29,1,1,1
0.017249582,27.19789092,3.75,0,0,31,29,1,1,1
