curvature,strokewidth,density,x,y,w,h,distance,letterReversal,class
0.070302994,17.4659723,1.125,0,0,17,16,0,1,1
0.065027299,18.46795281,1.3359375,0,0,17,18,1,1,1
0.007195975,27.88376699,2.0390625,0,0,17,28,1,,1
0.011612986,20.89952815,2.25,0,0,17,31,1,,1
0.025312699,11.28163436,0.84375,0,0,17,11,1,,1
0.155200854,10.35942906,1.546875,0,0,17,21,1,,1
0.002589291,39.70514682,3.796875,0,0,17,54,0,,1
0.005145417,19,1.0546875,0,0,17,14,1,,0
0.471775886,10.19550852,1.125,0,0,17,15,1,,0
0.048984892,16.00864119,1.125,0,0,17,15,1,,0
0.009924486,18.43908891,1.125,0,0,17,15,1,,0
0.00760978,17.4642492,1.125,0,0,17,15,1,,0
0.031306709,21.9317122,1.1953125,0,0,17,16,1,,0
0.010277297,11.18033989,1.265625,0,0,17,18,0,,0
0.03844997,14.83563412,1.265625,0,0,17,17,1,,0
0.051342785,12.00304851,1.40625,0,0,17,19,1,,0
0.005806207,26.20294102,1.6875,0,0,17,23,1,,0
0.063471476,16.51832719,1.7578125,0,0,17,24,1,,0
0.019524016,17.8718801,1.7578125,0,0,17,24,1,,0
0.103875804,17.06162512,1.8984375,0,0,17,26,1,,0
0.006003809,25.12666557,1.96875,0,0,17,28,0,,0
0.004804901,27.20294102,1.96875,0,0,17,27,1,,0
0.767412056,23.96539788,1.96875,0,0,17,27,1,,0
0.028648682,20.63005194,2.0390625,0,0,17,28,1,,0
0.025956126,21.25657536,2.0390625,0,0,17,28,1,,0
0.000763529,21.01226651,2.4609375,0,0,17,34,1,,0
0.004422817,35.12077014,2.53125,0,0,17,36,0,,0
0,36.04678412,2.6015625,0,0,17,37,0,,0
0.035790986,27.78442362,2.953125,0,0,17,41,1,,0
0.010374084,32.27469895,3.0234375,0,0,17,42,1,,0
0.002128283,44.14748011,3.1640625,0,0,17,44,1,,0
0.000383486,48.27007354,3.4453125,0,0,17,48,1,,0
0.002036234,48.51005336,3.5859375,0,0,17,50,1,,0
0.013975177,41.81569953,4.21875,0,0,17,59,1,,0
0.011221426,25.08897233,2.89453125,0,0,18,39,0,0,1
0,15.93524387,1.85546875,0,0,18,25,0,0,1
0.000799779,46.45292985,4.15625,0,0,18,55,1,0,1
0.005910864,20.47091055,1.55859375,0,0,18,20,1,0,1
0.016839228,18.43908891,1.0390625,0,0,18,13,1,0,1
0.001243716,63.41885577,4.75,0,0,18,64,0,0,1
0.001310766,36.67424164,2.59765625,0,0,18,34,1,0,1
0.166407909,10.29805177,2.89453125,0,0,18,39,0,0,1
0.011358184,10.62389092,1.70703125,0,0,18,22,1,0,1
0.001472351,12.7880831,1.1875,0,0,18,15,1,0,1
0.008917693,14.26751838,1.6328125,0,0,18,21,1,0,1
0.004042291,10.06300421,1.26171875,0,0,18,16,1,0,1
0.002574151,11.00721156,1.484375,0,0,18,19,1,0,1
0.008160214,13.2209713,1.9296875,0,0,18,26,0,0,1
0.00828872,8.339019158,0.96484375,0,0,18,12,1,0,1
0.019943494,8.713772367,0.96484375,0,0,18,12,1,0,1
0.018938265,8.207945024,1.1875,0,0,18,15,1,0,1
0.017954847,11.94223301,0.890625,0,0,18,11,1,0,1
0.003254756,23.47497814,3.7109375,0,0,18,49,1,0,1
0.029486099,9.795740869,0.81640625,0,0,18,10,1,0,1
0.026269261,19.80865205,1.0390625,0,0,18,13,1,0,1
0.666811468,19.34016062,1.484375,0,0,18,19,1,0,1
0.317321191,15.30244377,2.96875,0,0,18,39,1,0,1
0.007597844,21.26029163,1.484375,0,0,18,19,1,0,1
0.025138858,14.00940655,1.55859375,0,0,18,20,1,0,1
0.011380825,12.81038196,1.11328125,0,0,18,14,1,0,1
0.009673732,32.62711435,2.8203125,0,0,18,38,0,0,1
0.055296169,34.72333817,4.15625,0,0,18,55,1,0,1
0.010411795,16.72674364,2.74609375,0,0,18,36,1,0,1
0.008408086,15.28802233,3.1171875,0,0,18,41,1,0,1
0.010003948,16.4642492,0.81640625,0,0,18,10,1,0,1
0.034847292,18.08242558,1.3359375,0,0,18,17,1,0,1
0.006694802,23.28481785,2.671875,0,0,18,35,1,0,1
0.010382438,16.00340294,3.04296875,0,0,18,40,1,0,1
0.438655222,10.44160523,1.484375,0,0,18,19,1,0,1
0.004505927,15.68310157,2.59765625,0,0,18,34,1,0,1
0.008706577,19.58419287,2.2265625,0,0,18,29,1,0,1
0.039393927,11.86378544,1.78125,0,0,18,24,0,0,1
0.009127744,18.96646618,1.70703125,0,0,18,23,0,0,1
0.011093134,10.37889346,1.11328125,0,0,18,14,1,0,1
0.270887516,12.49389161,2.2265625,0,0,18,29,1,0,1
0.04566194,21.05581816,1.9296875,0,0,18,25,1,0,1
0.435880052,24.1957384,3.63671875,0,0,18,48,1,0,1
0.017237905,13.97117224,1.78125,0,0,18,23,1,0,1
0.007597604,33.96594402,3.33984375,0,0,18,44,1,0,1
0.02340935,13.25651888,1.26171875,0,0,18,16,1,0,1
0.026529311,14.21221258,1.11328125,0,0,18,14,1,0,1
0.024395412,12.43492224,1.41015625,0,0,18,18,1,0,1
0.035749554,15.52675432,1.78125,0,0,18,24,0,0,1
0.000840753,20.75634636,3.19140625,0,0,18,43,0,0,1
0.007428911,36.12142239,2.59765625,0,0,18,34,1,0,1
0.005238858,19.86127568,1.9296875,0,0,18,25,1,0,1
0.441652743,14.25844358,2.078125,0,0,18,27,1,0,1
0.008802843,25.02996409,1.85546875,0,0,18,25,0,0,1
0.000101278,54.23098745,4.15625,0,0,18,55,1,0,1
0.001136577,31.20094863,3.33984375,0,0,18,44,1,0,1
0.417207353,22.57916899,2.671875,0,0,18,35,1,0,1
0.001801182,42.72001873,3.1171875,0,0,18,41,1,0,1
0.022185946,17.38977081,2.2265625,0,0,18,29,1,0,1
0.005664496,39.74174826,4.15625,0,0,18,55,1,0,1
0.003591018,25.05027466,3.93359375,0,0,18,53,0,0,1
0.025314458,25.7503876,3.19140625,0,0,18,42,1,0,1
0.012656099,19.90645932,2.15234375,0,0,18,28,1,0,1
0.38303658,22.45259107,3.78515625,0,0,18,50,1,0,1
0.021992734,12.46456949,1.41015625,0,0,18,18,1,0,1
0.250218182,11.82666193,1.85546875,0,0,18,24,1,0,1
0.456056045,17.85241044,2.8203125,0,0,18,37,1,0,1
0.412898226,18.71480108,1.9296875,0,0,18,25,1,0,1
0.02086627,25.54389312,3.1171875,0,0,18,41,1,0,1
0.062999023,28.0675311,4.08203125,0,0,18,55,0,0,1
0.408267964,18.60582468,2.078125,0,0,18,27,1,0,1
0.013507425,28.4124775,3.7109375,0,0,18,49,1,0,1
0.063885387,19.74765726,1.41015625,0,0,18,19,0,0,1
0.003629954,25.40075756,1.78125,0,0,18,23,1,0,1
0.019523481,26.32487063,1.9296875,0,0,18,25,1,0,1
0.02374394,21.02271555,1.26171875,0,0,18,16,1,0,1
0.036905764,14.0822922,2.89453125,0,0,18,38,1,0,1
0,5.099215022,2.15234375,0,0,18,28,1,0,1
0.00706623,48.64876635,3.63671875,0,0,18,48,1,0,1
0.032589466,13.30229932,1.1953125,0,0,18,16,1,0,1
0.003579527,18.43908891,1.0390625,0,0,18,13,1,1,1
0.244958799,9.980421622,1.6328125,0,0,18,21,1,1,1
0.281359007,9.601253895,1.0390625,0,0,18,13,1,1,1
0.087788178,10.36633984,1.0390625,0,0,18,13,1,1,1
0.326482925,19.02278637,2.8203125,0,0,18,37,1,1,1
0.217732219,25.7660749,2.59765625,0,0,18,34,1,1,1
0.009049591,21.26329571,1.78125,0,0,18,23,1,1,1
0.000383236,25.92884901,4.15625,0,0,18,55,1,1,1
0.054917132,15.26568766,2.00390625,0,0,18,26,1,1,1
0.003691606,33.53917635,3.63671875,0,0,18,48,1,,1
0.006755891,27.21415291,3.48828125,0,0,18,46,1,,1
0.003354201,10.71646375,1.3359375,0,0,18,17,1,,1
0.201179699,18.50488388,2.078125,0,0,18,28,0,,1
0.025572166,24.27875,3.1171875,0,0,18,41,1,,1
0.016543155,16.34261992,2.00390625,0,0,18,26,1,,1
0.000848621,31.69556545,2.30078125,0,0,18,31,0,,1
0.013396431,14.29140767,0.81640625,0,0,18,10,1,,0
0.032367192,7.52371849,1.0390625,0,0,18,13,1,,0
0.095292609,9.150875353,1.11328125,0,0,18,14,1,,0
0.004532639,16.98079924,1.11328125,0,0,18,14,1,,0
0.017136558,17.67695865,1.41015625,0,0,18,18,1,,0
0.023927165,20.52918571,1.55859375,0,0,18,21,0,,0
0.010649144,22.20360331,1.55859375,0,0,18,20,1,,0
0.008254941,22.95507125,1.78125,0,0,18,23,1,,0
0.006515838,24.59674775,1.78125,0,0,18,23,1,,0
0.01202587,16.51201879,1.85546875,0,0,18,24,1,,0
0.032899056,22.50095938,1.85546875,0,0,18,24,1,,0
0.009216575,16.22999647,1.9296875,0,0,18,26,0,,0
0.00557701,19.5091803,2.15234375,0,0,18,29,0,,0
0.021986747,23.77159771,2.30078125,0,0,18,30,1,,0
0.002711146,30.14962686,2.30078125,0,0,18,31,0,,0
0.005400859,31.32091953,2.375,0,0,18,31,1,,0
0.001793391,17.85563197,2.59765625,0,0,18,34,1,,0
0.002351086,28.53895431,2.96875,0,0,18,39,1,,0
0.023032716,21.42108031,3.33984375,0,0,18,45,0,,0
0.000342626,23.65437569,3.33984375,0,0,18,44,1,,0
0.001432545,47.67598976,3.63671875,0,0,18,48,1,,0
0.001330022,75.8827223,6.30859375,0,0,18,84,1,,0
0.270862523,19.98714723,3.125,0,0,19,39,1,0,1
0.000692451,45.88027899,3.515625,0,0,19,44,1,0,1
0.00059418,48.46648326,3.671875,0,0,19,46,1,0,1
0.023023815,24.60081838,1.875,0,0,19,24,0,0,1
0.274813229,9.281194427,1.640625,0,0,19,20,1,0,1
0.012828312,6.70434066,1.953125,0,0,19,24,1,0,1
0.139098567,24.04278639,2.8125,0,0,19,35,1,0,1
0.020669449,12.51504292,2.578125,0,0,19,32,1,0,1
0.084613369,10.66517744,1.71875,0,0,19,21,1,0,1
0.007770688,12.53438178,1.5625,0,0,19,19,1,0,1
0.091501351,10.66639196,1.25,0,0,19,15,1,0,1
0.012972792,13.73391602,1.09375,0,0,19,13,1,0,1
0.003974116,8.265816307,1.5625,0,0,19,19,1,0,1
0.009017943,10.60334513,1.875,0,0,19,23,1,0,1
0.009729235,13.5638,2.03125,0,0,19,25,1,0,1
0.069265961,6.974983448,1.09375,0,0,19,13,1,0,1
0.012745634,8.640069286,1.171875,0,0,19,14,1,0,1
0.012214869,11.22674407,1.015625,0,0,19,12,1,0,1
0.007273709,10.90720534,1.25,0,0,19,15,1,0,1
0.001706853,6.671662123,1.328125,0,0,19,16,1,0,1
0.000589652,10.54764471,1.5625,0,0,19,19,1,0,1
0.025326875,7.70510585,1.25,0,0,19,15,1,0,1
0.010879634,24.93725456,2.1875,0,0,19,27,1,0,1
0.020097793,27.21728637,3.59375,0,0,19,45,1,0,1
0.066112656,15.30262746,1.953125,0,0,19,24,1,0,1
0.012462897,46.57252409,3.671875,0,0,19,46,1,0,1
0.023069606,23.67925798,3.203125,0,0,19,40,1,0,1
0.044638629,20.34602616,1.328125,0,0,19,16,1,0,1
0.056451461,16.8435541,2.03125,0,0,19,25,1,0,1
0.008078742,18.43908891,1.09375,0,0,19,13,1,0,1
0.001233411,35.48552402,5.46875,0,0,19,69,1,0,1
0.060886508,13.35355448,1.71875,0,0,19,22,0,0,1
0.018792316,26.41199679,2.03125,0,0,19,25,1,0,1
0.006030406,28.8473012,4.296875,0,0,19,54,1,0,1
0.016837108,17.48587695,2.578125,0,0,19,33,0,0,1
0.075195066,19.00965194,2.890625,0,0,19,36,1,0,1
0.007417106,14.9805931,3.4375,0,0,19,44,0,0,1
0.01326102,16.84332912,1.5625,0,0,19,20,0,0,1
0.014186746,17.97812889,1.640625,0,0,19,21,0,0,1
0.450336689,20.36055293,3.671875,0,0,19,46,1,0,1
0.012165088,13.6722492,1.25,0,0,19,15,1,0,1
0.052810561,15.21493274,1.875,0,0,19,23,1,0,1
0.018346929,17.9649859,1.796875,0,0,19,22,1,0,1
0.2734641,10.60575376,1.953125,0,0,19,25,0,0,1
0.000160245,59.68249325,4.765625,0,0,19,60,1,0,1
0.013243883,20.17922581,2.734375,0,0,19,34,1,0,1
0.014425551,19.67448909,3.671875,0,0,19,46,1,0,1
0,27.12248725,2.96875,0,0,19,38,0,0,1
0.061375634,16.81211921,2.109375,0,0,19,26,1,0,1
0.046294192,22.59387107,3.515625,0,0,19,45,0,0,1
0.008826935,32.79503668,3.75,0,0,19,47,1,0,1
0.024372087,16.11982051,2.03125,0,0,19,25,1,0,1
0.443385281,14.1228021,2.1875,0,0,19,28,0,0,1
0.020024057,11.12998489,2.03125,0,0,19,25,1,0,1
0.014407284,24.69033276,2.65625,0,0,19,33,1,0,1
0.251401516,8.295926222,1.640625,0,0,19,20,1,0,1
0.00110531,59.48108943,4.609375,0,0,19,58,1,0,1
0.053422199,14.63921754,2.1875,0,0,19,27,1,0,1
0.023827069,13.21038274,2.109375,0,0,19,27,0,0,1
0.017915573,18.963521,3.203125,0,0,19,41,0,0,1
0.008450676,25.25277335,3.828125,0,0,19,48,1,0,1
0.048144913,16.66483776,2.578125,0,0,19,32,1,0,1
0.000982794,66.30639862,7.421875,0,0,19,95,0,0,1
0.004321871,20.86501774,4.140625,0,0,19,53,0,0,1
0.006569524,45.31004304,3.4375,0,0,19,43,1,0,1
0.025069342,27.49629586,3.28125,0,0,19,41,1,0,1
0.399787538,21.17725291,3.28125,0,0,19,41,1,0,1
0.005167601,23.44030785,3.59375,0,0,19,45,1,0,1
0.029770838,34.55963246,3.828125,0,0,19,48,1,0,1
0.004418718,26.88204042,3.515625,0,0,19,44,1,0,1
0.0202861,29.96664813,2.265625,0,0,19,28,1,0,1
0.033473528,18.82482772,2.421875,0,0,19,30,1,0,1
0.012609954,20.1246118,0.9375,0,0,19,11,1,0,1
0.008907553,57.218878,4.609375,0,0,19,58,1,0,1
0.016313727,20.09502311,1.015625,0,0,19,12,1,0,1
0.022507597,25.53306761,2.109375,0,0,19,26,1,0,1
0.003790264,17.9442074,2.734375,0,0,19,35,0,0,1
0.000362852,15.74208952,1.71875,0,0,19,21,1,0,1
0.342589063,9.390271426,1.484375,0,0,19,18,1,0,1
0.418241453,9.872296069,1.484375,0,0,19,18,1,0,1
0.057645985,10.05476451,1.953125,0,0,19,25,0,1,1
0.028852189,9.910463699,1.640625,0,0,19,20,1,1,1
0.073353433,18.03483603,1.171875,0,0,19,15,0,1,1
0.017366977,20.59126028,0.9375,0,0,19,11,1,1,1
0.020354173,12.36828175,1.484375,0,0,19,18,1,1,1
0.018032958,20.83573538,1.5625,0,0,19,19,1,1,1
0.015982692,17.67804167,0.9375,0,0,19,11,1,1,1
0.013720751,21.63330765,1.171875,0,0,19,14,1,1,1
0.005963684,34.73832541,2.890625,0,0,19,36,1,1,1
0.008220154,18.20397372,1.484375,0,0,19,18,1,1,1
0.056308084,9.629632981,1.796875,0,0,19,22,1,1,1
0.015652618,14.62388709,1.953125,0,0,19,24,1,1,1
0.042592121,16.34968865,2.578125,0,0,19,32,1,1,1
0.128559896,16.80420754,2.8125,0,0,19,35,1,1,1
0.001291074,33.0976993,3.828125,0,0,19,48,1,1,1
0.331920575,12.88496596,2.421875,0,0,19,30,1,1,1
0.00470848,22.81483107,3.671875,0,0,19,46,1,1,1
0.008948305,62.25122792,6.953125,0,0,19,89,0,1,1
0.01003819,18.56759794,1.796875,0,0,19,22,1,,1
0.429618243,11.38964396,1.5625,0,0,19,19,1,,1
0.013747442,34.19395816,2.65625,0,0,19,34,0,,1
0.206773083,48.33787171,3.984375,0,0,19,50,1,,1
0.278323027,11.92107997,2.03125,0,0,19,25,1,,1
0.048446338,22.6394103,2.03125,0,0,19,25,1,,1
0.051353077,27.83004736,2.890625,0,0,19,37,0,,1
0.038434849,16.30962172,2.03125,0,0,19,25,1,,1
0.010738399,23.00245972,2.890625,0,0,19,36,1,,1
0.006932019,25.26779224,3.28125,0,0,19,41,1,,1
0.01181852,24.41311123,1.71875,0,0,19,21,1,,1
0.006309666,20.1246118,0.859375,0,0,19,10,1,,0
0.010495009,18.14005311,1.015625,0,0,19,12,1,,0
0.308854024,12.58260051,1.171875,0,0,19,14,1,,0
0.032031393,17.41683918,1.71875,0,0,19,22,0,,0
0.014571287,11.02001426,1.875,0,0,19,24,0,,0
0.336670487,15.16449218,1.875,0,0,19,24,0,,0
0.009696495,23.40939982,1.875,0,0,19,23,1,,0
0.360586462,13.18058536,1.875,0,0,19,23,1,,0
0.036406363,19.2686023,1.953125,0,0,19,24,1,,0
0.008213926,23.61179766,2.03125,0,0,19,26,0,,0
0.048360153,21.48593999,2.109375,0,0,19,26,1,,0
0.009457247,18.02141843,2.1875,0,0,19,28,0,,0
0.008465162,30.59411708,2.5,0,0,19,31,1,,0
0.003124218,24.06804153,2.734375,0,0,19,34,1,,0
0.001726134,36.41640787,2.96875,0,0,19,38,0,,0
0.423761568,21.53016792,3.359375,0,0,19,42,1,,0
0.005982527,46.61544808,3.515625,0,0,19,44,1,,0
0.005406093,33.98813019,3.828125,0,0,19,48,1,,0
0.004179267,68.89695671,5.78125,0,0,19,73,1,,0
0.005573239,42.10582267,6.40625,0,0,19,81,1,,0
0.002880531,49.66653999,6.640625,0,0,19,84,1,,0
0.269506046,21.39672688,3.4453125,0,0,20,41,1,0,1
0.016338327,18.18319995,1.3125,0,0,20,15,1,0,1
0.037695096,19.61552813,0.984375,0,0,20,11,1,0,1
0.003569948,65.0191732,5.578125,0,0,20,67,1,0,1
0.015511089,32.68704148,4.18359375,0,0,20,50,1,0,1
0.005332192,8.151847545,1.55859375,0,0,20,18,1,0,1
0.007329355,12.28019533,1.96875,0,0,20,23,1,0,1
0.00041013,25.49509757,1.72265625,0,0,20,20,1,0,1
0.071608218,11.96242942,1.06640625,0,0,20,12,1,0,1
0.012613891,32.44996148,2.37890625,0,0,20,28,1,0,1
0.020807171,9.250185589,2.1328125,0,0,20,25,1,0,1
0.014334789,26.88787229,4.265625,0,0,20,51,1,0,1
0.02355895,27.22268237,2.05078125,0,0,20,24,1,0,1
0.009072811,25.22812319,1.96875,0,0,20,23,1,0,1
0.001250696,87.07994782,7.3828125,0,0,20,89,1,0,1
0.0158878,28.66276285,3.85546875,0,0,20,46,1,0,1
0.000388894,34.525353,2.953125,0,0,20,35,1,0,1
0.013097913,29.74200439,3.7734375,0,0,20,45,1,0,1
0.008923703,21.47220505,1.39453125,0,0,20,16,1,0,1
0.045575342,21.59852222,1.4765625,0,0,20,17,1,0,1
0.015030594,20.61552813,0.984375,0,0,20,11,1,0,1
0.021160243,15.43303437,0.984375,0,0,20,11,1,0,1
0.278607737,19.62498633,3.69140625,0,0,20,44,1,0,1
0.273853124,17.59963391,2.953125,0,0,20,35,1,0,1
0.035951828,18.94626527,2.296875,0,0,20,28,0,0,1
0.057229602,17.39518003,2.21484375,0,0,20,27,0,0,1
0.016414718,12.17289841,1.06640625,0,0,20,13,0,0,1
0.008367894,19.30606611,1.96875,0,0,20,23,1,0,1
0.011100076,31.88640177,2.70703125,0,0,20,33,0,0,1
0.00465051,28.85001748,3.03515625,0,0,20,36,1,0,1
0.063053093,10.90234322,1.4765625,0,0,20,17,1,0,1
0.020707417,10.82036504,0.8203125,0,0,20,9,1,0,1
0.016962299,21.72249058,1.96875,0,0,20,23,1,0,1
0.000371316,31.31098884,2.70703125,0,0,20,32,1,0,1
0.056864692,17.20507946,1.39453125,0,0,20,16,1,0,1
0.01909198,12.89562624,1.640625,0,0,20,19,1,0,1
0.06025423,15.89230953,1.23046875,0,0,20,14,1,0,1
0.030441688,11.98596526,1.23046875,0,0,20,14,1,0,1
0.014342279,12.29093717,1.96875,0,0,20,24,0,0,1
0.004703145,17.77589534,2.05078125,0,0,20,24,1,0,1
0.524290162,13.71236328,1.72265625,0,0,20,20,1,0,1
0.015413406,27,2.1328125,0,0,20,25,1,0,1
0.005450224,37.32684776,4.59375,0,0,20,55,1,0,1
0.003372299,32.64965543,2.54296875,0,0,20,30,1,0,1
0.032972154,18.50595228,2.37890625,0,0,20,28,1,0,1
0.35018844,11.39259194,1.640625,0,0,20,19,1,0,1
0.2119837,18.52495306,3.85546875,0,0,20,47,0,0,1
0.000905609,20.30612387,3.36328125,0,0,20,41,0,0,1
0.010670097,24.39650783,3.19921875,0,0,20,38,1,0,1
0.004126064,23.97476686,2.7890625,0,0,20,34,0,0,1
0.06378853,15.72865019,2.05078125,0,0,20,24,1,0,1
0.002645471,33.18607567,3.03515625,0,0,20,37,0,0,1
0.003267599,25.94562398,2.37890625,0,0,20,28,1,0,1
0.324366248,10.65934741,1.640625,0,0,20,19,1,0,1
0.164041413,17.67715677,4.4296875,0,0,20,53,1,0,1
0.383366646,18.2265256,3.1171875,0,0,20,37,1,0,1
0.018213573,22.00886673,3.28125,0,0,20,39,1,0,1
0.059348489,12.72498537,2.05078125,0,0,20,24,1,0,1
0.022874758,22.24393229,3.609375,0,0,20,44,0,0,1
0.325799015,14.52768317,2.37890625,0,0,20,28,1,0,1
0.001258281,42.54409477,3.36328125,0,0,20,40,1,0,1
0.355903032,10.15406448,2.1328125,0,0,20,25,1,0,1
0.00121883,34.87367225,4.83984375,0,0,20,59,0,0,1
0.02138664,13.03920887,2.70703125,0,0,20,32,1,0,1
0.372548275,16.71589245,2.296875,0,0,20,27,1,0,1
0.231209554,40.31168732,6.234375,0,0,20,76,0,0,1
0.423562581,21.65248614,2.625,0,0,20,31,1,0,1
0.025191647,17.83749055,2.296875,0,0,20,28,0,0,1
0.015382638,20.47091055,1.06640625,0,0,20,12,1,0,1
0.003039825,42.96102739,4.83984375,0,0,20,58,1,0,1
0.000231969,37.30155035,5.82421875,0,0,20,70,1,0,1
0.003130045,23.57911143,3.69140625,0,0,20,44,1,0,1
0.010873725,15.43644676,2.1328125,0,0,20,25,1,0,1
0.07042813,6.706933571,3.52734375,0,0,20,42,1,0,1
0.562982697,11.10644926,2.1328125,0,0,20,25,1,0,1
0.015937537,22.48237618,2.4609375,0,0,20,30,0,1,1
0.008822024,16.95818074,2.05078125,0,0,20,24,1,1,1
0.399507462,42.35150288,6.234375,0,0,20,75,1,1,1
0.300200617,10.81278485,1.1484375,0,0,20,14,0,1,1
0.418664604,16.60717612,2.87109375,0,0,20,34,1,1,1
0.003514771,21.43230517,2.625,0,0,20,31,1,1,1
0.003413029,18.97797648,2.54296875,0,0,20,30,1,1,1
0.326724745,15.02656878,2.54296875,0,0,20,31,0,1,1
0.00570773,29.61120811,3.7734375,0,0,20,45,1,1,1
0.008442287,31.69556545,2.625,0,0,20,31,1,,1
0.023547631,9.0898166,3.1171875,0,0,20,38,0,,1
0.006362933,37.3492657,3.03515625,0,0,20,36,1,,1
0.020956919,18.84159177,2.7890625,0,0,20,33,1,,1
0.011242304,17.39515248,1.88671875,0,0,20,23,0,,1
0.264217063,16.07262564,1.96875,0,0,20,24,0,,1
0.002680828,39.01560522,4.1015625,0,0,20,49,1,,1
0.347480032,15.87081325,2.4609375,0,0,20,29,1,,1
0.008143891,34.68249175,3.7734375,0,0,20,46,0,,1
0.021234268,21.5114522,2.05078125,0,0,20,24,1,,1
0.006421269,35.93807074,3.03515625,0,0,20,36,1,,1
0.009581043,31.41911818,4.01953125,0,0,20,48,1,,1
0.008987394,27.60026926,3.28125,0,0,20,39,1,,1
0.005348045,29.3332444,3.609375,0,0,20,43,1,,1
0.011319929,20.15373607,2.54296875,0,0,20,31,0,,1
0.01315094,26.00808017,3.69140625,0,0,20,45,0,,1
0.422322164,26.17558596,3.609375,0,0,20,43,1,,1
0.021391013,13.32579048,0.8203125,0,0,20,9,1,,0
0.032482769,13.77031598,0.8203125,0,0,20,9,1,,0
0.010443675,18.13983814,0.984375,0,0,20,11,1,,0
0.037415705,14.05754637,1.39453125,0,0,20,16,1,,0
0.031079517,17.47539384,1.55859375,0,0,20,18,1,,0
0.008189248,18.13615973,1.72265625,0,0,20,20,1,,0
0.183576715,12.51622591,1.72265625,0,0,20,21,0,,0
0.017517765,12.73741079,1.72265625,0,0,20,21,0,,0
0.002304617,14.0364917,1.88671875,0,0,20,22,1,,0
0.006792679,18.03840481,2.21484375,0,0,20,26,1,,0
0.038465045,20.61731102,2.54296875,0,0,20,30,1,,0
0.002885164,33.54101966,2.87109375,0,0,20,34,1,,0
0.002529608,17.07299476,3.1171875,0,0,20,37,1,,0
0.001162337,39.82410885,3.52734375,0,0,20,42,1,,0
0.270304109,24.39904759,3.9375,0,0,20,47,1,,0
0.27104389,30.38977859,4.01953125,0,0,20,49,0,,0
0.256087478,26.4498188,4.1015625,0,0,20,49,1,,0
0.008358207,55.22680509,4.67578125,0,0,20,56,1,,0
0.006326188,72.43117626,6.234375,0,0,20,75,1,,0
0.004617804,37.95098046,6.48046875,0,0,20,78,1,,0
0.01811962,87.46427842,7.30078125,0,0,20,88,1,,0
0.013640823,59.9082632,5.15625,0,0,21,59,1,0,1
0.008403192,28.93313081,5.15625,0,0,21,59,1,0,1
0.026618725,19.71460152,1.06640625,0,0,21,12,1,0,1
0.000363307,91.32140099,8.078125,0,0,21,93,1,0,1
0.009395388,38.14899824,6.703125,0,0,21,77,1,0,1
0.01201063,26.58622845,1.890625,0,0,21,21,1,0,1
0.051801612,28.36393405,4.125,0,0,21,47,1,0,1
0.011133515,15.86642878,2.40625,0,0,21,27,1,0,1
0.035268971,8.460632166,1.4609375,0,0,21,16,1,0,1
0.011604023,11.23245396,1.2890625,0,0,21,14,1,0,1
0.007902834,11.99585463,2.234375,0,0,21,25,1,0,1
0.007575547,13.31890515,1.8046875,0,0,21,20,1,0,1
0.013539061,8.235876267,1.6328125,0,0,21,18,1,0,1
0.008743373,21.67414968,2.3203125,0,0,21,27,0,0,1
0.055946362,16.18152096,1.890625,0,0,21,21,1,0,1
0.024390906,28.30097946,3.1796875,0,0,21,36,1,0,1
0.014857336,25,1.546875,0,0,21,18,0,0,1
0.006492505,26.2488095,1.9765625,0,0,21,22,1,0,1
0.005298711,24.41311123,1.375,0,0,21,15,1,0,1
0.005169932,28.52697414,4.7265625,0,0,21,54,1,0,1
0.00223467,24.72663652,3.6953125,0,0,21,42,1,0,1
0.036273492,13.08540953,0.859375,0,0,21,9,1,0,1
0.004851502,17.21597829,3.6953125,0,0,21,43,0,0,1
0.000842331,12.72261695,1.1171875,0,0,21,12,1,0,1
0.366488709,10.35979162,2.6640625,0,0,21,30,1,0,1
0.015797627,21.02588672,1.9765625,0,0,21,23,0,0,1
0.001226142,36.00664658,5.2421875,0,0,21,60,1,0,1
0.32469871,20.16004129,2.6640625,0,0,21,31,0,0,1
0.338488617,19.88118991,3.1796875,0,0,21,37,0,0,1
0.008581849,20.1443157,2.0625,0,0,21,23,1,0,1
0.422516296,31.27782837,4.3828125,0,0,21,50,1,0,1
0.00716677,43.8834271,3.953125,0,0,21,45,1,0,1
0.026551483,24.61249695,1.6328125,0,0,21,18,1,0,1
0.010871444,19.1388138,1.03125,0,0,21,11,1,0,1
0.042414721,15.81896385,1.9765625,0,0,21,23,0,0,1
0.097318809,11.21584263,2.1484375,0,0,21,24,1,0,1
0.004185069,24.41311123,1.9765625,0,0,21,22,1,0,1
0.026125123,16.55320022,1.8046875,0,0,21,20,1,0,1
0.01452062,34.67736858,4.296875,0,0,21,49,1,0,1
0.378357241,11.52841407,2.3203125,0,0,21,26,1,0,1
0.29610932,21.27522846,5.0703125,0,0,21,58,1,0,1
0.020101099,18.12034264,2.1484375,0,0,21,25,0,0,1
0.002514398,44.6677334,4.125,0,0,21,47,1,0,1
0.047010693,10.48251723,1.890625,0,0,21,21,1,0,1
0.371246751,31.14513399,4.5546875,0,0,21,52,1,0,1
