x,y,w,h,distance,class
0,0,46,66,1,LD
0,0,29,62,1,LD
0,0,32,36,1,LD
0,0,53,64,1,LD
0,0,74,65,1,LD
0,0,39,83,0,LD
0,0,3,63,0,LD
0,0,68,15,1,LD
0,0,62,19,1,LD
0,0,21,21,1,LD
0,0,41,23,1,LD
0,0,7,42,1,LD
0,0,40,81,1,LD
0,0,53,12,0,LD
0,0,38,58,1,LD
0,0,42,37,0,LD
0,0,56,69,0,LD
0,0,65,70,1,LD
0,0,56,56,0,LD
0,0,21,36,1,LD
0,0,52,46,1,LD
0,0,21,18,0,LD
0,0,52,57,1,LD
0,0,14,24,1,LD
0,0,30,72,1,LD
0,0,67,83,0,LD
0,0,53,69,1,LD
0,0,51,63,0,LD
0,0,26,32,1,LD
0,0,14,43,0,LD
0,0,19,24,1,LD
0,0,63,98,0,LD
0,0,20,46,1,LD
0,0,35,88,0,LD
0,0,37,49,1,LD
0,0,60,52,1,LD
0,0,29,56,1,LD
0,0,43,99,0,LD
0,0,73,86,1,LD
0,0,38,15,1,LD
0,0,25,23,1,LD
0,0,31,69,1,LD
0,0,13,22,1,LD
0,0,47,84,1,LD
0,0,51,64,1,LD
0,0,12,15,1,LD
0,0,12,15,1,LD
0,0,14,28,1,LD
0,0,18,20,1,LD
0,0,42,34,0,LD
0,0,15,84,0,LD
0,0,56,87,1,LD
0,0,27,40,0,LD
0,0,47,20,1,LD
0,0,31,22,1,LD
0,0,43,10,1,LD
0,0,27,14,1,LD
0,0,32,53,1,LD
0,0,62,67,0,LD
0,0,27,16,1,LD
0,0,75,83,0,LD
0,0,41,71,1,LD
0,0,43,24,1,LD
0,0,36,29,1,LD
0,0,49,27,1,LD
0,0,24,25,1,LD
0,0,17,14,1,LD
0,0,59,23,1,LD
0,0,60,47,0,LD
0,0,39,72,1,LD
0,0,21,22,1,LD
0,0,41,36,1,LD
0,0,43,44,1,LD
0,0,47,89,0,LD
0,0,40,61,1,LD
0,0,51,66,0,LD
0,0,16,12,1,LD
0,0,44,55,1,LD
0,0,58,79,1,LD
0,0,16,62,0,LD
0,0,32,43,1,LD
0,0,18,14,1,LD
0,0,38,26,1,LD
0,0,58,64,1,LD
0,0,71,4,0,LD
0,0,60,83,1,LD
0,0,33,7,1,LD
0,0,17,32,1,LD
0,0,19,11,1,LD
0,0,13,82,0,LD
0,0,46,56,1,LD
0,0,78,56,1,LD
0,0,54,77,1,LD
0,0,15,23,1,LD
0,0,11,34,1,LD
0,0,68,73,0,LD
0,0,47,27,1,LD
0,0,12,58,1,LD
0,0,27,15,1,LD
0,0,38,51,1,LD
0,0,12,16,1,LD
0,0,49,4,1,LD
0,0,20,35,1,LD
0,0,29,62,1,LD
0,0,65,66,1,LD
0,0,11,44,1,LD
0,0,51,40,0,LD
0,0,23,14,1,LD
0,0,33,10,1,LD
0,0,23,52,1,LD
0,0,39,20,1,LD
0,0,27,20,1,LD
0,0,51,76,0,LD
0,0,68,56,1,LD
0,0,48,72,1,LD
0,0,11,46,0,LD
0,0,74,72,1,LD
0,0,36,27,1,LD
0,0,47,18,1,LD
0,0,22,16,1,LD
0,0,9,25,1,LD
0,0,19,46,1,LD
0,0,12,32,1,LD
0,0,36,60,1,LD
0,0,25,89,0,LD
0,0,27,9,1,LD
0,0,22,9,0,LD
0,0,35,5,1,LD
0,0,26,52,1,LD
0,0,28,24,1,LD
0,0,26,29,1,LD
0,0,25,18,1,LD
0,0,35,45,1,LD
0,0,21,15,1,LD
0,0,13,27,1,LD
0,0,7,31,1,LD
0,0,52,76,0,LD
0,0,9,34,1,LD
0,0,31,41,1,LD
0,0,70,90,0,LD
0,0,19,40,1,LD
0,0,65,87,1,LD
0,0,69,61,1,LD
0,0,23,31,1,LD
0,0,45,92,1,LD
0,0,41,15,1,LD
0,0,71,65,1,LD
0,0,74,92,1,LD
0,0,49,89,1,LD
0,0,60,98,1,LD
0,0,34,23,1,LD
0,0,26,43,1,LD
0,0,72,73,1,LD
0,0,77,7,1,LD
0,0,56,78,1,LD
0,0,13,63,1,LD
0,0,13,78,1,LD
0,0,43,39,1,LD
0,0,48,39,1,LD
0,0,13,14,1,LD
0,0,15,30,1,LD
0,0,14,93,1,LD
0,0,55,75,1,LD
0,0,24,42,1,LD
0,0,16,25,1,LD
0,0,44,91,0,LD
0,0,11,77,1,LD
0,0,22,10,1,LD
0,0,43,40,1,LD
0,0,47,29,1,LD
0,0,15,30,1,LD
0,0,15,18,0,LD
0,0,14,93,0,LD
0,0,65,87,1,LD
0,0,58,70,1,LD
0,0,57,56,1,LD
0,0,12,19,1,LD
0,0,65,66,1,LD
0,0,22,57,1,LD
0,0,18,38,0,LD
0,0,33,38,1,LD
0,0,30,48,1,LD
0,0,59,69,0,LD
0,0,77,59,1,LD
0,0,42,86,1,LD
0,0,36,61,1,LD
0,0,44,48,1,LD
0,0,54,80,1,LD
0,0,41,21,1,LD
0,0,48,61,1,LD
0,0,13,21,1,LD
0,0,62,62,1,LD
0,0,33,7,1,LD
0,0,33,19,0,LD
0,0,50,47,1,LD
0,0,52,74,1,LD
0,0,44,18,0,LD
0,0,49,46,1,LD
0,0,24,47,1,LD
0,0,59,25,1,LD
0,0,54,29,1,LD
0,0,36,10,1,LD
0,0,52,33,1,LD
0,0,10,25,0,LD
0,0,49,19,1,LD
0,0,14,26,0,LD
0,0,37,43,1,LD
0,0,18,55,1,LD
0,0,35,17,1,LD
0,0,49,68,0,LD
0,0,46,57,1,LD
0,0,44,9,0,LD
0,0,57,75,1,LD
0,0,67,63,1,LD
0,0,28,13,1,LD
0,0,66,71,1,LD
0,0,52,54,1,LD
0,0,38,64,1,LD
0,0,51,78,1,LD
0,0,28,23,0,LD
0,0,55,73,1,LD
0,0,15,16,1,LD
0,0,21,54,1,LD
0,0,55,63,1,LD
0,0,34,38,1,LD
0,0,53,19,1,LD
0,0,37,18,1,LD
0,0,51,81,0,LD
0,0,69,69,0,LD
0,0,23,69,1,LD
0,0,49,98,1,LD
0,0,49,31,1,LD
0,0,41,63,1,LD
0,0,45,88,1,LD
0,0,59,59,1,LD
0,0,64,74,1,LD
0,0,63,88,1,LD
0,0,54,77,1,LD
0,0,67,67,1,LD
0,0,64,71,1,LD
0,0,63,85,1,LD
0,0,15,12,1,LD
0,0,23,27,1,LD
0,0,12,65,1,LD
0,0,73,71,1,LD
0,0,12,76,1,LD
0,0,66,71,1,LD
0,0,31,52,1,LD
0,0,19,18,1,LD
0,0,20,45,1,LD
0,0,43,35,1,LD
0,0,53,44,1,LD
0,0,51,72,1,LD
0,0,64,70,0,LD
0,0,61,77,1,LD
0,0,19,19,1,LD
0,0,63,83,1,LD
0,0,11,17,1,LD
0,0,56,61,1,LD
0,0,24,13,0,LD
0,0,22,13,0,LD
0,0,55,88,1,LD
0,0,43,4,1,LD
0,0,14,15,1,LD
0,0,17,29,1,LD
0,0,33,44,1,LD
0,0,56,53,1,LD
0,0,35,8,1,LD
0,0,10,28,1,LD
0,0,43,54,1,LD
0,0,15,14,1,LD
0,0,10,18,1,LD
0,0,45,43,1,LD
0,0,75,60,0,LD
0,0,51,71,0,LD
0,0,10,21,1,LD
0,0,22,47,1,LD
0,0,59,46,0,LD
0,0,19,16,1,LD
0,0,39,37,1,LD
0,0,31,25,1,LD
0,0,13,23,1,LD
0,0,44,40,1,LD
0,0,23,59,1,LD
0,0,71,42,1,LD
0,0,14,38,1,LD
0,0,12,22,1,LD
0,0,13,23,1,LD
0,0,52,65,1,LD
0,0,71,43,1,LD
0,0,14,38,1,LD
0,0,59,47,1,LD
0,0,18,36,1,LD
0,0,11,19,1,LD
0,0,17,39,1,LD
0,0,50,49,1,LD
0,0,41,35,1,LD
0,0,25,86,1,LD
0,0,24,12,1,LD
0,0,20,16,1,LD
0,0,19,25,1,LD
0,0,40,10,1,LD
0,0,20,17,1,LD
0,0,40,38,1,LD
0,0,55,5,1,LD
0,0,29,24,1,LD
0,0,9,25,1,LD
0,0,18,41,1,LD
0,0,41,19,1,LD
0,0,27,19,0,LD
0,0,24,37,0,LD
0,0,11,17,1,LD
0,0,39,81,1,LD
0,0,9,20,1,LD
0,0,34,16,1,LD
0,0,19,13,1,LD
0,0,10,22,1,LD
0,0,16,11,1,LD
0,0,15,14,1,LD
0,0,33,88,1,LD
0,0,18,10,1,LD
0,0,39,76,0,LD
0,0,24,50,1,LD
0,0,26,79,0,LD
0,0,7,28,1,LD
0,0,16,15,1,LD
0,0,14,18,1,LD
0,0,12,18,1,LD
0,0,59,60,1,LD
0,0,11,20,0,LD
0,0,39,65,1,LD
0,0,19,11,1,LD
0,0,50,62,0,LD
0,0,33,15,1,LD
0,0,17,19,1,LD
0,0,31,28,1,LD
0,0,24,19,1,LD
0,0,32,77,1,LD
0,0,64,67,1,LD
0,0,54,59,0,LD
0,0,32,34,1,LD
0,0,46,44,1,LD
0,0,12,24,1,LD
0,0,10,27,1,LD
0,0,47,13,1,LD
0,0,66,89,0,LD
0,0,19,69,1,LD
0,0,35,69,1,LD
0,0,46,76,1,LD
0,0,44,70,1,LD
0,0,27,7,1,LD
0,0,39,53,1,LD
0,0,11,18,1,LD
0,0,26,65,1,LD
0,0,20,11,1,LD
0,0,18,17,1,LD
0,0,13,42,1,LD
0,0,46,22,0,LD
0,0,76,86,1,LD
0,0,63,71,1,LD
0,0,48,28,1,LD
0,0,61,83,1,LD
0,0,31,28,1,LD
0,0,11,64,1,LD
0,0,10,19,1,LD
0,0,57,88,1,LD
0,0,43,91,1,LD
0,0,23,37,1,LD
0,0,25,15,1,LD
0,0,25,44,1,LD
0,0,12,15,1,LD
0,0,54,52,1,LD
0,0,18,13,1,LD
0,0,8,26,1,LD
0,0,39,10,1,LD
0,0,27,11,1,LD
0,0,16,17,1,LD
0,0,54,31,1,LD
0,0,68,82,1,LD
0,0,60,18,0,LD
0,0,25,56,1,LD
0,0,29,7,1,LD
0,0,36,45,1,LD
0,0,9,42,1,LD
0,0,15,18,1,LD
0,0,12,23,1,LD
0,0,31,25,1,LD
0,0,11,17,1,LD
0,0,59,78,1,LD
0,0,26,94,0,LD
0,0,57,54,1,LD
0,0,23,12,0,LD
0,0,36,20,1,LD
0,0,19,14,1,LD
0,0,17,92,1,LD
0,0,62,51,1,LD
0,0,70,75,1,LD
0,0,58,42,1,LD
0,0,20,11,1,LD
0,0,28,24,1,LD
0,0,22,12,1,LD
0,0,56,86,1,LD
0,0,26,15,1,LD
0,0,16,37,1,LD
0,0,62,50,1,LD
0,0,13,37,1,LD
0,0,15,24,1,LD
0,0,66,34,1,LD
0,0,14,37,1,LD
0,0,30,22,1,LD
0,0,19,22,0,LD
0,0,29,68,1,LD
0,0,24,45,1,LD
0,0,27,23,1,LD
0,0,31,7,1,LD
0,0,24,99,0,LD
0,0,53,72,1,LD
0,0,25,28,1,LD
0,0,23,91,1,LD
0,0,47,9,1,LD
0,0,27,24,1,LD
0,0,28,45,1,LD
0,0,25,29,0,LD
0,0,22,47,1,LD
0,0,26,69,1,LD
0,0,43,77,1,LD
0,0,41,48,0,LD
0,0,13,24,1,LD
0,0,58,41,1,LD
0,0,25,26,1,LD
0,0,22,46,1,LD
0,0,25,22,1,LD
0,0,30,70,1,LD
0,0,48,7,1,LD
0,0,20,75,1,LD
0,0,33,62,1,LD
0,0,62,13,1,LD
0,0,77,75,1,LD
0,0,27,34,1,LD
0,0,26,57,1,LD
0,0,8,29,1,LD
0,0,31,36,1,LD
0,0,22,81,1,LD
0,0,46,21,1,LD
0,0,13,18,1,LD
0,0,34,47,1,LD
0,0,44,51,1,LD
0,0,60,46,1,LD
0,0,19,36,1,LD
0,0,36,30,1,LD
0,0,24,23,1,LD
0,0,45,32,0,LD
0,0,28,29,1,LD
0,0,31,54,1,LD
0,0,22,26,1,LD
0,0,38,47,1,LD
0,0,22,26,0,LD
0,0,20,44,1,LD
0,0,33,45,1,LD
0,0,25,26,1,LD
0,0,24,36,1,LD
0,0,16,19,0,LD
0,0,32,45,1,LD
0,0,24,41,1,LD
0,0,30,32,0,LD
0,0,27,49,1,LD
0,0,39,28,1,LD
0,0,37,42,1,LD
0,0,23,33,0,LD
0,0,10,33,1,LD
0,0,25,22,0,LD
0,0,22,43,0,LD
0,0,43,33,1,LD
0,0,31,35,0,LD
0,0,45,48,1,LD
0,0,10,28,1,LD
0,0,39,42,1,LD
0,0,42,47,0,LD
0,0,23,50,1,LD
0,0,26,31,1,LD
0,0,24,40,1,LD
0,0,66,67,1,LD
0,0,27,37,0,LD
0,0,23,60,1,LD
0,0,34,35,1,LD
0,0,35,33,1,LD
0,0,66,38,1,LD
0,0,25,31,0,LD
0,0,35,36,1,LD
0,0,35,44,1,LD
0,0,36,31,1,LD
0,0,29,26,1,LD
0,0,40,24,1,LD
0,0,15,45,1,LD
0,0,32,32,1,LD
0,0,43,70,1,LD
0,0,24,46,1,LD
0,0,19,25,1,LD
0,0,37,29,1,LD
0,0,49,63,1,LD
0,0,73,65,1,LD
0,0,47,36,1,LD
0,0,25,32,0,LD
0,0,26,47,1,LD
0,0,26,43,1,LD
0,0,18,35,1,LD
0,0,25,30,1,LD
0,0,19,54,1,LD
0,0,25,37,1,LD
0,0,32,65,1,LD
0,0,22,18,1,LD
0,0,36,41,0,LD
0,0,7,38,1,LD
0,0,47,51,1,LD
0,0,25,45,1,LD
0,0,18,13,1,LD
0,0,30,45,1,LD
0,0,30,39,1,LD
0,0,20,35,1,LD
0,0,35,32,0,LD
0,0,13,17,1,LD
0,0,31,33,1,LD
0,0,22,25,1,LD
0,0,36,30,1,LD
0,0,22,42,1,LD
0,0,36,40,1,LD
0,0,9,26,1,LD
0,0,41,69,0,LD
0,0,35,43,1,LD
0,0,32,23,0,LD
0,0,23,30,1,LD
0,0,37,29,1,LD
0,0,33,25,1,LD
0,0,38,23,1,LD
0,0,31,47,1,LD
0,0,36,48,1,LD
0,0,27,30,1,LD
0,0,25,31,1,LD
0,0,29,57,1,LD
0,0,26,30,1,LD
0,0,23,24,1,LD
0,0,28,57,1,LD
0,0,32,46,1,LD
0,0,17,56,1,LD
0,0,37,37,1,LD
0,0,65,69,1,LD
0,0,32,40,1,LD
0,0,37,52,1,LD
0,0,36,42,1,LD
0,0,35,44,0,LD
0,0,58,57,1,LD
0,0,29,44,1,LD
0,0,21,42,1,LD
0,0,43,59,0,LD
0,0,28,29,1,LD
0,0,36,29,1,LD
0,0,30,30,1,LD
0,0,22,28,1,LD
0,0,29,30,1,LD
0,0,56,29,1,LD
0,0,47,33,1,LD
0,0,33,28,1,LD
0,0,35,29,1,LD
0,0,15,50,1,LD
0,0,14,25,1,LD
0,0,73,33,1,LD
0,0,31,30,1,LD
0,0,28,30,1,LD
0,0,36,27,0,LD
0,0,30,20,1,LD
0,0,29,17,1,LD
0,0,29,14,1,LD
0,0,25,50,1,LD
0,0,26,58,1,LD
0,0,30,36,1,LD
0,0,47,36,1,LD
0,0,21,9,1,LD
0,0,32,49,1,LD
0,0,32,21,1,LD
0,0,11,20,1,LD
0,0,17,17,1,LD
0,0,37,19,0,LD
0,0,30,24,1,LD
0,0,16,23,1,LD
0,0,71,49,0,LD
0,0,30,26,0,LD
0,0,23,27,0,LD
0,0,20,28,0,LD
0,0,27,25,0,LD
0,0,26,27,0,LD
0,0,33,30,0,LD
0,0,23,37,0,LD
0,0,25,33,0,LD
0,0,22,24,0,LD
0,0,32,22,0,LD
0,0,27,41,0,LD
0,0,24,23,1,LD
0,0,10,18,1,LD
0,0,51,24,1,LD
0,0,30,40,1,LD
0,0,41,14,0,LD
0,0,32,46,1,LD
0,0,33,44,1,LD
0,0,31,36,0,LD
0,0,29,20,0,LD
0,0,19,33,0,LD
0,0,12,25,0,LD
0,0,37,13,0,LD
0,0,31,41,0,LD
0,0,28,33,0,LD
0,0,24,39,0,LD
0,0,32,45,0,LD
0,0,27,54,0,LD
0,0,36,47,0,LD
0,0,27,35,0,LD
0,0,16,21,0,LD
0,0,19,36,1,LD
0,0,28,43,1,LD
0,0,28,43,1,LD
0,0,33,50,1,LD
0,0,24,40,1,LD
0,0,18,40,1,LD
0,0,13,15,1,LD
0,0,23,19,1,LD
0,0,31,43,1,LD
0,0,41,38,1,LD
0,0,10,32,1,LD
0,0,40,22,0,LD
0,0,22,47,1,LD
0,0,18,19,1,LD
0,0,30,49,1,LD
0,0,27,54,0,LD
0,0,56,54,0,LD
0,0,21,43,0,LD
0,0,25,37,0,LD
0,0,30,48,0,LD
0,0,31,27,1,LD
0,0,13,34,0,LD
0,0,22,27,1,LD
0,0,24,17,1,LD
0,0,21,12,1,LD
0,0,43,30,1,LD
0,0,35,32,1,LD
0,0,45,54,1,LD
0,0,35,46,1,LD
0,0,8,46,1,LD
0,0,32,33,1,LD
0,0,21,30,1,LD
0,0,31,37,1,LD
0,0,22,43,1,LD
0,0,18,37,1,LD
0,0,29,39,1,LD
0,0,29,40,1,LD
0,0,22,30,0,LD
0,0,6,38,1,LD
0,0,41,33,1,LD
0,0,21,26,0,LD
0,0,38,34,1,LD
0,0,26,25,1,LD
0,0,6,31,1,LD
0,0,15,40,0,LD
0,0,24,30,1,LD
0,0,24,26,1,LD
0,0,6,37,0,LD
0,0,18,34,1,LD
0,0,20,27,0,LD
0,0,19,44,0,LD
0,0,6,40,0,LD
0,0,23,41,1,LD
0,0,28,41,0,LD
0,0,32,37,0,LD
0,0,17,49,1,LD
0,0,30,47,0,LD
0,0,23,52,1,LD
0,0,41,40,0,LD
0,0,22,25,1,LD
0,0,14,35,1,LD
0,0,23,27,0,LD
0,0,9,31,1,LD
0,0,36,60,1,LD
0,0,25,47,1,LD
0,0,29,41,1,LD
0,0,18,29,1,LD
0,0,20,13,0,LD
0,0,25,28,1,LD
0,0,7,37,1,LD
0,0,31,36,1,LD
0,0,43,37,1,LD
0,0,54,43,1,LD
0,0,28,51,0,LD
0,0,26,48,0,LD
0,0,23,44,0,LD
0,0,36,44,0,LD
0,0,26,33,0,LD
0,0,22,18,1,LD
0,0,9,22,1,LD
0,0,18,24,0,LD
0,0,25,20,1,LD
0,0,15,32,1,LD
0,0,21,23,0,LD
0,0,27,17,1,LD
0,0,18,23,0,LD
0,0,30,45,0,LD
0,0,30,36,1,LD
0,0,37,31,1,LD
0,0,32,39,0,LD
0,0,26,42,1,LD
0,0,11,44,1,LD
0,0,22,33,0,LD
0,0,25,41,0,LD
0,0,22,51,0,LD
0,0,29,25,0,LD
0,0,33,50,1,LD
0,0,36,41,1,LD
0,0,43,41,1,LD
0,0,24,45,1,LD
0,0,29,35,0,LD
0,0,43,34,0,LD
0,0,34,36,0,LD
0,0,7,41,0,LD
0,0,37,6,1,LD
0,0,29,54,0,LD
0,0,34,48,1,LD
0,0,22,39,1,LD
0,0,40,4,1,LD
0,0,21,60,1,LD
0,0,24,22,1,LD
0,0,19,18,1,LD
0,0,20,23,1,LD
0,0,9,25,0,LD
0,0,18,14,1,LD
0,0,23,44,0,LD
0,0,29,44,0,LD
0,0,8,45,0,LD
0,0,36,48,0,LD
0,0,47,60,0,LD
0,0,32,22,1,LD
0,0,15,26,1,LD
0,0,13,20,1,LD
0,0,21,31,0,LD
0,0,30,30,1,LD
0,0,25,26,1,LD
0,0,23,40,1,LD
0,0,24,37,1,LD
0,0,6,29,0,LD
0,0,32,39,1,LD
0,0,25,50,1,LD
0,0,38,49,1,LD
0,0,37,47,1,LD
0,0,25,26,1,LD
0,0,5,35,1,LD
0,0,21,37,0,LD
0,0,24,27,1,LD
0,0,21,23,1,LD
0,0,17,48,1,LD
0,0,22,26,1,LD
0,0,44,69,1,LD
0,0,21,50,1,LD
0,0,30,37,1,LD
0,0,18,29,1,LD
0,0,36,43,1,LD
0,0,55,63,1,LD
0,0,28,31,1,LD
0,0,15,21,1,LD
0,0,18,25,1,LD
0,0,22,48,1,LD
0,0,20,33,0,LD
0,0,46,39,1,LD
0,0,26,43,1,LD
0,0,32,44,1,LD
0,0,60,32,1,LD
0,0,22,20,1,LD
0,0,32,40,1,LD
0,0,35,69,1,LD
0,0,34,31,1,LD
0,0,26,49,1,LD
0,0,22,24,1,LD
0,0,19,20,0,LD
0,0,66,59,1,LD
0,0,19,21,0,LD
0,0,20,14,0,LD
0,0,17,14,0,LD
0,0,30,48,1,LD
0,0,16,16,0,LD
0,0,36,57,1,LD
0,0,42,9,1,LD
0,0,38,7,1,LD
0,0,14,60,1,LD
0,0,43,26,1,LD
0,0,27,26,1,LD
0,0,32,35,1,LD
0,0,31,38,1,LD
0,0,20,34,1,LD
0,0,14,15,1,LD
0,0,23,39,1,LD
0,0,21,45,1,LD
0,0,50,36,1,LD
0,0,17,39,1,LD
0,0,24,47,1,LD
0,0,44,31,1,LD
0,0,18,48,1,LD
0,0,23,28,1,LD
0,0,18,23,1,LD
0,0,21,18,1,LD
0,0,30,40,1,LD
0,0,20,31,1,LD
0,0,22,27,1,LD
0,0,31,64,1,LD
0,0,33,24,1,LD
0,0,55,9,1,LD
0,0,23,33,1,LD
0,0,16,24,1,LD
0,0,30,46,1,LD
0,0,22,27,1,LD
0,0,32,19,1,LD
0,0,21,11,1,LD
0,0,12,19,1,LD
0,0,24,62,0,LD
0,0,25,31,1,LD
0,0,10,44,1,LD
0,0,27,19,1,LD
0,0,15,29,1,LD
0,0,24,35,1,LD
0,0,30,10,1,LD
0,0,37,56,1,LD
0,0,25,25,1,LD
0,0,34,32,0,LD
0,0,11,19,1,LD
0,0,11,16,1,LD
0,0,6,29,1,LD
0,0,27,30,0,LD
0,0,9,21,1,LD
0,0,49,46,1,LD
0,0,28,29,1,LD
0,0,19,46,1,LD
0,0,36,33,1,LD
0,0,46,35,0,LD
0,0,69,59,0,LD
0,0,49,61,1,LD
0,0,28,33,1,LD
0,0,26,45,1,LD
0,0,27,27,1,LD
0,0,25,50,0,LD
0,0,43,59,1,LD
0,0,16,31,1,LD
0,0,27,31,1,LD
0,0,28,31,1,LD
0,0,31,47,1,LD
0,0,60,66,1,LD
0,0,28,25,1,LD
0,0,40,50,1,LD
0,0,52,57,1,LD
0,0,46,25,1,LD
0,0,24,36,1,LD
0,0,76,60,0,LD
0,0,27,31,1,LD
0,0,31,61,1,LD
0,0,27,21,1,LD
0,0,20,36,1,LD
0,0,27,51,1,LD
0,0,49,24,1,LD
0,0,16,12,1,LD
0,0,40,53,0,LD
0,0,34,69,1,LD
0,0,11,32,1,LD
0,0,28,34,1,LD
0,0,27,50,1,LD
0,0,58,65,1,LD
0,0,35,45,1,LD
0,0,31,54,1,LD
0,0,51,61,1,LD
0,0,44,48,1,LD
0,0,7,34,1,LD
0,0,23,23,1,LD
0,0,22,21,1,LD
0,0,15,20,1,LD
0,0,54,54,1,LD
0,0,40,67,0,LD
0,0,35,39,1,LD
0,0,27,24,1,LD
0,0,47,25,0,LD
0,0,59,33,1,LD
0,0,54,25,1,LD
0,0,34,46,0,LD
0,0,22,20,1,LD
0,0,20,17,1,LD
0,0,20,9,1,LD
0,0,30,42,0,LD
0,0,14,39,1,LD
0,0,25,20,1,LD
0,0,22,22,1,LD
0,0,14,36,1,LD
0,0,22,19,1,LD
0,0,39,37,1,LD
0,0,55,46,0,LD
0,0,9,25,1,LD
0,0,28,40,1,LD
0,0,27,23,1,LD
0,0,10,41,1,LD
0,0,31,46,1,LD
0,0,24,20,1,LD
0,0,20,23,1,LD
0,0,26,39,1,LD
0,0,19,22,1,LD
0,0,15,28,1,LD
0,0,14,28,0,LD
0,0,44,25,1,LD
0,0,22,20,0,LD
0,0,28,41,1,LD
0,0,33,28,1,LD
0,0,45,19,1,LD
0,0,10,23,1,LD
0,0,16,20,1,LD
0,0,18,44,1,LD
0,0,30,25,0,LD
0,0,59,8,0,LD
0,0,45,21,1,LD
0,0,22,14,1,LD
0,0,29,19,1,LD
0,0,27,36,1,LD
0,0,18,16,1,LD
0,0,25,35,1,LD
0,0,31,32,1,LD
0,0,20,32,1,LD
0,0,27,21,1,LD
0,0,28,28,1,LD
0,0,17,15,1,LD
0,0,26,25,1,LD
0,0,22,18,1,LD
0,0,10,33,1,LD
0,0,31,26,1,LD
0,0,14,14,1,LD
0,0,11,32,1,LD
0,0,31,26,0,LD
0,0,22,32,1,LD
0,0,20,16,1,LD
0,0,15,14,1,LD
0,0,22,37,1,LD
0,0,26,23,1,LD
0,0,33,24,1,LD
0,0,44,34,1,LD
0,0,20,19,1,LD
0,0,33,20,1,LD
0,0,27,35,1,LD
0,0,65,25,0,LD
0,0,30,47,0,LD
0,0,32,22,1,LD
0,0,30,33,1,LD
0,0,29,15,0,LD
0,0,21,23,0,LD
0,0,40,32,0,LD
0,0,15,18,1,LD
0,0,27,44,1,LD
0,0,18,14,1,LD
0,0,27,22,1,LD
0,0,10,21,1,LD
0,0,22,15,1,LD
0,0,19,15,1,LD
0,0,22,22,1,LD
0,0,35,19,0,LD
0,0,25,22,1,LD
0,0,71,9,1,LD
0,0,13,19,0,LD
0,0,19,23,1,LD
0,0,26,18,1,LD
0,0,24,19,1,LD
0,0,45,10,1,LD
0,0,20,14,1,LD
0,0,64,30,1,LD
0,0,22,10,1,LD
0,0,29,23,0,LD
0,0,30,21,1,LD
0,0,52,39,1,LD
0,0,20,14,1,LD
0,0,32,25,1,LD
0,0,37,57,1,LD
0,0,50,20,1,LD
0,0,18,18,1,LD
0,0,26,25,1,LD
0,0,25,36,1,LD
0,0,24,33,1,LD
0,0,26,35,0,LD
0,0,27,18,1,LD
0,0,30,47,1,LD
0,0,29,66,0,LD
0,0,10,37,1,LD
0,0,37,43,0,LD
0,0,10,49,0,LD
0,0,28,38,1,LD
0,0,22,40,1,LD
0,0,33,48,1,LD
0,0,30,45,1,LD
0,0,24,29,0,LD
0,0,36,37,1,LD
0,0,29,39,1,LD
0,0,28,56,1,LD
0,0,50,83,0,LD
0,0,27,60,0,LD
0,0,37,50,1,LD
0,0,31,59,0,LD
0,0,25,45,1,LD
0,0,4,46,1,LD
0,0,35,40,1,LD
0,0,32,48,0,LD
0,0,31,63,0,LD
0,0,27,47,1,LD
0,0,31,49,1,LD
0,0,30,29,0,LD
0,0,33,86,0,LD
0,0,41,66,1,LD
0,0,27,41,1,LD
0,0,25,67,0,LD
0,0,30,47,1,LD
0,0,37,51,1,LD
0,0,35,7,1,LD
0,0,20,24,0,LD
0,0,40,71,0,LD
0,0,9,23,1,LD
0,0,33,44,1,LD
0,0,48,90,1,LD
0,0,48,94,1,LD
0,0,34,61,0,LD
0,0,59,94,0,LD
0,0,36,69,1,LD
0,0,52,76,0,LD
0,0,34,51,1,LD
0,0,40,44,1,LD
0,0,29,7,1,LD
0,0,31,8,1,LD
0,0,37,92,0,LD
0,0,20,24,1,LD
0,0,28,47,0,LD
0,0,26,51,0,LD
0,0,28,27,0,LD
0,0,11,52,0,LD
0,0,14,28,0,LD
0,0,38,57,1,LD
0,0,30,26,1,LD
0,0,19,22,1,LD
0,0,35,52,1,LD
0,0,31,33,0,LD
0,0,27,29,0,LD
0,0,64,56,0,LD
0,0,29,28,0,LD
0,0,30,46,0,LD
0,0,65,46,0,LD
0,0,38,35,0,LD
0,0,42,34,1,LD
0,0,58,34,1,LD
0,0,34,19,1,LD
0,0,25,36,1,LD
0,0,26,20,1,LD
0,0,25,12,1,LD
0,0,35,23,1,LD
0,0,27,28,1,LD
0,0,29,23,1,LD
0,0,30,24,1,LD
0,0,16,22,1,LD
0,0,27,40,1,LD
0,0,43,23,1,LD
0,0,26,20,1,LD
0,0,29,40,1,LD
0,0,32,53,1,LD
0,0,15,21,1,LD
0,0,32,23,1,LD
0,0,27,42,1,LD
0,0,26,42,1,LD
0,0,31,50,1,LD
0,0,30,17,1,LD
0,0,33,25,1,LD
0,0,41,38,1,LD
0,0,30,34,1,LD
0,0,34,34,1,LD
0,0,11,35,1,LD
0,0,38,30,1,LD
