density,target_class
6.85546875,1
5.6640625,1
8.28125,1
15.75,1
12.25,1
16.625,1
10.2421875,1
3.125,1
6.91015625,1
6.328125,1
9.96875,1
2.28515625,1
7.08984375,1
7.66015625,1
8.15625,1
5.46875,1
6.2890625,1
10.75,1
5.44921875,1
1.7109375,1
0.890625,1
15.25390625,1
8.90234375,1
10.546875,1
1.1875,1
0.796875,1
4.453125,1
12.7578125,1
5.75,1
5.34375,1
6.1875,1
1.71875,1
3.3359375,1
6.64453125,1
5.625,1
11.484375,1
9.28125,1
6.90625,1
6.875,1
5.6953125,1
