curvature,strokewidth,density,x,y,w,h,distance,curvature_LogValue,strokewidth_LogValue,distance_LogValue,density_LogValue,class
0.00271057,38.4429547,14.94140625,0,0,34,44,7,-5.910596334,3.649175446,1.945910149,2.704136302,0
0.297206481,34.10051161,16.6015625,0,0,41,50,0,-1.21332816,3.529312387,#NAME?,2.809496817,0
0.272885956,22.99906229,20.05078125,0,0,41,59,0,-1.298701315,3.135453445,#NAME?,2.998268118,0
0.561621766,29.94151483,17.390625,0,0,47,53,0,-0.57692667,3.399245973,#NAME?,2.855931268,0
0.125136977,31.55481633,34.9453125,41,0,99,55,8,-2.078346326,3.451726234,2.079441542,3.55378434,0
0.012844874,26.3354463,14.73828125,32,0,43,49,0,-4.354810458,3.2709158,#NAME?,2.690448275,0
0.450259759,36.31453787,15.234375,0,1,37,50,1,-0.797930621,3.592218153,0,2.723554388,0
0.019009587,36.5371016,9.5625,0,0,46,51,0,-3.962811848,3.598328227,#NAME?,2.257849199,0
0.008718864,37.71756834,7.84765625,0,0,39,49,0,-4.742266325,3.63012599,#NAME?,2.06021492,0
0.003800234,43.12843487,14.953125,47,0,38,44,0,-5.572692635,3.764182521,#NAME?,2.704920308,0
0.39675861,32.78225735,74.953125,0,0,39,58,59,-0.924427218,3.489887435,4.077537444,4.316862918,0
0.256428962,29.15326531,24.78515625,107,0,32,45,0,-1.360903604,3.372566924,#NAME?,3.210244936,0
0.601145572,24.32468257,53.5,0,0,39,64,0,-0.508918157,3.191491578,#NAME?,3.979681654,0
0.426548952,31.22621805,25.30078125,95,0,30,48,3,-0.852028143,3.441258064,1.098612289,3.230835275,0
0.396421281,33.90159898,101.96875,77,0,17,47,57,-0.925277792,3.523462181,4.043051268,4.624666394,0
0.526341526,32.48787716,43.875,0,0,53,47,1,-0.641804988,3.480867009,0,3.781344682,0
0.153705303,40.51871154,122.7890625,151,0,23,47,31,-1.872718127,3.701763881,3.433987204,4.810467944,0
0.012422123,28.50227919,33.0859375,121,0,12,11,24,-4.388276283,3.349984056,3.17805383,3.499108343,0
0.032802942,26.27083109,6.40625,0,0,39,40,0,-3.417237072,3.26845924,#NAME?,1.857274076,0
0.300309047,27.09745272,41.1484375,0,1,92,45,0,-1.202943178,3.299439728,#NAME?,3.717185956,0
0.256119382,24.35958258,42.77734375,86,0,58,47,0,-1.362111607,3.192925307,#NAME?,3.756008611,0
0.246210103,28.09530651,8.9609375,0,0,33,31,0,-1.40157003,3.335602534,#NAME?,2.192874853,0
0.076067913,35.19365923,41.8671875,95,0,136,46,0,-2.576128746,3.560865931,#NAME?,3.734502406,0
0.159928279,31.72089965,53.3671875,0,0,43,52,2,-1.83302982,3.456975759,0.693147181,3.977196091,0
0.179756822,28.09708731,47.28515625,207,0,17,44,1,-1.71615033,3.335665917,0,3.856196425,0
0.232619494,31.68662263,48.7265625,0,0,28,34,8,-1.458351233,3.455894593,2.079441542,3.886224313,0
0.222074658,36.46927327,44.3359375,181,0,44,50,0,-1.504741656,3.596470078,#NAME?,3.791795578,0
0.197122909,31.91168212,96.6875,0,0,23,53,38,-1.623927841,3.462972153,3.63758616,4.571484128,0
0.179517202,30.37675867,54.90625,0,0,38,55,1,-1.717484243,3.413677799,0,4.005627185,0
0.399760484,37.20919116,46.19140625,178,0,35,50,5,-0.916889701,3.616555805,1.609437912,3.832793769,0
0.208673019,33.10668771,24.90234375,43,0,80,51,0,-1.566986755,3.499735308,#NAME?,3.214961926,0
0.282334166,37.40622046,22.75,52,0,50,56,0,-1.264663924,3.621837013,#NAME?,3.124565145,0
0.004258093,44.08850012,22.96875,108,0,37,40,0,-5.458933872,3.78619898,#NAME?,3.134134596,0
0.064465696,28.81759754,16.171875,0,0,32,46,0,-2.741622042,3.360986226,#NAME?,2.783273622,0
0.345002636,30.71474389,20.671875,52,0,44,54,0,-1.064203221,3.424742796,#NAME?,3.028774081,0
0.11948015,34.7528668,14.8125,0,0,36,48,0,-2.12460503,3.548262066,#NAME?,2.695471419,0
0.301201106,40.02930612,22.93359375,0,0,51,50,7,-1.199977111,3.689611839,1.945910149,3.132602812,0
0.247636967,34.18862515,55.0703125,47,0,29,53,0,-1.395791448,3.531892991,#NAME?,4.008610778,0
0.227136998,27.69337308,37.734375,0,0,22,8,52,-1.482201928,3.321193146,3.951243719,3.630571483,0
0.221394784,34.99019996,50.2421875,90,0,54,56,3,-1.507807818,3.555068021,1.098612289,3.916855062,0
0.176078146,38.37168043,49.1484375,88,0,46,46,8,-1.736827371,3.647319699,2.079441542,3.894845056,0
0.304755421,40.10519628,44.078125,0,0,58,50,2,-1.188245722,3.691505909,0.693147181,3.785963628,0
0.127404394,32.06253433,66.5625,171,0,40,53,27,-2.060389047,3.467688194,3.295836866,4.198141356,0
0.342790012,35.75836417,27.5,88,0,38,55,0,-1.070637229,3.576784205,#NAME?,3.314186005,0
0.090444216,34.53997815,24.890625,0,0,78,59,0,-2.403022016,3.54211744,#NAME?,3.214491227,0
0.365159383,34.14471939,29.6484375,41,0,49,54,1,-1.007421355,3.530607944,0,3.389409426,0
0.004937564,47.51397345,14.82421875,0,0,67,55,0,-5.310883187,3.861023846,#NAME?,2.696262245,0
0.225141366,26.84439723,15.9375,61,0,39,38,2,-1.491026781,3.29005713,0.693147181,2.768674823,0
0.098297866,34.22917537,12.9609375,0,0,40,42,0,-2.319752961,3.533078361,#NAME?,2.561940026,0
0.364233664,28.8972813,25.46484375,0,0,37,48,5,-1.009959683,3.363747518,1.609437912,3.237298824,0
0.298520903,40.84823999,92.70703125,0,0,40,53,28,-1.208915322,3.709863736,3.33220451,4.529444319,0
0.551953646,28.31530888,39.9609375,0,0,32,56,6,-0.594291211,3.343402608,1.791759469,3.687902414,0
0.369492779,34.09919387,70.875,0,0,25,61,11,-0.995624081,3.529273744,2.397895273,4.260917762,0
0.175487129,36.52972669,81.36328125,35,0,82,79,52,-1.740189578,3.598126359,3.951243719,4.398924081,0
0.397837262,21.44424507,16.0859375,37,0,32,48,10,-0.921712247,3.065456314,2.302585093,2.777945443,0
0.314256144,18.14662759,13.875,0,0,45,29,3,-1.15754688,2.898484736,1.098612289,2.63008866,0
0.133834769,32.19307622,17.0546875,0,0,17,44,15,-2.011149307,3.471751405,2.708050201,2.836425093,0
0.118589462,30.52416138,17.0703125,22,0,28,38,0,-2.13208765,3.418518546,#NAME?,2.837340844,0
0.099451986,30.23609974,14.89453125,0,0,13,37,4,-2.308080304,3.409036566,1.386294361,2.700994115,0
0.121893365,28.68629906,10.3125,36,0,28,40,0,-2.104608674,3.356419624,#NAME?,2.333356752,0
0.27261096,23.56331403,17.30078125,40,0,20,8,35,-1.299709555,3.159691012,3.555348061,2.850751659,0
0.00217757,37.50736871,7.734375,0,0,15,42,3,-6.129545703,3.624537413,1.098612289,2.045674679,0
0.462961243,34.13023529,14.14453125,0,0,9,49,2,-0.770111937,3.530183657,0.693147181,2.649328065,0
0.276499357,22.1587827,6.296875,0,0,32,29,2,-1.285546784,3.098233928,0.693147181,1.840053479,0
0.281272121,30.09408176,20.125,0,0,40,56,0,-1.268432676,3.404328533,#NAME?,3.001962823,0
0.082640256,18.3288967,8.98828125,0,0,27,39,0,-2.493258356,2.908478869,#NAME?,2.195921646,0
0.121405111,31.08253581,49,31,0,7,38,26,-2.108622301,3.436646112,3.258096538,3.891820298,0
0.042396699,32.32318487,19.96875,0,0,27,34,2,-3.160684774,3.475784771,0.693147181,2.994168552,0
0.198895052,20.48015145,25.3125,0,0,51,39,1,-1.61497797,3.019456195,0,3.231298345,0
0.116104934,20.48673385,22.3984375,0,0,20,36,25,-2.153260893,3.019777547,3.218875825,3.108991202,0
0.347506406,20.8751878,21.4609375,0,0,24,36,5,-1.05697218,3.038561267,1.609437912,3.066234422,0
0.00677432,24.57798617,19.3125,0,0,15,42,6,-4.994616286,3.201851171,1.791759469,2.960752555,0
0.292342966,31.51055432,25.3046875,0,0,27,21,20,-1.229827625,3.450322547,2.995732274,3.230989655,0
0.010864344,26.34162356,12.6875,52,0,25,28,1,-4.522269044,3.271150333,0,2.540617257,0
0.103736433,23.6735725,24.75,47,0,60,43,1,-2.265901895,3.164359342,0,3.208825489,0
0.042431837,17.15878542,3.5234375,0,0,6,22,0,-3.159856326,2.842510312,#NAME?,1.259437076,0
0.209139183,28.41125671,16.65234375,0,0,27,29,0,-1.564755301,3.34678543,#NAME?,2.812550972,0
0.012120361,28.52063059,25.13671875,77,0,40,43,2,-4.412868513,3.350627706,0.693147181,3.224329676,0
0.126118423,30.00172947,23.80859375,0,0,11,48,5,-2.070533948,3.401255029,1.609437912,3.170046597,0
0.377295481,23.65912168,18.078125,0,1,38,48,3,-0.974726629,3.163748735,1.098612289,2.894702644,0
0.20226244,24.81632682,21.0703125,0,0,50,58,0,-1.598189217,3.211501776,#NAME?,3.047865059,0
0.236518353,35.66003039,29.8828125,0,0,90,75,0,-1.441729472,3.574030465,#NAME?,3.397283482,0
0.518574219,25.58051544,24.2578125,0,0,79,46,0,-0.65667212,3.241830946,#NAME?,3.18873873,0
0.153351768,21.16820114,14.94140625,0,0,52,45,0,-1.875020859,3.052500109,#NAME?,2.704136302,0
0.274747404,28.12224043,12.9140625,28,0,57,37,1,-1.291903134,3.336560738,0,2.558316834,0
0.233801049,15.43652112,34.2890625,101,0,16,22,35,-1.453284743,2.736736203,3.555348061,3.534826426,0
0.223237943,17.29671785,11.89453125,38,0,32,29,0,-1.499517067,2.850516764,#NAME?,2.476078736,0
0.062756965,50.29181803,24.375,0,0,6,60,0,-2.768485711,3.9178424,#NAME?,3.193558017,0
0.345713207,30.49595401,14.609375,0,0,27,42,2,-1.062145729,3.417594019,0.693147181,2.681663446,0
0.01001413,35.18200575,9.76953125,29,0,30,41,0,-4.603758183,3.560534752,#NAME?,2.279268486,0
0.423649693,19.26782894,8.09375,24,0,30,37,0,-0.858848361,2.958436811,#NAME?,2.091092159,0
0.478685189,15.92602075,5.9765625,0,0,23,30,0,-0.736712123,2.767954297,#NAME?,1.78784557,0
0.028518379,35.91327411,15.984375,0,0,90,5,39,-3.557206522,3.58110698,3.663561646,2.771611683,0
0.090532891,33.81722342,11.8828125,19,0,31,39,0,-2.402042058,3.520970241,#NAME?,2.475093028,0
0.200800931,34.11494137,12.375,38,0,5,40,8,-1.605441255,3.529735452,2.079441542,2.515678308,0
0.456343441,31.11321375,36.09375,0,0,100,50,38,-0.784509593,3.437632608,3.63758616,3.58611972,0
0.227722027,32.58185769,31.8828125,30,0,37,49,4,-1.479629574,3.483755621,1.386294361,3.462067071,0
0.081958341,36.46210791,10.83203125,0,0,24,47,0,-2.501544197,3.596273582,#NAME?,2.382507601,0
0.003666539,43.87802996,11.07421875,26,0,35,45,0,-5.608507114,3.781413738,#NAME?,2.404619772,0
0.313818891,21.78751054,16.69921875,0,0,15,11,46,-1.15893924,3.081336895,3.828641396,2.815361937,0
0.006296805,39.90169028,8.125,25,0,25,40,0,-5.067712917,3.686418686,#NAME?,2.094945728,0
0.52257219,26.04052342,9.5625,21,0,12,36,0,-0.648992142,3.259653918,#NAME?,2.257849199,0
0.256435633,20.59275609,10.0546875,23,0,28,29,4,-1.360877589,3.024939368,1.386294361,2.308038944,0
0.173303235,22.4277306,14.546875,65,0,31,37,1,-1.752712415,3.110298166,0,2.677376194,0
0.027934457,25.26643636,8.59375,24,0,29,40,0,-3.577894334,3.229476889,#NAME?,2.151035195,0
0.14775366,38.85688286,18.8984375,27,0,30,50,9,-1.912208851,3.659885226,2.197224577,2.939079247,0
0.269390558,41.30568858,34,45,0,36,56,12,-1.311593064,3.721000228,2.48490665,3.526360525,0
0.41659539,23.8210009,17.4453125,0,0,23,35,42,-0.875639816,3.170567582,3.737669618,2.859070988,0
0.227362146,24.57777078,9.53125,30,0,29,36,4,-1.481211176,3.201842408,1.386294361,2.254575874,0
0.102823249,37.98756413,24.12109375,0,0,4,18,47,-2.274743794,3.637258846,3.850147602,3.183086717,0
0.003240431,27.62263425,12.71484375,59,0,32,35,0,-5.732048933,3.318635518,#NAME?,2.54277011,0
0.23535964,35.28672098,13.25,30,0,32,53,0,-1.446640552,3.563506717,#NAME?,2.583997552,0
0.412453267,22.87992203,10.5,0,0,62,42,0,-0.885632372,3.130259759,#NAME?,2.351375257,0
0.196834973,20.06326431,9.59765625,17,0,44,39,0,-1.625389602,2.998890497,#NAME?,2.261518928,0
0.190205649,35.47108866,19.09375,22,0,9,44,8,-1.659649429,3.568717961,2.079441542,2.949361056,0
0.480907855,30.1206971,24.4375,26,0,11,46,0,-0.732079597,3.405212547,#NAME?,3.196118838,0
0.26065447,34.36378179,27.67578125,0,0,26,65,0,-1.344559618,3.537003155,#NAME?,3.320557708,0
0.442048406,29.718593,54.5625,0,0,51,72,0,-0.816335887,3.391772877,#NAME?,3.999346834,0
0.411514909,31.44165404,35.234375,72,0,35,53,2,-0.887910029,3.448133576,0.693147181,3.562022169,0
0.240571785,30.26012212,20.109375,22,0,36,31,2,-1.424736752,3.409830744,0.693147181,3.001186124,0
0.156914113,18.96327498,67.6875,40,0,90,50,7,-1.852056674,2.942504213,1.945910149,4.214901525,0
0.285371931,25.58984393,33.046875,60,0,22,37,10,-1.253961928,3.242195551,2.302585093,3.497927008,0
0.352241103,23.62079445,29.046875,0,0,12,40,4,-1.043439386,3.162127445,1.386294361,3.368910904,0
0.331561176,22.77071906,45.9375,34,0,64,55,1,-1.103942943,3.125475459,0,3.827281777,0
0.414279965,24.61448718,38.5078125,0,0,21,51,11,-0.88121329,3.203335179,2.397895273,3.650861143,0
0.235277443,21.38429598,35.03125,0,0,17,15,23,-1.446989853,3.06265682,3.135494216,3.55624052,0
0.271473044,28.87504376,21.3828125,84,0,4,6,28,-1.30389243,3.362977684,3.33220451,3.062587445,0
0.251592391,23.74754691,33.78125,20,0,69,46,0,-1.379944997,3.167479237,#NAME?,3.519905915,0
0.223854168,27.08534928,53.125,148,0,50,49,19,-1.496760475,3.298992965,2.944438979,3.972647627,0
0.131939704,33.65412044,57.75,0,0,52,48,18,-2.025410249,3.516135499,2.890371758,4.056123349,0
0.3426758,25.40351242,78.421875,0,0,60,57,27,-1.070970468,3.234887449,3.295836866,4.362102906,0
0.364879944,27.13238603,35.921875,0,0,30,43,1,-1.0081869,3.300728071,0,3.581346441,0
0.007491978,25.29494309,20.7421875,63,0,53,45,0,-4.893922431,3.230604498,#NAME?,3.03216967,0
0.226485101,24.16594307,15.5859375,27,0,42,38,0,-1.485076115,3.184944331,#NAME?,2.746369065,0
0.273646694,33.25031663,14.5546875,0,0,48,26,1,-1.295917443,3.50406429,0,2.677913107,0
0.190078935,28.49193139,17.8125,1,0,21,9,39,-1.660315846,3.349620938,3.663561646,2.879900458,0
0.535672553,24.10629597,12.3046875,0,0,33,45,0,-0.624232213,3.18247305,#NAME?,2.509980287,0
0.009637751,42.63168473,16.9921875,40,0,45,50,0,-4.642067496,3.75259775,#NAME?,2.83275368,0
0.013037284,29.28934018,9.609375,36,0,22,38,3,-4.339942026,3.377223633,1.098612289,2.262739184,0
0.017963349,24.32701927,12.65625,0,0,28,44,1,-4.019421764,3.191587637,0,2.538151164,0
0.23327545,28.05149886,28.5546875,0,0,42,41,2,-1.455535335,3.334042066,0.693147181,3.351821108,0
0.272659277,23.02071104,37.79296875,0,0,26,43,0,-1.299532333,3.136394291,#NAME?,3.632123073,0
0.277084464,26.51783634,23.91796875,106,0,20,8,31,-1.283432895,3.277817576,3.433987204,3.174630007,0
0.157336999,32.17158173,33.359375,108,0,29,21,40,-1.849365284,3.471083508,3.688879454,3.507338842,0
0.019720766,23.07934582,21.40625,0,0,41,40,0,-3.926083087,3.138938097,#NAME?,3.063682935,0
0.265013388,28.21470963,22.8515625,23,0,19,8,31,-1.327974934,3.33984346,3.433987204,3.129019496,0
0.292652884,25.1891909,31.75,101,0,24,36,28,-1.228768069,3.22641497,3.33220451,3.457892725,0
0.027201589,35.31134975,19.8203125,0,0,60,40,3,-3.604479888,3.564204435,1.098612289,2.986707296,0
0.14809939,48.20996198,127.875,101,0,32,85,11,-1.909871677,3.87556568,2.397895273,4.851053224,0
0.135291646,35.10321341,255.5,10,0,33,89,135,-2.00032249,3.558292676,4.905274778,5.54322241,0
0.054863255,39.57106162,17.359375,0,0,32,88,13,-2.902911462,3.678098084,2.564949357,2.854132706,0
0.08629588,74.77125606,51.41015625,0,0,41,61,62,-2.449973422,4.314433534,4.127134385,3.939835745,0
0.326419628,36.75581547,139.5390625,0,0,11,8,98,-1.119571523,3.604296457,4.584967479,4.93834458,0
0.247027474,60.26404887,52.20703125,0,0,44,88,11,-1.398255718,4.098735721,2.397895273,3.955217184,0
0.000593129,88.77800335,65.9296875,0,0,48,87,10,-7.430098645,4.486138909,2.302585093,4.188588833,0
0.308130254,48.95009535,116.90625,0,0,39,75,41,-1.177232683,3.890801317,3.713572067,4.761372332,0
0.115421327,54.64423959,58.875,0,0,26,76,20,-2.159166133,4.000843804,2.995732274,4.075416552,0
0.333618633,30.97758827,16.65234375,0,0,37,36,51,-1.097756756,3.433263984,3.931825633,2.812550972,0
0.012232608,65.16077278,23.7890625,0,0,103,58,0,-4.403650106,4.176857643,#NAME?,3.169225916,0
0.068556388,62.39912849,21.19921875,0,0,65,81,0,-2.68009869,4.133551309,#NAME?,3.05396433,0
0.411829609,26.24043491,9.31640625,0,0,51,45,0,-0.887145586,3.267301538,#NAME?,2.231776959,0
0.244629839,45.98819143,17.71875,0,0,70,63,0,-1.408009072,3.828384655,#NAME?,2.874623401,0
0.000461512,85.77358166,9.34375,0,0,90,26,0,-7.681002502,4.451711053,#NAME?,2.234707671,0
0.002904701,65.64255587,20.5859375,0,0,83,62,0,-5.84142482,4.184224203,#NAME?,3.024608197,0
0.212073712,42.53028123,21.95703125,0,0,75,73,0,-1.550821367,3.750216322,#NAME?,3.089087419,0
0.357023454,42.41467114,12.65234375,0,0,77,41,0,-1.029953802,3.74749432,#NAME?,2.537842475,0
0.331371144,25.90829387,8.7890625,0,0,73,30,0,-1.104516251,3.254563144,#NAME?,2.173508051,0
0.005422803,77.09039978,16.171875,0,0,67,60,0,-5.217142439,4.344978756,#NAME?,2.783273622,0
0.009526147,52.77955656,15.50390625,0,0,79,49,0,-4.653714945,3.966123929,#NAME?,2.741092008,0
0.011628347,35.59891733,15.52734375,0,0,73,53,0,-4.454309455,3.572315225,#NAME?,2.742602583,0
0.021573037,40.28239905,11.69140625,0,0,71,41,0,-3.836311031,3.695914625,#NAME?,2.458854063,0
0.003005098,92.66465031,20.8125,0,0,72,72,0,-5.807445099,4.528987066,#NAME?,3.035553768,0
0.434637841,24.5391688,8.68359375,0,0,55,39,0,-0.833242144,3.200270567,#NAME?,2.161435469,0
0.004106553,100.2322301,20.12109375,0,0,99,51,0,-5.495171288,4.607489795,#NAME?,3.001768705,0
0.245285168,19.77161818,6.79296875,0,0,45,37,0,-1.405333794,2.984247484,#NAME?,1.91588807,0
0.002889583,85.38149682,12.28515625,0,0,83,37,0,-5.846643078,4.447129412,#NAME?,2.508391725,0
0.005947268,49.52756353,15.0390625,0,0,53,70,0,-5.124823325,3.902529354,#NAME?,2.710650983,0
0.308572335,58.4374631,63.75,95,0,46,80,0,-1.17579899,4.067957176,#NAME?,4.154969184,0
0.253843891,33.00919503,16.75,0,0,65,64,0,-1.371035803,3.49678616,#NAME?,2.818398258,0
0.456032736,42.09337199,46.265625,66,0,73,82,2,-0.785190683,3.739890293,0.693147181,3.834399245,0
0.049252811,45.20374963,40.5,0,0,94,108,0,-3.010788837,3.81118004,#NAME?,3.701301974,0
0.321659666,44.10096784,99.234375,84,0,9,8,79,-1.13426123,3.786481729,4.369447852,4.597484476,0
0.404770466,34.06762285,17.1953125,0,0,60,71,0,-0.904435123,3.528347457,#NAME?,2.844636818,0
0.006791382,74.43709304,37.6484375,0,0,58,77,2,-4.992100824,4.30995438,0.693147181,3.628291453,0
0.017086496,51.80404138,19.25,0,0,54,88,0,-4.069466835,3.947468165,#NAME?,2.957511061,0
0.265556965,49.53906321,19.921875,0,0,58,85,0,-1.325925904,3.902761514,#NAME?,2.991818374,0
0.183507794,44.770002,47.90625,76,0,68,84,0,-1.695498138,3.801538317,#NAME?,3.869245976,0
0.003553973,61.70105547,21.078125,0,0,69,76,0,-5.639689146,4.122301037,#NAME?,3.048235773,0
0.261534196,55.04965369,95.625,0,0,68,86,4,-1.341190235,4.008235572,1.386294361,4.560434292,0
0.003152189,83.6349341,62.2265625,0,0,43,124,11,-5.759658147,4.426461305,2.397895273,4.130781958,0
0.464430581,44.29727813,20.15625,0,0,58,86,0,-0.766943181,3.790923233,#NAME?,3.003514414,0
0.275612035,32.38944296,21,0,0,62,84,0,-1.288761072,3.477832535,#NAME?,3.044522438,0
0.003532553,47.9260644,16.53515625,0,0,49,83,0,-5.64573444,3.869659498,#NAME?,2.805488796,0
0.187181936,66.54010464,114.3125,0,0,83,105,19,-1.675674215,4.197804843,2.944438979,4.738935926,0
0.009534309,62.44681062,28.5546875,11,0,9,33,53,-4.652858512,4.134315164,3.970291914,3.351821108,0
0.373572244,50.51284857,85.1875,0,0,14,93,23,-0.984643869,3.922227731,3.135494216,4.444854709,0
0.000603777,51.68526235,18.5625,0,0,52,88,0,-7.412305634,3.94517268,#NAME?,2.921143417,0
0.006091997,101.3122733,24.25,0,0,62,97,0,-5.100779336,4.618207562,#NAME?,3.188416617,0
0.005866519,38.76991822,10.1953125,0,0,43,58,0,-5.138493836,3.657644642,#NAME?,2.321928056,0
0.001194677,89.28896311,22.1484375,0,0,43,126,0,-6.729879423,4.491877887,#NAME?,3.097766952,0
0.002309147,50.76904415,24.12890625,0,0,85,71,0,-6.070877087,3.927286802,#NAME?,3.183410551,0
0.004624098,96.95573786,20.51171875,0,0,57,89,0,-5.376473954,4.574254564,#NAME?,3.020996369,0
0.006016196,55.92636298,25.49609375,0,0,59,107,0,-5.113300113,4.024035879,#NAME?,3.238525254,0
0.285089463,80.71868019,66.015625,0,0,75,118,12,-1.254952243,4.390970025,2.48490665,4.189891456,0
0.150039007,35.22823796,22.5,0,0,62,90,0,-1.896859972,3.561847976,#NAME?,3.113515309,0
0.435779696,45.26730658,28.7109375,0,0,73,98,0,-0.830618448,3.812585063,#NAME?,3.357278148,0
0.434397725,71.01211439,70.78125,96,0,53,102,18,-0.833794747,4.262850488,2.890371758,4.259594135,0
0.000299354,45.0222061,15.859375,0,0,56,70,0,-8.113883738,3.807155837,#NAME?,2.763760808,0
0.313816707,60.36172246,95.703125,0,0,53,59,81,-1.158946199,4.10035517,4.394449155,4.561250952,0
0.004026869,85.62212938,43.84375,0,0,90,122,0,-5.514766128,4.449943771,#NAME?,3.780632177,0
0.003524225,80.54241452,70.09765625,0,0,97,86,11,-5.648094725,4.388783934,2.397895273,4.249889359,0
0.143013532,47.89020573,72.31640625,66,0,48,87,12,-1.944816024,3.86891101,2.48490665,4.281051023,0
0.048854794,53.52406549,25.23828125,0,0,89,71,0,-3.018902768,3.980131375,#NAME?,3.228361939,0
0.001642608,70.64122615,27.0703125,0,0,68,99,0,-6.411470056,4.257613914,#NAME?,3.298437648,0
0.12269933,56.13312867,40.67578125,0,0,87,117,0,-2.098018388,4.027726167,#NAME?,3.70563286,0
