stroke_width,target_class
43.99065337,0
29.27456234,0
14.95221996,0
21.27032961,0
22.31923728,0
26.170315,0
12.84006638,0
18.0724115,0
9.256272048,0
11.16566685,0
11.97385042,0
20.46384835,0
11.75133921,0
16.1519054,0
20.16573605,0
19.63602495,0
20.36554,0
10.45414112,0
11.39414711,0
25.00659523,0
12.08381618,0
15.32394494,0
14.71637395,0
38.21697472,0
10.31691803,0
14.88450979,0
9.242825711,0
75.02666193,0
20.81782371,0
13.63593786,0
18.31854996,0
18.55414693,0
13.69923629,0
19.92485885,0
18.24387857,0
26.3098987,0
23.82232896,0
40.92692558,0
26.69373012,0
35.55552252,0
53.03772242,0
24.0868712,0
27.23015612,0
18.85382356,0
19.25087749,0
25.07971692,0
26.22177452,0
22.6540704,0
50.99233406,0
26.55704723,0
22.64480176,0
40.80441153,0
45.69047012,0
31.25699922,0
21.47384028,0
37.64195938,0
31.7050588,0
24.34107834,0
50.32891813,0
63.70243323,0
43.60045871,0
27.23769787,0
23.289673,0
23.63172553,0
27.28861647,0
21.17694651,0
16.04759796,0
26.01933972,0
23.34988841,0
43.92215489,0
28.29480246,0
58.13776741,0
55.97320788,0
35.69541285,0
50.42582432,0
37.40726397,0
29.77356635,0
27.38251232,0
54.66643765,0
50.99019514,0
27.29468813,0
35.38573091,0
34.17171982,0
31.765015,0
29.02348249,0
29.95984021,0
45.09772229,0
47.4341649,0
29.54544414,0
28.24785894,0
24.61168639,0
27.12675975,0
36.99017256,0
25.7234815,0
42.61789814,0
39.25994934,0
27.5,0
29.02842463,0
26.41365234,0
26.60384285,0
32.47617856,0
42.43991023,0
32.43837739,0
19.46660693,0
32.31500509,0
38.25186957,0
52.63078947,0
25.8410158,0
35.28910451,0
23.89228172,0
24.80967091,0
27.47372951,0
41.40011254,0
34.27346583,0
29.14914341,0
23.3149536,0
31.70469709,0
31.5554217,0
21.30174127,0
22.73246544,0
27.52909194,0
30.14919511,0
30.59298365,0
21.37755833,0
40.5134625,0
36.7776751,0
24.73863375,0
15.90864144,0
20.13226239,0
14.09338662,0
29.64986366,0
40.17396787,0
43.25394704,0
32.21838319,0
19.16735737,0
20.32637319,0
16.37709134,0
31.8077501,0
25.57601028,0
46.01063709,0
23.88864862,0
29.99575554,0
26.64471326,0
27.39685634,0
24.23656265,0
15.77909977,0
23.80931554,0
14.16125655,0
43.2483227,0
21.85116044,0
17.14742975,0
43.10452412,0
0,0
24.61865106,0
43.57280807,0
29.53467253,0
36.30403526,0
19.10675209,0
14.79329211,0
23.25455056,0
21.2516403,0
35.6175233,0
45.36389822,0
33.08991324,0
38.87665153,0
28.75625767,0
23.65382191,0
27.47274392,0
28.12597008,0
20.84948325,0
22.81580841,0
33.5067059,0
51.623638,0
21.5397662,0
28.32009378,0
38.93622375,0
58.89821729,0
23.23663995,0
28.21075781,0
37.74562103,0
49.76946855,0
34.11410519,0
39.22905576,0
18.16979076,0
24.83920661,0
46.61544808,0
35.35697556,0
5.670095871,0
39.12228365,0
26.03706037,0
