x,y,w,h,Distance Bottom,Distance Top,area,Target Class
85,7,7,8,1.0,8.0,24.0,LD
170,4,15,15,3.0,1.0,31.5,LD
0,3,99,20,7.0,4.0,84.0,LD
19,3,13,16,3.0,0.0,131.0,LD
50,2,15,17,3.0,1.0,37.0,LD
229,1,14,18,3.0,2.0,177.0,LD
45,1,6,19,4.0,3.0,23.0,LD
249,0,19,19,3.0,3.0,49.0,LD
211,0,13,18,2.0,2.0,66.0,LD
191,0,16,19,3.0,3.0,36.0,LD
159,0,6,18,2.0,2.0,16.0,LD
135,0,15,19,3.0,3.0,77.0,LD
118,0,15,16,0.0,0.0,46.0,LD
110,0,4,19,3.0,3.0,23.5,LD
8,0,6,18,2.0,2.0,24.0,LD
102,79,20,7,43.0,36.0,26.5,LD
267,64,14,12,33.0,31.0,30.5,LD
122,46,14,15,18.0,28.0,44.5,LD
267,45,17,16,18.0,27.0,198.0,LD
251,44,4,17,18.0,26.0,24.5,LD
107,44,3,14,15.0,29.0,14.0,LD
0,44,101,23,24.0,20.0,312.0,LD
286,43,88,27,27.0,16.0,408.0,LD
226,43,19,18,18.0,25.0,54.5,LD
174,43,14,18,18.0,25.0,57.0,LD
192,41,18,19,17.0,24.0,93.5,LD
144,41,18,20,18.0,23.0,52.0,LD
0,39,107,3,1.0,40.0,18.0,LD
251,33,7,5,5.0,38.0,14.5,LD
347,20,3,10,13.0,33.0,16.0,LD
321,20,18,9,14.0,34.0,37.0,LD
289,20,15,16,7.0,27.0,40.5,LD
173,19,8,5,19.0,38.0,11.0,LD
388,18,30,6,19.0,37.0,20.5,LD
347,7,4,10,26.0,33.0,13.0,LD
363,5,11,12,26.0,31.0,35.5,LD
322,5,17,12,26.0,31.0,34.0,LD
288,3,17,14,26.0,29.0,55.5,LD
385,2,14,15,26.0,28.0,66.0,LD
273,1,3,15,27.0,28.0,17.0,LD
141,1,12,15,27.0,28.0,36.5,LD
241,0,20,16,27.0,27.0,196.5,LD
211,0,12,16,27.0,27.0,41.0,LD
190,0,16,16,27.0,27.0,50.5,LD
164,0,17,16,27.0,27.0,39.5,LD
126,0,5,16,27.0,27.0,14.0,LD
33,0,25,18,25.0,25.0,75.5,LD
0,0,112,23,20.0,20.0,190.5,LD
367,0,10,14,1.0,1.0,20.5,LD
346,0,16,14,1.0,1.0,48.5,LD
319,0,11,14,1.0,1.0,16.0,LD
297,0,14,10,5.0,5.0,25.5,LD
266,0,36,21,6.0,6.0,254.0,LD
253,0,4,12,3.0,3.0,10.5,LD
226,0,17,11,4.0,4.0,30.0,LD
208,0,13,12,3.0,3.0,23.0,LD
160,0,20,12,3.0,3.0,24.5,LD
91,0,19,13,2.0,2.0,38.5,LD
0,0,155,20,5.0,5.0,615.0,LD
125,0,92,25,8.0,8.0,92.5,LD
61,0,63,22,5.0,5.0,404.5,LD
53,0,3,12,5.0,5.0,15.5,LD
23,0,19,12,5.0,5.0,42.5,LD
0,0,17,12,5.0,5.0,53.0,LD
8,13,13,10,6.0,7.0,26.0,LD
75,0,155,24,7.0,7.0,898.0,LD
51,0,11,10,7.0,7.0,31.0,LD
31,0,4,10,7.0,7.0,17.5,LD
7,0,15,10,7.0,7.0,31.0,LD
11,59,13,7,28.0,31.0,27.5,LD
9,44,14,12,18.0,26.0,32.0,LD
49,43,14,13,18.0,25.0,41.0,LD
64,41,15,15,18.0,23.0,34.5,LD
71,39,145,27,28.0,11.0,557.0,LD
0,14,41,22,2.0,16.0,78.0,LD
44,0,172,21,17.0,17.0,172.0,LD
83,0,6,12,26.0,26.0,26.0,LD
23,0,17,11,27.0,27.0,38.0,LD
0,0,12,11,27.0,27.0,16.0,LD
0,14,14,10,7.0,7.0,23.0,LD
159,0,14,13,4.0,4.0,41.0,LD
91,0,14,11,6.0,6.0,22.0,LD
68,0,148,18,1.0,1.0,178.5,LD
46,0,12,11,6.0,6.0,38.0,LD
23,0,5,11,6.0,6.0,15.5,LD
0,0,15,11,6.0,6.0,36.0,LD
90,41,14,16,15.0,26.0,75.5,LD
0,37,217,27,22.0,15.0,722.5,LD
57,34,41,7,1.0,35.0,14.0,LD
127,0,90,18,24.0,24.0,68.5,LD
80,0,49,18,24.0,24.0,86.5,LD
27,0,52,15,27.0,27.0,52.0,LD
4,0,16,11,31.0,31.0,19.5,LD
94,0,19,12,6.0,6.0,36.5,LD
9,0,13,12,6.0,6.0,35.0,LD
0,0,217,26,8.0,8.0,230.0,LD
22,0,21,13,2.0,2.0,46.0,LD
0,0,219,20,5.0,5.0,415.0,LD
0,1,209,18,4.0,3.0,354.0,LD
50,0,15,15,0.0,0.0,48.0,LD
22,0,20,13,2.0,2.0,60.0,LD
1,0,12,13,2.0,2.0,22.0,LD
132,0,4,17,1.0,1.0,16.0,LD
123,0,4,17,1.0,1.0,24.5,LD
99,0,13,17,1.0,1.0,39.0,LD
77,0,14,17,1.0,1.0,41.5,LD
51,0,15,16,2.0,2.0,52.0,LD
0,0,46,21,3.0,3.0,261.0,LD
0,7,12,4,3.0,10.0,15.5,LD
103,0,85,19,5.0,5.0,141.0,LD
47,0,14,9,5.0,5.0,22.5,LD
0,0,102,19,5.0,5.0,128.5,LD
88,22,12,3,8.0,14.0,12.0,LD
87,5,14,14,2.0,3.0,49.0,LD
21,1,19,18,2.0,1.0,103.0,LD
0,0,80,23,6.0,6.0,188.5,LD
7,0,10,6,11.0,11.0,15.5,LD
0,0,4,20,3.0,3.0,11.5,LD
183,0,21,25,7.0,7.0,60.0,LD
167,0,20,17,1.0,1.0,48.5,LD
149,0,14,17,1.0,1.0,42.0,LD
96,0,52,27,9.0,9.0,138.5,LD
71,0,16,12,6.0,6.0,27.5,LD
43,0,18,14,4.0,4.0,40.0,LD
25,0,17,14,4.0,4.0,45.5,LD
0,0,13,14,4.0,4.0,27.0,LD
46,15,11,4,0.0,15.0,12.0,LD
85,0,44,28,9.0,9.0,162.5,LD
64,0,15,12,7.0,7.0,36.0,LD
46,0,10,12,7.0,7.0,13.5,LD
31,0,12,12,7.0,7.0,28.5,LD
10,0,15,12,7.0,7.0,36.0,LD
97,0,18,12,1.0,1.0,45.0,LD
0,0,181,26,13.0,13.0,525.5,LD
118,0,63,33,12.0,12.0,307.0,LD
114,0,3,18,3.0,3.0,18.0,LD
104,0,4,18,3.0,3.0,28.5,LD
71,0,15,18,3.0,3.0,56.0,LD
44,0,18,17,4.0,4.0,34.5,LD
18,0,17,18,3.0,3.0,44.0,LD
0,0,12,21,0.0,0.0,43.5,LD
136,3,4,16,4.0,1.0,14.0,LD
88,2,16,17,4.0,2.0,37.5,LD
144,1,13,18,4.0,3.0,134.5,LD
129,0,3,18,3.0,3.0,18.0,LD
108,0,14,18,3.0,3.0,105.0,LD
66,0,17,19,4.0,4.0,184.5,LD
35,0,19,17,2.0,2.0,60.0,LD
7,0,16,13,2.0,2.0,40.0,LD
118,0,14,15,1.0,1.0,36.5,LD
105,0,5,12,4.0,4.0,10.5,LD
88,0,13,13,3.0,3.0,27.0,LD
71,0,11,12,4.0,4.0,22.0,LD
36,0,6,13,3.0,3.0,32.0,LD
0,0,23,23,7.0,7.0,59.5,LD
171,0,4,15,0.0,0.0,12.5,LD
162,0,6,15,0.0,0.0,26.0,LD
140,0,14,15,0.0,0.0,28.0,LD
110,0,21,15,0.0,0.0,68.0,LD
88,0,14,15,0.0,0.0,53.5,LD
49,0,21,15,0.0,0.0,60.0,LD
6,0,37,15,0.0,0.0,87.5,LD
43,35,8,8,22.0,13.0,35.0,LD
9,17,6,14,10.0,7.0,22.0,LD
0,17,6,16,12.0,5.0,12.0,LD
18,16,9,11,6.0,10.0,14.5,LD
29,14,9,14,7.0,7.0,12.0,LD
48,10,9,15,4.0,6.0,38.0,LD
4,0,9,9,12.0,12.0,36.5,LD
22,0,9,17,4.0,4.0,10.5,LD
5,0,9,10,3.0,3.0,15.5,LD
307,42,119,4,16.0,26.0,12.0,LD
243,38,6,7,15.0,23.0,10.5,LD
231,38,9,7,15.0,23.0,11.5,LD
162,35,12,10,15.0,20.0,13.0,LD
156,35,6,10,15.0,20.0,11.0,LD
6,35,115,18,23.0,12.0,273.0,LD
215,33,15,12,15.0,18.0,22.0,LD
128,33,19,12,15.0,18.0,22.5,LD
98,20,8,5,5.0,25.0,10.5,LD
257,18,10,7,5.0,23.0,11.0,LD
142,18,7,7,5.0,23.0,28.5,LD
222,17,9,8,5.0,22.0,12.0,LD
373,15,8,7,8.0,23.0,16.5,LD
6,15,81,22,7.0,8.0,202.5,LD
291,13,10,12,5.0,18.0,16.0,LD
170,13,19,12,5.0,18.0,21.5,LD
282,12,7,13,5.0,17.0,13.0,LD
231,11,25,14,5.0,16.0,42.0,LD
304,9,126,18,3.0,12.0,257.5,LD
253,0,172,13,17.0,17.0,155.5,LD
5,0,86,10,20.0,20.0,61.5,LD
151,13,13,9,11.0,2.0,18.5,LD
165,12,11,10,11.0,1.0,15.0,LD
334,0,91,12,1.0,1.0,109.0,LD
260,0,9,6,5.0,5.0,28.5,LD
148,0,8,5,6.0,6.0,10.5,LD
69,0,9,6,5.0,5.0,34.0,LD
31,0,9,8,3.0,3.0,11.5,LD
20,0,10,9,2.0,2.0,14.0,LD
4,0,91,12,1.0,1.0,92.5,LD
16,4,9,7,1.0,5.0,30.0,LD
47,3,7,8,1.0,4.0,20.0,LD
26,0,12,11,1.0,1.0,19.0,LD
3,0,12,11,1.0,1.0,17.5,LD
55,0,9,7,6.0,6.0,10.5,LD
45,0,7,7,6.0,6.0,21.5,LD
4,0,9,7,6.0,6.0,14.0,LD
47,4,75,21,8.0,4.0,97.5,LD
63,3,8,14,0.0,3.0,13.5,LD
0,0,50,21,4.0,4.0,161.0,LD
56,0,10,8,3.0,3.0,38.5,LD
26,0,8,9,2.0,2.0,45.5,LD
0,0,152,17,6.0,6.0,143.5,LD
73,10,9,8,1.0,11.0,13.5,LD
0,0,152,28,9.0,9.0,250.5,LD
24,1,6,10,1.0,2.0,11.0,LD
0,0,152,14,2.0,2.0,168.0,LD
14,0,8,11,1.0,1.0,11.0,LD
271,26,12,15,16.0,10.0,27.0,LD
191,26,21,13,14.0,12.0,89.0,LD
247,25,16,13,13.0,12.0,40.5,LD
218,25,18,13,13.0,12.0,26.0,LD
291,20,15,15,10.0,10.0,48.5,LD
172,19,12,19,13.0,6.0,32.0,LD
50,3,7,14,8.0,11.0,14.0,LD
102,2,13,23,0.0,2.0,73.5,LD
83,2,14,16,7.0,9.0,42.5,LD
65,2,15,18,5.0,7.0,110.0,LD
31,1,19,18,6.0,7.0,32.5,LD
268,0,9,10,15.0,15.0,15.0,LD
245,0,16,11,14.0,14.0,23.5,LD
220,0,14,10,15.0,15.0,19.0,LD
15,0,13,21,4.0,4.0,34.0,LD
16,0,9,8,3.0,3.0,10.5,LD
3,0,8,12,1.0,1.0,14.5,LD
103,0,8,11,0.0,0.0,27.5,LD
86,0,11,8,3.0,3.0,16.5,LD
64,0,13,9,2.0,2.0,13.0,LD
39,0,15,12,1.0,1.0,28.5,LD
24,0,10,7,4.0,4.0,17.0,LD
10,0,6,9,2.0,2.0,10.5,LD
6,1,9,11,1.0,0.0,18.0,LD
59,0,23,12,1.0,1.0,56.0,LD
39,0,15,12,1.0,1.0,12.0,LD
19,0,15,11,0.0,0.0,68.0,LD
57,0,8,12,1.0,1.0,18.5,LD
37,0,9,9,2.0,2.0,24.0,LD
18,0,14,7,4.0,4.0,15.5,LD
0,0,10,7,4.0,4.0,12.0,LD
29,0,10,19,5.0,5.0,30.5,LD
9,0,12,10,4.0,4.0,57.5,LD
51,0,13,15,3.0,3.0,24.5,LD
32,0,10,9,3.0,3.0,16.5,LD
1,0,8,7,5.0,5.0,24.5,LD
52,0,19,9,6.0,6.0,17.5,LD
30,0,12,20,5.0,5.0,22.0,LD
3,0,17,10,1.0,1.0,65.0,LD
125,102,8,8,47.0,55.0,21.0,LD
140,100,13,10,47.0,53.0,23.0,LD
0,99,121,20,56.0,43.0,321.5,LD
278,80,68,19,36.0,44.0,153.5,LD
245,79,34,14,30.0,49.0,64.5,LD
344,73,84,19,29.0,44.0,216.0,LD
180,73,9,9,19.0,54.0,19.5,LD
268,61,16,9,7.0,54.0,19.0,LD
229,61,12,9,7.0,54.0,25.5,LD
178,59,14,11,7.0,52.0,79.0,LD
0,59,244,43,39.0,20.0,933.0,LD
326,58,53,13,8.0,50.0,59.5,LD
378,57,45,14,8.0,49.0,126.0,LD
290,57,18,13,7.0,50.0,20.5,LD
217,57,8,13,7.0,50.0,14.0,LD
311,56,10,14,7.0,49.0,14.0,LD
263,40,9,9,14.0,54.0,21.0,LD
242,40,19,10,13.0,53.0,34.5,LD
121,38,9,11,14.0,52.0,32.0,LD
294,37,14,13,13.0,50.0,61.0,LD
330,35,93,20,8.0,43.0,100.0,LD
278,34,13,15,14.0,48.0,17.5,LD
137,33,71,36,6.0,27.0,334.5,LD
62,33,13,18,12.0,45.0,27.0,LD
254,21,10,9,33.0,54.0,16.0,LD
239,21,10,9,33.0,54.0,14.5,LD
313,19,12,11,33.0,52.0,19.5,LD
335,18,88,16,29.0,47.0,109.0,LD
0,13,226,48,2.0,15.0,665.5,LD
404,0,8,7,56.0,56.0,29.5,LD
336,0,89,11,52.0,52.0,111.5,LD
0,0,330,18,45.0,45.0,664.5,LD
21,8,10,9,2.0,6.0,50.5,LD
32,1,4,16,2.0,1.0,11.5,LD
0,0,159,21,6.0,6.0,206.5,LD
0,0,159,14,2.0,2.0,271.5,LD
0,0,159,19,5.0,5.0,379.5,LD
0,0,159,23,6.0,6.0,305.5,LD
0,0,159,16,3.0,3.0,213.5,LD
52,0,107,15,2.0,2.0,95.5,LD
0,0,55,17,4.0,4.0,118.5,LD
0,0,98,19,5.0,5.0,133.5,LD
78,1,9,9,2.0,3.0,42.0,LD
0,0,102,15,3.0,3.0,187.5,LD
0,0,94,12,1.0,1.0,63.0,LD
86,0,60,6,8.0,8.0,28.5,LD
0,0,85,19,5.0,5.0,212.5,LD
0,0,107,17,4.0,4.0,124.5,LD
267,137,31,39,83.0,54.0,151.5,LD
263,115,18,9,31.0,84.0,37.5,LD
180,104,58,59,70.0,34.0,545.0,LD
278,103,18,18,28.0,75.0,76.5,LD
266,97,8,8,12.0,85.0,20.0,LD
188,94,24,21,22.0,72.0,142.5,LD
297,81,7,11,1.0,82.0,30.0,LD
447,62,72,91,60.0,2.0,3178.5,LD
302,62,5,10,21.0,83.0,11.5,LD
339,58,82,111,76.0,18.0,1005.0,LD
258,54,9,41,2.0,52.0,78.5,LD
0,52,3,16,25.0,77.0,11.0,LD
186,43,32,47,3.0,46.0,337.0,LD
269,39,37,21,33.0,72.0,106.0,LD
119,39,27,105,51.0,12.0,757.5,LD
0,11,70,158,76.0,65.0,1573.0,LD
0,0,4,17,76.0,76.0,23.5,LD
62,91,40,28,53.0,38.0,151.5,LD
95,81,6,5,20.0,61.0,14.0,LD
149,79,44,24,37.0,42.0,180.0,LD
78,64,21,14,12.0,52.0,71.5,LD
68,57,9,9,0.0,57.0,27.0,LD
299,51,43,47,32.0,19.0,373.5,LD
178,44,12,18,4.0,48.0,59.0,LD
226,43,10,45,22.0,21.0,188.0,LD
152,38,10,5,23.0,61.0,19.0,LD
161,29,9,12,25.0,54.0,27.5,LD
65,27,22,23,16.0,43.0,177.0,LD
378,16,9,85,35.0,19.0,475.0,LD
358,14,16,7,45.0,59.0,45.0,LD
122,13,32,27,26.0,39.0,220.5,LD
301,9,34,51,6.0,15.0,323.5,LD
0,6,49,117,57.0,51.0,864.0,LD
0,5,13,20,41.0,46.0,68.5,LD
230,0,53,42,24.0,24.0,272.0,LD
259,133,13,25,79.0,54.0,156.0,LD
46,132,10,26,79.0,53.0,147.5,LD
367,83,11,55,59.0,24.0,287.0,LD
412,39,45,109,69.0,30.0,2245.5,LD
33,36,6,24,19.0,55.0,29.0,LD
336,30,15,9,40.0,70.0,29.0,LD
323,29,46,61,11.0,18.0,434.5,LD
260,25,44,68,14.0,11.0,536.0,LD
107,16,47,62,1.0,17.0,772.5,LD
201,13,48,61,5.0,18.0,1241.5,LD
0,0,80,85,6.0,6.0,1158.5,LD
7,57,17,18,22.0,35.0,39.0,LD
84,55,11,32,34.0,21.0,157.5,LD
0,50,7,3,0.0,50.0,11.5,LD
132,36,32,36,19.0,17.0,194.0,LD
49,22,41,38,7.0,15.0,289.0,LD
117,8,29,60,15.0,7.0,325.0,LD
1,5,34,23,25.0,30.0,108.0,LD
176,0,56,96,43.0,43.0,801.5,LD
158,5,39,82,39.0,34.0,1202.0,LD
0,2,43,56,10.0,8.0,571.0,LD
63,0,74,55,7.0,7.0,767.5,LD
75,0,11,18,30.0,30.0,75.5,LD
357,42,42,37,35.0,7.0,753.5,LD
282,17,40,58,31.0,14.0,644.5,LD
183,15,55,56,27.0,12.0,496.0,LD
354,0,8,9,35.0,35.0,43.5,LD
86,0,67,60,16.0,16.0,605.5,LD
0,0,46,60,16.0,16.0,507.5,LD
243,86,20,17,47.0,39.0,55.5,LD
307,60,14,24,28.0,32.0,85.5,LD
181,50,54,46,40.0,10.0,272.5,LD
0,50,29,18,12.0,38.0,117.0,LD
236,33,6,6,17.0,50.0,12.0,LD
0,19,75,31,6.0,25.0,392.0,LD
37,18,6,9,29.0,47.0,19.0,LD
183,16,17,32,8.0,24.0,55.5,LD
100,8,43,44,4.0,12.0,518.0,LD
37,3,41,27,26.0,29.0,225.0,LD
279,0,52,55,1.0,1.0,690.5,LD
223,0,9,7,49.0,49.0,22.5,LD
105,0,6,4,52.0,52.0,13.5,LD
35,80,10,5,33.0,47.0,15.0,LD
0,68,33,26,42.0,26.0,145.0,LD
55,56,4,11,15.0,41.0,14.0,LD
32,41,8,7,4.0,45.0,14.0,LD
0,32,31,26,6.0,26.0,240.5,LD
38,25,10,15,12.0,37.0,30.0,LD
122,0,35,83,31.0,31.0,326.5,LD
98,0,22,36,16.0,16.0,139.0,LD
0,0,53,26,26.0,26.0,590.5,LD
192,268,42,4,136.0,132.0,72.5,LD
152,251,10,21,136.0,115.0,120.5,LD
0,244,53,28,136.0,108.0,261.0,LD
97,243,20,29,136.0,107.0,112.0,LD
332,163,42,99,126.0,37.0,1898.0,LD
0,157,42,35,56.0,101.0,272.5,LD
184,131,51,63,58.0,73.0,1469.0,LD
341,129,37,14,7.0,122.0,162.0,LD
0,129,57,82,75.0,54.0,830.0,LD
266,120,59,51,35.0,85.0,557.5,LD
98,120,55,69,53.0,67.0,2162.5,LD
251,69,10,14,53.0,122.0,73.5,LD
333,68,72,62,6.0,74.0,542.5,LD
252,51,11,14,71.0,122.0,65.0,LD
342,44,8,28,64.0,108.0,59.5,LD
36,39,14,43,54.0,93.0,242.5,LD
143,38,13,20,78.0,116.0,42.5,LD
45,36,10,4,96.0,132.0,17.0,LD
282,27,29,55,54.0,81.0,317.0,LD
120,23,38,48,65.0,88.0,379.0,LD
184,20,47,83,33.0,53.0,1761.0,LD
262,17,18,20,99.0,116.0,177.0,LD
60,17,19,24,95.0,112.0,115.5,LD
347,16,24,22,98.0,114.0,192.5,LD
125,8,11,11,117.0,125.0,62.0,LD
34,3,27,33,100.0,103.0,230.5,LD
262,0,11,18,118.0,118.0,86.0,LD
0,30,5,56,38.0,8.0,104.5,LD
64,0,25,77,29.0,29.0,391.0,LD
33,0,41,37,11.0,11.0,234.5,LD
69,49,23,4,27.0,22.0,43.5,LD
0,3,17,31,8.0,5.0,253.0,LD
18,0,31,32,6.0,6.0,196.5,LD
225,155,13,8,82.0,73.0,54.0,LD
93,115,23,11,45.0,70.0,85.0,LD
0,99,32,12,30.0,69.0,142.0,LD
265,87,61,66,72.0,15.0,363.5,LD
57,69,45,10,2.0,71.0,175.5,LD
139,65,32,52,36.0,29.0,401.5,LD
291,27,15,9,45.0,72.0,55.0,LD
0,23,27,40,18.0,41.0,313.5,LD
9,10,50,42,29.0,39.0,381.5,LD
189,0,56,121,40.0,40.0,1057.0,LD
132,66,13,6,31.0,35.0,14.0,LD
126,33,20,8,0.0,33.0,49.5,LD
103,9,37,13,19.0,28.0,87.5,LD
0,0,65,73,32.0,32.0,660.0,LD
49,62,47,22,34.0,28.0,194.0,LD
258,56,41,22,28.0,28.0,137.5,LD
127,44,58,46,40.0,4.0,439.0,LD
255,40,7,11,1.0,39.0,20.5,LD
46,26,33,25,1.0,25.0,96.0,LD
105,18,58,22,10.0,28.0,258.0,LD
258,9,20,20,21.0,30.0,75.5,LD
206,7,39,71,28.0,21.0,1445.0,LD
72,7,16,13,30.0,37.0,19.0,LD
50,0,19,14,36.0,36.0,73.0,LD
0,0,31,66,16.0,16.0,423.5,LD
0,15,30,53,24.0,9.0,423.0,LD
62,12,51,66,34.0,22.0,476.5,LD
190,0,57,69,25.0,25.0,615.5,LD
132,0,44,52,8.0,8.0,550.0,LD
73,0,10,5,39.0,39.0,30.5,LD
0,25,86,59,27.0,2.0,554.0,LD
315,10,47,89,42.0,32.0,2523.0,LD
224,0,45,105,48.0,48.0,574.0,LD
121,0,62,51,6.0,6.0,628.5,LD
102,0,15,60,3.0,3.0,256.5,LD
0,173,8,9,91.0,82.0,44.0,LD
173,120,12,11,40.0,80.0,44.5,LD
250,118,8,25,52.0,66.0,114.0,LD
326,103,45,34,46.0,57.0,315.0,LD
0,93,16,7,9.0,84.0,32.5,LD
250,91,9,26,26.0,65.0,99.5,LD
173,89,11,14,12.0,77.0,65.0,LD
258,85,43,13,7.0,78.0,113.0,LD
193,79,20,23,11.0,68.0,64.0,LD
507,71,75,75,55.0,16.0,798.5,LD
400,70,8,33,12.0,58.0,92.5,LD
167,69,4,12,10.0,79.0,22.5,LD
399,68,71,104,81.0,13.0,991.0,LD
329,61,29,33,3.0,58.0,126.0,LD
191,61,24,17,13.0,74.0,85.0,LD
105,57,8,33,1.0,58.0,118.0,LD
255,48,6,19,24.0,72.0,33.5,LD
266,44,35,21,26.0,70.0,110.0,LD
107,44,5,7,40.0,84.0,15.5,LD
0,36,41,30,25.0,61.0,167.0,LD
111,35,32,9,47.0,82.0,92.0,LD
24,22,13,19,50.0,72.0,59.0,LD
178,14,16,12,65.0,79.0,58.0,LD
66,14,17,66,11.0,25.0,283.5,LD
35,10,5,12,69.0,79.0,28.0,LD
425,4,58,15,72.0,76.0,261.0,LD
145,1,12,9,81.0,82.0,36.0,LD
508,0,34,11,80.0,80.0,123.5,LD
114,0,24,5,86.0,86.0,45.5,LD
79,0,6,13,78.0,78.0,24.0,LD
159,127,11,7,67.0,60.0,34.0,LD
78,123,16,10,66.0,57.0,59.0,LD
199,118,45,16,67.0,51.0,197.0,LD
343,75,36,12,20.0,55.0,120.5,LD
0,57,35,67,57.0,0.0,567.5,LD
324,41,41,59,33.0,8.0,470.5,LD
0,34,38,16,17.0,51.0,230.5,LD
56,27,64,82,42.0,15.0,509.0,LD
219,22,62,68,23.0,1.0,1014.5,LD
53,9,8,8,50.0,59.0,26.5,LD
147,0,43,102,35.0,35.0,833.5,LD
44,135,16,12,72.0,63.0,58.0,LD
291,125,58,15,65.0,60.0,261.0,LD
11,122,12,9,56.0,66.0,36.0,LD
334,116,9,8,49.0,67.0,34.0,LD
238,91,31,22,38.0,53.0,106.0,LD
296,80,40,30,35.0,45.0,297.0,LD
198,75,9,8,8.0,67.0,25.5,LD
161,73,9,9,7.0,66.0,32.5,LD
372,69,47,63,57.0,12.0,719.0,LD
379,59,6,7,9.0,68.0,13.5,LD
55,51,29,33,9.0,42.0,228.0,LD
383,33,25,19,23.0,56.0,136.0,LD
408,27,25,39,9.0,36.0,136.5,LD
126,26,45,82,33.0,7.0,500.0,LD
206,24,64,66,15.0,9.0,351.5,LD
121,22,14,19,34.0,56.0,78.5,LD
294,20,32,43,12.0,32.0,321.5,LD
137,11,15,10,54.0,65.0,24.5,LD
35,9,31,79,13.0,4.0,445.0,LD
175,96,7,21,59.0,37.0,87.0,LD
93,81,16,5,28.0,53.0,26.0,LD
224,39,19,44,25.0,14.0,307.5,LD
337,18,82,88,48.0,30.0,1307.0,LD
214,12,5,12,34.0,46.0,21.5,LD
124,6,53,78,26.0,20.0,733.0,LD
240,0,64,89,31.0,31.0,1197.0,LD
81,0,34,82,24.0,24.0,568.0,LD
0,0,51,107,49.0,49.0,2336.5,LD
171,96,29,12,45.0,51.0,64.5,LD
294,67,5,10,14.0,53.0,21.0,LD
6,48,61,56,41.0,7.0,455.5,LD
166,44,28,21,2.0,42.0,109.5,LD
280,39,38,12,12.0,51.0,108.0,LD
137,36,7,6,21.0,57.0,21.5,LD
178,31,25,11,21.0,52.0,87.0,LD
390,30,44,86,53.0,23.0,807.0,LD
0,20,53,25,18.0,38.0,463.0,LD
95,14,59,71,22.0,8.0,1798.5,LD
294,13,53,92,42.0,29.0,797.0,LD
409,0,7,6,57.0,57.0,23.5,LD
208,0,63,103,40.0,40.0,3445.5,LD
16,0,9,19,44.0,44.0,102.5,LD
706,81,70,4,38.0,43.0,23.0,LD
851,78,32,6,37.0,41.0,44.0,LD
392,74,82,4,31.0,43.0,73.0,LD
888,72,15,11,36.0,36.0,25.5,LD
284,70,38,4,27.0,43.0,39.0,LD
141,57,12,4,14.0,43.0,23.5,LD
856,45,8,9,7.0,38.0,21.5,LD
367,38,7,11,2.0,36.0,16.0,LD
331,34,29,28,15.0,19.0,107.5,LD
308,28,20,34,15.0,13.0,169.0,LD
849,27,6,19,1.0,28.0,31.5,LD
143,26,27,13,8.0,34.0,83.0,LD
1099,25,18,14,8.0,33.0,104.0,LD
938,24,45,55,32.0,8.0,405.5,LD
539,23,11,34,10.0,13.0,147.5,LD
0,21,74,54,28.0,7.0,827.0,LD
876,20,16,31,4.0,16.0,67.0,LD
690,17,58,63,33.0,16.0,457.0,LD
632,14,6,7,26.0,40.0,19.5,LD
383,12,7,7,28.0,40.0,20.0,LD
1025,10,18,62,25.0,15.0,428.0,LD
1048,8,32,43,4.0,4.0,190.5,LD
765,8,8,7,32.0,40.0,20.0,LD
639,8,38,25,14.0,22.0,147.5,LD
863,6,13,10,31.0,37.0,43.5,LD
554,6,67,72,31.0,25.0,784.0,LD
77,6,11,57,16.0,10.0,272.0,LD
915,4,11,81,38.0,34.0,302.0,LD
391,4,64,64,21.0,17.0,1189.0,LD
200,3,37,46,2.0,1.0,312.0,LD
337,2,6,31,14.0,16.0,42.0,LD
760,0,59,78,31.0,31.0,743.5,LD
522,0,13,14,33.0,33.0,48.0,LD
474,0,53,66,19.0,19.0,1832.0,LD
79,0,205,77,30.0,30.0,672.0,LD
207,0,10,12,35.0,35.0,31.5,LD
1229,105,8,11,58.0,47.0,30.5,LD
1001,101,10,9,52.0,49.0,53.5,LD
819,96,8,7,45.0,51.0,36.5,LD
580,90,15,9,41.0,49.0,33.5,LD
711,89,96,5,36.0,53.0,70.0,LD
1440,82,51,12,36.0,46.0,190.5,LD
207,82,16,8,32.0,50.0,30.5,LD
1064,79,26,18,39.0,40.0,129.5,LD
944,78,33,9,29.0,49.0,116.5,LD
1017,77,29,19,38.0,39.0,86.0,LD
518,77,14,6,25.0,52.0,12.0,LD
996,76,9,20,38.0,38.0,84.0,LD
462,76,19,7,25.0,51.0,26.0,LD
231,73,17,5,20.0,53.0,34.0,LD
33,73,35,4,19.0,54.0,45.5,LD
535,69,8,14,25.0,44.0,31.5,LD
393,64,45,17,23.0,41.0,108.0,LD
1414,63,7,6,11.0,52.0,16.5,LD
1333,62,51,40,44.0,18.0,355.0,LD
1575,61,10,45,48.0,13.0,139.5,LD
491,59,16,24,25.0,34.0,96.5,LD
538,52,7,16,10.0,42.0,31.5,LD
1469,49,14,8,1.0,50.0,53.0,LD
1293,48,13,45,35.0,13.0,182.5,LD
997,46,22,32,20.0,26.0,273.5,LD
1025,45,8,6,7.0,52.0,23.5,LD
