x,y,w,h,Distance Bottom,Distance Top,area,Target Class
71,4,5,6,37.0,41.0,15.0,LD
21,0,36,56,9.0,9.0,366.0,LD
0,0,21,6,41.0,41.0,53.5,LD
92,31,17,7,10.0,21.0,45.0,LD
56,26,14,6,4.0,22.0,41.0,LD
0,25,22,22,19.0,6.0,100.5,LD
158,23,36,21,16.0,7.0,62.5,LD
111,18,33,24,14.0,4.0,284.5,LD
60,14,36,28,14.0,0.0,239.0,LD
26,7,23,30,9.0,2.0,124.5,LD
0,0,11,33,5.0,5.0,109.5,LD
37,417,26,31,217.0,200.0,192.5,LD
111,415,27,37,221.0,194.0,225.5,LD
66,387,24,38,194.0,193.0,189.0,LD
150,382,22,58,209.0,173.0,262.5,LD
75,381,66,67,217.0,164.0,1211.0,LD
23,370,25,50,189.0,181.0,298.0,LD
160,340,24,32,141.0,199.0,217.0,LD
89,331,35,40,140.0,191.0,240.0,LD
47,330,39,29,128.0,202.0,201.0,LD
234,326,16,33,128.0,198.0,62.0,LD
184,311,25,46,126.0,185.0,279.0,LD
129,303,48,61,133.0,170.0,295.0,LD
127,296,25,44,109.0,187.0,518.0,LD
80,281,32,64,114.0,167.0,332.0,LD
56,280,18,53,102.0,178.0,368.5,LD
157,258,47,35,62.0,196.0,191.5,LD
86,238,22,17,24.0,214.0,91.5,LD
246,234,25,28,31.0,203.0,105.5,LD
213,225,25,41,35.0,190.0,290.0,LD
114,222,46,49,40.0,182.0,321.5,LD
133,218,72,64,51.0,167.0,1081.5,LD
110,213,6,37,19.0,194.0,113.0,LD
6,207,7,5,19.0,226.0,17.0,LD
63,206,25,37,12.0,194.0,391.5,LD
229,181,23,24,26.0,207.0,112.0,LD
183,174,26,29,28.0,202.0,148.5,LD
133,167,35,44,20.0,187.0,203.0,LD
80,153,36,36,42.0,195.0,177.0,LD
219,139,28,56,36.0,175.0,376.0,LD
257,135,16,55,41.0,176.0,240.5,LD
171,132,35,47,52.0,184.0,315.0,LD
119,119,37,52,60.0,179.0,446.0,LD
77,115,33,46,70.0,185.0,252.0,LD
203,96,25,31,104.0,200.0,139.5,LD
113,79,31,39,113.0,192.0,157.5,LD
235,65,28,55,111.0,176.0,277.5,LD
160,54,56,55,122.0,176.0,597.5,LD
227,30,25,28,173.0,203.0,137.5,LD
99,17,65,69,145.0,162.0,983.0,LD
257,5,32,46,180.0,185.0,346.5,LD
149,0,84,100,131.0,131.0,874.5,LD
160,0,29,39,192.0,192.0,184.0,LD
125,0,30,32,199.0,199.0,120.0,LD
47,33,9,5,3.0,30.0,21.5,LD
10,28,11,4,3.0,31.0,23.0,LD
59,16,28,29,10.0,6.0,399.5,LD
9,3,43,58,26.0,23.0,384.0,LD
0,0,11,16,19.0,19.0,49.5,LD
32,23,22,26,20.0,3.0,151.5,LD
62,0,20,42,13.0,13.0,505.5,LD
0,0,35,37,8.0,8.0,195.5,LD
0,0,10,16,13.0,13.0,62.5,LD
48,36,16,18,22.0,14.0,54.5,LD
4,22,25,26,16.0,6.0,97.5,LD
69,8,32,44,20.0,12.0,229.0,LD
35,0,24,36,4.0,4.0,183.0,LD
0,0,23,34,2.0,2.0,150.5,LD
206,29,8,8,14.0,15.0,35.5,LD
163,0,56,25,2.0,2.0,688.0,LD
131,0,28,25,2.0,2.0,224.0,LD
95,0,21,26,3.0,3.0,285.0,LD
53,0,30,26,3.0,3.0,322.5,LD
6,0,35,24,1.0,1.0,220.5,LD
195,44,14,5,19.0,25.0,25.0,LD
174,44,5,5,19.0,25.0,12.0,LD
236,43,24,8,21.0,22.0,87.0,LD
177,16,13,23,9.0,7.0,82.0,LD
108,12,35,27,9.0,3.0,485.0,LD
59,11,33,28,9.0,2.0,449.5,LD
5,8,47,31,9.0,1.0,282.5,LD
200,7,73,32,9.0,2.0,795.0,LD
201,0,6,12,18.0,18.0,30.5,LD
156,0,12,39,9.0,9.0,143.5,LD
85,46,35,27,32.0,14.0,248.5,LD
45,46,9,5,10.0,36.0,17.5,LD
229,45,17,4,8.0,37.0,26.5,LD
175,45,6,8,12.0,33.0,19.0,LD
0,42,13,4,5.0,37.0,29.0,LD
179,28,28,13,0.0,28.0,149.0,LD
132,25,29,16,0.0,25.0,142.0,LD
93,22,29,19,0.0,22.0,191.0,LD
52,12,28,29,0.0,12.0,196.0,LD
15,11,31,30,0.0,11.0,373.5,LD
227,0,23,40,1.0,1.0,191.5,LD
173,51,37,19,30.0,21.0,208.5,LD
81,51,7,7,18.0,33.0,25.5,LD
18,51,21,8,19.0,32.0,68.5,LD
269,50,20,5,15.0,35.0,43.5,LD
246,50,10,9,19.0,31.0,41.5,LD
153,29,17,17,6.0,23.0,73.0,LD
145,27,11,19,6.0,21.0,87.5,LD
100,25,32,21,6.0,19.0,487.0,LD
205,24,16,22,6.0,18.0,112.0,LD
181,22,30,24,6.0,16.0,140.5,LD
269,11,47,35,6.0,5.0,283.0,LD
231,11,30,35,6.0,5.0,305.0,LD
56,0,32,46,6.0,6.0,333.5,LD
14,0,25,47,7.0,7.0,299.5,LD
268,43,14,4,23.0,20.0,26.5,LD
245,43,5,6,25.0,18.0,18.5,LD
154,43,21,6,25.0,18.0,68.5,LD
192,15,27,23,14.0,1.0,334.0,LD
93,14,30,25,15.0,1.0,328.0,LD
127,13,23,26,15.0,2.0,173.0,LD
231,12,26,26,14.0,2.0,335.5,LD
165,12,20,26,14.0,2.0,245.0,LD
261,9,33,29,14.0,5.0,404.5,LD
45,0,37,39,15.0,15.0,407.0,LD
11,0,32,39,15.0,15.0,215.0,LD
658,87,18,33,60.0,27.0,164.5,LD
424,86,20,3,29.0,57.0,14.5,LD
334,76,75,10,26.0,50.0,84.0,LD
612,70,18,25,35.0,35.0,100.0,LD
599,68,15,21,29.0,39.0,89.5,LD
570,64,27,30,34.0,30.0,247.5,LD
636,59,21,46,45.0,14.0,222.5,LD
466,52,35,42,34.0,18.0,228.0,LD
453,37,18,27,4.0,33.0,236.0,LD
418,36,29,36,12.0,24.0,188.0,LD
508,32,24,47,19.0,13.0,181.0,LD
344,30,34,30,0.0,30.0,461.5,LD
534,28,29,61,29.0,1.0,467.0,LD
271,19,31,39,2.0,21.0,261.0,LD
386,13,21,49,2.0,11.0,476.5,LD
235,11,22,20,29.0,40.0,235.0,LD
175,7,60,32,21.0,28.0,688.5,LD
142,1,31,42,17.0,18.0,340.5,LD
311,0,30,58,2.0,2.0,290.5,LD
97,0,26,38,22.0,22.0,311.5,LD
44,0,46,33,27.0,27.0,393.5,LD
8,0,43,61,1.0,1.0,494.5,LD
321,176,5,5,91.0,85.0,13.5,LD
38,169,4,12,91.0,78.0,22.5,LD
25,169,10,12,91.0,78.0,38.0,LD
58,168,19,13,91.0,77.0,168.5,LD
101,167,7,14,91.0,76.0,34.0,LD
90,167,8,14,91.0,76.0,32.0,LD
133,166,4,15,91.0,75.0,32.5,LD
111,166,19,15,91.0,75.0,93.0,LD
147,165,3,16,91.0,74.0,30.0,LD
179,164,18,17,91.0,73.0,114.5,LD
156,164,11,17,91.0,73.0,63.0,LD
45,163,10,18,91.0,72.0,59.5,LD
0,163,11,18,91.0,72.0,62.0,LD
246,161,11,20,91.0,70.0,83.0,LD
14,161,8,20,91.0,70.0,47.0,LD
280,160,17,21,91.0,69.0,140.5,LD
258,160,20,21,91.0,69.0,224.5,LD
300,159,17,22,91.0,68.0,144.0,LD
201,155,18,26,91.0,64.0,132.5,LD
223,154,19,27,91.0,63.0,146.0,LD
1221,151,21,11,72.0,79.0,59.0,LD
1274,141,25,30,81.0,60.0,273.5,LD
1303,138,15,28,76.0,62.0,139.5,LD
1223,129,12,19,58.0,71.0,67.0,LD
1184,128,22,27,65.0,63.0,192.5,LD
1107,114,16,24,48.0,66.0,125.0,LD
1247,113,24,61,84.0,29.0,624.5,LD
913,112,20,17,39.0,73.0,50.0,LD
1149,106,29,44,60.0,46.0,748.5,LD
1077,103,23,32,45.0,58.0,262.5,LD
1007,99,23,27,36.0,63.0,355.5,LD
942,92,29,38,40.0,52.0,309.5,LD
864,91,23,27,28.0,63.0,277.0,LD
895,90,18,23,23.0,67.0,105.0,LD
982,89,19,30,29.0,60.0,150.5,LD
100,82,28,8,0.0,82.0,28.5,LD
785,79,44,31,20.0,59.0,388.5,LD
616,79,14,14,3.0,76.0,45.5,LD
662,78,20,44,32.0,46.0,201.0,LD
720,77,30,21,8.0,69.0,265.5,LD
1043,73,31,62,45.0,28.0,924.5,LD
509,73,31,34,17.0,56.0,205.0,LD
0,73,27,4,13.0,86.0,18.5,LD
840,72,18,46,28.0,44.0,410.0,LD
428,72,43,25,7.0,65.0,464.0,LD
700,71,19,34,15.0,56.0,157.5,LD
586,69,20,33,12.0,57.0,329.5,LD
615,68,8,10,12.0,80.0,26.0,LD
470,68,27,26,4.0,64.0,209.0,LD
748,54,24,46,10.0,44.0,212.5,LD
550,52,30,37,1.0,53.0,792.5,LD
636,50,23,38,2.0,52.0,158.0,LD
295,48,29,47,5.0,43.0,380.0,LD
400,41,12,58,9.0,32.0,241.5,LD
199,36,22,24,30.0,66.0,119.5,LD
337,35,35,55,0.0,35.0,292.0,LD
171,33,25,25,32.0,65.0,109.5,LD
100,27,23,34,29.0,56.0,382.5,LD
350,26,40,7,57.0,83.0,110.5,LD
223,9,66,58,23.0,32.0,1253.0,LD
139,8,36,54,28.0,36.0,301.5,LD
48,8,33,24,58.0,66.0,372.0,LD
30,8,17,38,44.0,52.0,322.0,LD
1310,0,10,8,82.0,82.0,20.0,LD
1191,0,18,8,82.0,82.0,33.0,LD
80,0,9,38,52.0,52.0,78.5,LD
0,0,16,39,51.0,51.0,183.0,LD
169,0,13,18,2.0,2.0,64.0,LD
140,0,26,22,6.0,6.0,125.5,LD
127,0,5,18,2.0,2.0,46.5,LD
107,0,6,5,11.0,11.0,15.0,LD
79,0,6,8,8.0,8.0,18.5,LD
37,0,32,22,6.0,6.0,96.5,LD
0,0,52,49,20.0,20.0,509.0,LD
0,0,10,35,6.0,6.0,119.5,LD
694,120,12,10,60.0,60.0,48.5,LD
473,90,15,29,49.0,41.0,162.0,LD
222,89,28,25,44.0,45.0,239.5,LD
660,84,46,34,48.0,36.0,625.0,LD
624,83,36,31,44.0,39.0,376.0,LD
440,79,23,49,58.0,21.0,229.0,LD
402,78,27,26,34.0,44.0,430.5,LD
291,76,46,25,31.0,45.0,353.5,LD
333,73,28,32,35.0,38.0,194.0,LD
566,72,28,29,31.0,41.0,401.0,LD
602,62,19,44,36.0,26.0,262.0,LD
166,61,59,64,55.0,6.0,895.0,LD
521,59,50,45,34.0,25.0,407.0,LD
369,58,25,44,32.0,26.0,524.0,LD
256,48,40,50,28.0,20.0,319.5,LD
97,43,28,31,4.0,39.0,258.0,LD
68,38,27,30,2.0,40.0,564.5,LD
133,37,30,46,13.0,24.0,296.5,LD
6,9,49,59,2.0,11.0,864.0,LD
447,0,64,49,21.0,21.0,711.0,LD
282,0,47,47,23.0,23.0,983.5,LD
720,101,27,30,63.0,38.0,157.5,LD
879,93,49,24,49.0,44.0,481.5,LD
268,93,98,10,35.0,58.0,97.0,LD
790,90,27,21,43.0,47.0,108.5,LD
822,88,20,34,54.0,34.0,219.0,LD
911,85,38,52,69.0,16.0,442.0,LD
662,78,75,59,69.0,9.0,945.0,LD
849,71,26,49,52.0,19.0,417.5,LD
752,63,30,59,54.0,9.0,239.5,LD
434,60,34,44,36.0,24.0,219.0,LD
216,57,25,34,23.0,34.0,178.0,LD
384,49,57,63,44.0,5.0,719.0,LD
314,48,27,33,13.0,35.0,225.5,LD
610,47,50,59,38.0,9.0,659.5,LD
297,46,11,31,9.0,37.0,105.0,LD
511,45,91,51,28.0,17.0,939.0,LD
480,36,30,53,21.0,15.0,195.5,LD
158,34,40,66,32.0,2.0,458.5,LD
351,33,26,48,13.0,20.0,457.5,LD
87,27,15,19,22.0,49.0,138.5,LD
66,24,22,20,24.0,48.0,119.5,LD
311,21,7,8,39.0,60.0,18.5,LD
43,21,23,22,25.0,46.0,121.0,LD
271,7,32,68,7.0,0.0,345.5,LD
113,5,54,53,10.0,15.0,752.5,LD
0,4,2,30,34.0,38.0,13.0,LD
929,0,17,6,62.0,62.0,39.5,LD
885,0,22,18,50.0,50.0,79.5,LD
13,0,21,37,31.0,31.0,263.5,LD
169,43,13,7,25.0,18.0,43.0,LD
204,42,28,4,21.0,21.0,56.0,LD
198,11,34,27,13.0,2.0,271.5,LD
248,10,32,27,12.0,2.0,190.0,LD
45,8,119,31,14.0,6.0,1079.0,LD
173,5,36,33,13.0,8.0,368.0,LD
15,0,7,40,15.0,15.0,104.0,LD
136,53,19,4,28.0,25.0,42.5,LD
91,44,11,4,19.0,25.0,13.0,LD
173,22,29,26,19.0,3.0,165.0,LD
71,20,27,29,20.0,0.0,113.0,LD
33,16,31,33,20.0,4.0,736.5,LD
102,0,64,48,19.0,19.0,464.0,LD
0,0,24,42,13.0,13.0,211.5,LD
0,13,17,23,13.0,0.0,134.0,LD
205,2,57,32,11.0,9.0,422.5,LD
157,2,41,32,11.0,9.0,302.0,LD
100,2,38,33,12.0,10.0,373.0,LD
42,0,62,36,13.0,13.0,682.0,LD
180,52,10,6,29.0,23.0,37.0,LD
182,25,19,21,17.0,8.0,139.0,LD
147,22,30,25,18.0,4.0,297.5,LD
94,21,13,27,19.0,2.0,102.0,LD
39,21,28,27,19.0,2.0,528.0,LD
105,7,7,10,12.0,19.0,20.5,LD
112,0,35,47,18.0,18.0,387.0,LD
71,0,11,47,18.0,18.0,145.5,LD
5,0,26,48,19.0,19.0,323.5,LD
262,61,8,8,35.0,26.0,34.0,LD
39,42,5,17,25.0,17.0,31.0,LD
0,36,24,19,21.0,15.0,163.5,LD
102,35,10,4,5.0,30.0,19.0,LD
215,34,13,3,3.0,31.0,18.0,LD
141,34,10,3,3.0,31.0,13.0,LD
124,34,4,9,9.0,25.0,19.5,LD
319,33,24,10,9.0,24.0,61.5,LD
297,33,5,6,5.0,28.0,18.5,LD
18,14,9,17,3.0,17.0,80.5,LD
317,10,25,18,6.0,16.0,249.5,LD
211,10,26,19,5.0,15.0,155.5,LD
112,9,16,21,4.0,13.0,136.0,LD
38,9,29,22,3.0,12.0,162.5,LD
71,8,30,22,4.0,12.0,227.0,LD
355,7,35,21,6.0,13.0,160.0,LD
163,7,43,22,5.0,12.0,260.0,LD
0,5,27,26,3.0,8.0,140.5,LD
277,0,25,28,6.0,6.0,183.0,LD
243,0,28,29,5.0,5.0,131.5,LD
134,0,26,30,4.0,4.0,210.0,LD
6,46,20,4,14.0,32.0,18.0,LD
193,45,12,3,12.0,33.0,17.0,LD
120,45,14,5,14.0,31.0,33.5,LD
255,44,21,18,26.0,18.0,109.5,LD
228,44,10,4,12.0,32.0,18.0,LD
226,23,30,16,3.0,20.0,167.5,LD
50,23,14,19,6.0,17.0,63.5,LD
74,21,32,21,6.0,15.0,132.5,LD
271,15,32,24,3.0,12.0,247.5,LD
117,1,26,40,5.0,4.0,182.5,LD
68,1,4,7,28.0,29.0,15.0,LD
192,0,29,40,4.0,4.0,237.0,LD
150,0,24,40,4.0,4.0,201.5,LD
10,0,32,42,6.0,6.0,310.5,LD
60,32,7,11,22.0,10.0,26.0,LD
201,4,62,21,4.0,0.0,292.5,LD
154,0,36,26,5.0,5.0,196.5,LD
132,0,9,26,5.0,5.0,98.5,LD
87,0,33,27,6.0,6.0,175.5,LD
50,0,27,27,6.0,6.0,176.0,LD
6,0,33,28,7.0,7.0,74.0,LD
17,45,8,5,25.0,20.0,21.5,LD
114,44,7,6,25.0,19.0,21.5,LD
191,42,6,6,23.0,19.0,15.5,LD
321,41,7,9,25.0,16.0,26.0,LD
293,21,7,15,11.0,10.0,39.0,LD
257,13,24,24,12.0,1.0,177.0,LD
220,13,24,24,12.0,1.0,196.5,LD
154,13,26,25,13.0,0.0,163.0,LD
73,12,71,27,14.0,2.0,1057.5,LD
4,12,30,28,15.0,3.0,578.0,LD
302,5,5,11,9.0,14.0,24.0,LD
46,2,29,31,8.0,6.0,259.0,LD
321,0,27,36,11.0,11.0,136.0,LD
186,0,24,37,12.0,12.0,208.5,LD
150,47,18,4,24.0,23.0,35.0,LD
177,46,19,7,26.0,20.0,63.5,LD
144,21,22,21,15.0,6.0,201.5,LD
183,18,20,23,14.0,4.0,131.5,LD
124,14,22,28,15.0,1.0,126.0,LD
130,2,7,10,15.0,17.0,29.5,LD
81,0,34,43,16.0,16.0,772.5,LD
7,0,66,44,17.0,17.0,825.0,LD
81,48,5,5,24.0,24.0,11.0,LD
233,46,5,5,22.0,24.0,11.0,LD
96,21,5,22,14.0,7.0,51.5,LD
283,17,19,10,2.0,19.0,18.5,LD
208,17,31,24,12.0,5.0,188.5,LD
162,17,31,25,13.0,4.0,378.5,LD
134,14,38,28,13.0,1.0,262.5,LD
8,12,37,32,15.0,3.0,199.5,LD
91,1,6,9,19.0,20.0,24.5,LD
111,0,14,43,14.0,14.0,163.0,LD
53,0,33,43,14.0,14.0,267.5,LD
78,37,14,3,19.0,18.0,19.0,LD
47,37,17,3,19.0,18.0,23.0,LD
13,37,6,5,21.0,16.0,17.5,LD
113,36,16,6,21.0,15.0,38.5,LD
213,35,6,7,21.0,14.0,24.5,LD
178,35,13,7,21.0,14.0,34.0,LD
192,11,29,19,9.0,2.0,237.0,LD
228,10,20,19,8.0,2.0,188.5,LD
88,9,18,22,10.0,1.0,117.5,LD
145,8,34,23,10.0,2.0,281.5,LD
8,1,63,31,11.0,10.0,488.0,LD
111,0,30,31,10.0,10.0,190.5,LD
275,64,12,3,19.0,45.0,17.0,LD
255,64,40,23,39.0,25.0,269.0,LD
211,64,10,10,26.0,38.0,51.5,LD
196,64,8,12,28.0,36.0,55.5,LD
272,40,24,19,11.0,29.0,180.0,LD
242,39,20,20,11.0,28.0,129.0,LD
217,37,13,22,11.0,26.0,100.0,LD
102,31,41,29,12.0,19.0,266.5,LD
60,28,28,29,9.0,19.0,242.0,LD
242,17,4,10,21.0,38.0,21.0,LD
197,15,14,45,12.0,3.0,218.0,LD
154,11,32,49,12.0,1.0,411.5,LD
15,0,30,60,12.0,12.0,728.0,LD
251,40,13,5,22.0,18.0,39.0,LD
217,40,18,6,23.0,17.0,63.0,LD
203,40,6,6,23.0,17.0,19.5,LD
115,40,7,5,22.0,18.0,16.5,LD
82,40,25,5,22.0,18.0,68.5,LD
170,30,9,5,12.0,18.0,15.0,LD
217,17,35,18,12.0,5.0,269.0,LD
117,17,28,18,12.0,5.0,134.0,LD
149,14,26,21,12.0,2.0,348.0,LD
0,9,25,27,13.0,4.0,149.0,LD
31,8,45,28,13.0,5.0,375.0,LD
204,0,9,35,12.0,12.0,137.0,LD
184,0,12,35,12.0,12.0,159.5,LD
84,0,32,35,12.0,12.0,278.0,LD
111,30,29,21,21.0,9.0,200.0,LD
84,27,22,24,21.0,6.0,197.5,LD
0,25,17,6,1.0,24.0,65.0,LD
63,24,13,27,21.0,3.0,153.5,LD
22,22,41,27,19.0,3.0,314.0,LD
74,2,13,12,16.0,18.0,40.0,LD
146,0,28,51,21.0,21.0,358.0,LD
0,0,11,21,9.0,9.0,62.5,LD
314,44,10,14,24.0,20.0,47.0,LD
275,44,19,3,13.0,31.0,26.5,LD
251,44,7,7,17.0,27.0,23.5,LD
231,44,8,8,18.0,26.0,28.5,LD
129,44,27,7,17.0,27.0,126.0,LD
113,44,15,4,14.0,30.0,25.0,LD
38,44,22,5,15.0,29.0,59.0,LD
0,44,24,5,15.0,29.0,71.0,LD
300,22,25,18,6.0,16.0,171.5,LD
271,21,21,19,6.0,15.0,241.0,LD
208,20,52,19,5.0,15.0,310.5,LD
127,16,20,23,5.0,11.0,129.5,LD
77,16,35,23,5.0,11.0,227.0,LD
34,14,36,25,5.0,9.0,269.5,LD
0,6,22,11,17.0,23.0,109.5,LD
163,0,33,39,5.0,5.0,374.5,LD
0,15,18,38,22.0,7.0,516.5,LD
69,9,11,34,12.0,3.0,139.5,LD
32,0,30,43,12.0,12.0,502.0,LD
97,1,33,57,24.0,23.0,328.5,LD
27,0,35,57,23.0,23.0,321.0,LD
0,0,16,52,18.0,18.0,173.5,LD
0,17,10,4,9.0,26.0,13.0,LD
24,12,32,39,21.0,9.0,336.5,LD
0,7,27,35,16.0,9.0,241.5,LD
25,0,29,37,11.0,11.0,248.5,LD
48,0,27,35,8.0,8.0,149.5,LD
11,0,12,44,17.0,17.0,135.0,LD
0,40,15,15,23.0,17.0,80.5,LD
23,10,7,35,13.0,3.0,92.0,LD
46,4,29,48,20.0,16.0,893.0,LD
120,0,36,49,17.0,17.0,400.5,LD
96,0,21,47,15.0,15.0,213.0,LD
83,0,13,7,25.0,25.0,21.0,LD
117,37,9,5,3.0,34.0,19.0,LD
81,37,13,23,21.0,16.0,87.0,LD
27,37,7,32,30.0,7.0,120.5,LD
131,36,13,20,17.0,19.0,89.0,LD
0,29,22,6,4.0,33.0,28.5,LD
111,1,174,64,26.0,25.0,934.0,LD
70,0,23,33,6.0,6.0,171.5,LD
5,0,38,33,6.0,6.0,247.0,LD
0,45,12,34,18.0,27.0,84.0,LD
83,32,12,28,1.0,33.0,65.0,LD
0,22,9,4,35.0,57.0,11.5,LD
76,15,6,5,41.0,56.0,13.5,LD
100,14,30,99,52.0,38.0,762.5,LD
41,0,39,63,2.0,2.0,870.0,LD
207,0,36,42,11.0,11.0,279.5,LD
160,0,27,51,20.0,20.0,544.0,LD
113,0,23,40,9.0,9.0,197.5,LD
0,0,91,50,19.0,19.0,944.5,LD
134,0,42,52,17.0,17.0,309.5,LD
105,0,37,41,6.0,6.0,266.0,LD
41,0,38,58,23.0,23.0,265.5,LD
0,0,19,60,25.0,25.0,226.0,LD
0,26,6,23,20.0,6.0,48.5,LD
0,13,13,8,8.0,21.0,33.0,LD
23,8,23,39,18.0,10.0,152.0,LD
59,4,47,43,18.0,14.0,321.5,LD
107,0,65,48,19.0,19.0,547.0,LD
0,16,16,14,9.0,7.0,80.5,LD
87,0,22,33,12.0,12.0,154.0,LD
31,0,8,33,12.0,12.0,109.0,LD
52,0,29,22,14.0,14.0,113.0,LD
19,0,23,57,21.0,21.0,325.0,LD
0,0,15,62,26.0,26.0,169.0,LD
187,47,7,7,27.0,20.0,23.0,LD
0,24,17,20,17.0,7.0,81.5,LD
83,20,6,23,16.0,4.0,48.0,LD
139,18,37,25,16.0,2.0,421.5,LD
27,18,18,25,16.0,2.0,145.0,LD
182,14,29,28,15.0,1.0,233.0,LD
100,0,31,43,16.0,16.0,592.5,LD
63,0,9,33,6.0,6.0,95.0,LD
37,24,24,25,20.0,4.0,450.0,LD
139,18,29,27,16.0,2.0,158.5,LD
72,16,22,32,19.0,3.0,165.5,LD
174,12,34,37,20.0,8.0,171.0,LD
107,0,22,44,15.0,15.0,200.5,LD
0,0,17,49,20.0,20.0,319.5,LD
55,4,11,33,11.0,7.0,155.0,LD
71,1,10,36,11.0,10.0,90.0,LD
197,0,11,36,10.0,10.0,105.0,LD
178,0,18,36,10.0,10.0,222.5,LD
167,0,11,36,10.0,10.0,220.5,LD
137,0,11,30,4.0,4.0,157.5,LD
105,0,26,36,10.0,10.0,464.0,LD
41,0,9,37,11.0,11.0,110.0,LD
0,0,19,28,2.0,2.0,120.0,LD
45,54,7,5,30.0,24.0,16.0,LD
33,54,8,5,30.0,24.0,12.0,LD
213,16,48,32,19.0,3.0,320.0,LD
32,16,21,33,20.0,4.0,173.0,LD
273,14,21,33,18.0,4.0,494.5,LD
361,8,22,28,7.0,1.0,128.0,LD
61,7,22,32,10.0,3.0,106.0,LD
300,5,17,38,14.0,9.0,152.5,LD
100,5,65,43,19.0,14.0,953.5,LD
391,3,41,42,16.0,13.0,296.5,LD
327,0,22,46,17.0,17.0,275.5,LD
172,0,30,47,18.0,18.0,579.5,LD
216,47,9,15,31.0,16.0,64.0,LD
114,47,6,5,21.0,26.0,15.0,LD
15,24,6,20,13.0,11.0,42.5,LD
35,15,22,28,12.0,3.0,81.5,LD
0,14,8,22,5.0,9.0,54.5,LD
220,11,12,31,11.0,0.0,206.0,LD
210,11,9,31,11.0,0.0,77.5,LD
150,0,57,43,12.0,12.0,929.5,LD
96,0,23,43,12.0,12.0,316.5,LD
67,0,17,34,3.0,3.0,138.5,LD
32,42,5,10,26.0,16.0,30.0,LD
0,18,12,20,12.0,6.0,46.0,LD
166,5,50,31,10.0,5.0,265.5,LD
28,4,25,33,11.0,7.0,492.0,LD
117,3,6,34,11.0,8.0,72.0,LD
80,3,25,27,4.0,1.0,150.5,LD
133,0,11,36,10.0,10.0,173.5,LD
74,20,5,25,17.0,3.0,56.5,LD
0,19,9,27,18.0,1.0,122.0,LD
40,16,33,28,16.0,0.0,427.0,LD
18,15,16,31,18.0,3.0,133.0,LD
75,13,21,30,15.0,2.0,114.0,LD
234,11,5,31,14.0,3.0,39.5,LD
110,11,30,27,10.0,1.0,334.0,LD
216,5,15,39,16.0,11.0,81.0,LD
177,4,36,41,17.0,13.0,301.5,LD
253,0,22,39,11.0,11.0,164.0,LD
144,0,25,45,17.0,17.0,185.5,LD
81,12,5,25,14.0,2.0,41.0,LD
0,12,14,24,13.0,1.0,73.5,LD
16,9,27,28,14.0,5.0,212.0,LD
102,5,48,31,13.0,8.0,468.5,LD
45,0,23,37,14.0,14.0,216.0,LD
129,52,7,6,29.0,23.0,27.0,LD
0,38,10,3,12.0,26.0,15.5,LD
153,24,17,23,18.0,6.0,182.0,LD
177,20,22,27,18.0,2.0,203.0,LD
126,20,21,27,18.0,2.0,187.5,LD
15,5,17,39,15.0,10.0,151.5,LD
91,0,25,48,19.0,19.0,489.5,LD
63,0,11,46,17.0,17.0,187.5,LD
42,0,6,4,25.0,25.0,13.5,LD
121,45,6,6,26.0,19.0,18.5,LD
12,12,34,29,16.0,4.0,510.0,LD
107,9,27,31,15.0,6.0,296.5,LD
143,7,29,32,14.0,7.0,470.0,LD
177,5,20,35,15.0,10.0,210.5,LD
55,5,39,29,9.0,4.0,356.5,LD
198,14,20,17,1.0,15.0,150.5,LD
165,9,22,43,20.0,11.0,239.0,LD
0,8,15,22,2.0,10.0,83.5,LD
127,7,34,32,7.0,0.0,485.5,LD
51,6,27,26,0.0,6.0,85.5,LD
27,1,20,26,5.0,6.0,113.0,LD
81,0,25,44,12.0,12.0,185.5,LD
205,25,5,32,17.0,8.0,91.0,LD
249,24,22,41,25.0,1.0,530.5,LD
219,23,26,42,25.0,2.0,406.0,LD
96,19,18,27,6.0,13.0,106.5,LD
55,18,19,30,8.0,10.0,158.0,LD
204,6,8,7,27.0,33.0,27.5,LD
181,0,11,60,20.0,20.0,259.5,LD
128,0,39,62,22.0,22.0,403.0,LD
17,0,22,46,6.0,6.0,412.5,LD
213,53,6,5,29.0,24.0,18.5,LD
191,53,6,5,29.0,24.0,16.5,LD
30,11,44,31,13.0,2.0,324.5,LD
148,10,37,37,18.0,8.0,726.5,LD
125,10,23,33,14.0,4.0,130.5,LD
235,7,38,39,17.0,10.0,571.5,LD
0,4,11,26,1.0,3.0,62.0,LD
208,0,10,48,19.0,19.0,225.5,LD
182,0,14,47,18.0,18.0,260.5,LD
88,0,25,42,13.0,13.0,418.5,LD
110,25,26,32,20.0,5.0,250.0,LD
68,20,37,27,10.0,10.0,259.5,LD
55,15,6,36,14.0,1.0,68.5,LD
0,15,8,5,17.0,32.0,24.5,LD
22,14,21,26,3.0,11.0,100.5,LD
144,3,32,56,22.0,19.0,418.0,LD
280,38,29,26,25.0,13.0,269.0,LD
237,31,40,30,22.0,9.0,333.5,LD
322,25,24,39,25.0,0.0,245.0,LD
47,19,26,26,6.0,13.0,489.5,LD
8,13,21,31,5.0,8.0,131.5,LD
83,11,36,36,8.0,3.0,526.5,LD
143,3,27,33,3.0,6.0,147.0,LD
